namn,stad,lan,email,hemsida,facebook,kalla,raw_address,phone,raw_source
Kennel Arbbola's,Norge,Trøndelag,thea.arbbolas@gmail.com,https://arbbolas.net,https://www.facebook.com/arbbolas,google_maps,"Engelsåsvegen 588, 7057 Jonsvatnet, Norge",+47 91 52 51 81,serpapi_google_maps
Liaplassen Kennel og Hundehotell,Norge,Trøndelag,post@liaplassen.no,https://www.liaplassen.no,https://www.facebook.com/Liaplassen-Kennel-og-Hundehotell-103227149119187,google_maps,"Småaunvegen 15, 7232 Lundamo, Norge",,serpapi_google_maps
Harmonien Kennel,Norge,Rogaland,post@harmonienkennel.no,http://harmonienkennel.no,,google_maps,"Revheimstien 17, 4043 Stavanger, Norge",+47 51 55 09 52,serpapi_google_maps
Kennel Jerntoppen,Norge,Rogaland,,,,google_maps,"Folkeviseveien 24, 4021 Stavanger, Norge",+47 92 41 50 33,serpapi_google_maps
"Rita Solberg, Kennel Julietta, cockerspaniel",Norge,Rogaland,,https://www.facebook.com/Kennel.Julietta.cockerspaniel,,google_maps,"Kveinveien 6, 4017 Stavanger, Norge",+47 97 50 74 83,serpapi_google_maps
Kennel Hempth,Norge,Rogaland,hempth@frisurf.no,https://www.kennelhempth.com/kontakt,,google_maps,"Nesbuveien 95, 4020 Stavanger, Norge",+47 45 03 33 13,serpapi_google_maps
Viking kennel (Revheim hestesenter),Norge,Rogaland,,,,google_maps,"Revheimstien 17, 4043 Hafrsfjord, Norge",+47 51 55 09 52,serpapi_google_maps
Kennel Kangelani,Norge,Rogaland,,,,google_maps,"Randabergveien 77, 4025 Stavanger, Norge",+47 90 06 12 69,serpapi_google_maps
Norsk kennel Klub region Rogaland,Norge,Rogaland,webmaster@nkk-rogaland.no,https://www.nkk-rogaland.no,,google_maps,"Oddahagen 7 A, 4031 Stavanger, Norge",+47 90 67 86 92,serpapi_google_maps
Kennel Afland,Norge,Rogaland,,,,google_maps,"Gausellia, 4032 Stavanger, Norge",+47 99 76 68 08,serpapi_google_maps
Hjemmekennel AS,Norge,Rogaland,,,,google_maps,"Regimentveien 128, 4045 Hafrsfjord, Norge",+47 95 83 39 37,serpapi_google_maps
Kennel Mosestien,Stavanger,Rogaland,kennel.mosestien@gmail.com,https://www.mosestien.com,https://www.facebook.com/wix,google_maps,,+47 41 30 44 26,serpapi_google_maps
Skjærgaarden Kennel,Norge,Agder,mosby@online.no,https://www.skjaergaardenkennel.com,https://www.facebook.com/tone.mosby,google_maps,"Dalsveien 89, 4634 Kristiansand, Norge",+47 92 22 99 37,serpapi_google_maps
Kennel Snowpug,Norge,Troms og Finnmark,,,,google_maps,"Moveien 1, 9040 Nordkjosbotn, Norge",,serpapi_google_maps
Kennel Heliomar,Norge,Troms og Finnmark,tone@heliomar.no,https://heliomar.no,,google_maps,"Leiravegen 1, 7710 Sparbu, Norge",+47 90 29 93 50,serpapi_google_maps
Kennel Fughita,Norge,Troms og Finnmark,,https://www.facebook.com/profile.php,,google_maps,"Langsbakkenveiwn 272, 1894 Rakkestad, Norge",+47 92 29 68 04,serpapi_google_maps
Kennel Kvernmolia,Norge,Troms og Finnmark,,http://www.kvernmolia.com/index.html,,google_maps,"9357 Tennevoll, Norge",+47 90 06 05 00,serpapi_google_maps
Kennel Millippi,Norge,Buskerud,kennelmillippi@gmail.com,http://www.kennelmillippi.no,https://www.facebook.com/kennelmillippi,google_maps,"Gundesølina 15, 3039 Drammen, Norge",+47 90 54 71 30,serpapi_google_maps
Kennel Ravn,Norge,Buskerud,henriette@kennelravn.no,http://www.kennelravn.no,,google_maps,"Hallingrudveien, 3031 Drammen, Norge",+47 47 33 69 53,serpapi_google_maps
Kennel Taramore,Norge,Buskerud,info@taramore.no,http://www.taramore.no/kontakt-oss.html,,google_maps,"Stillerudsvingen 19, 3039 Drammen, Norge",+47 93 49 76 56,serpapi_google_maps
Tuwheata's kennel,Norge,Buskerud,kennel@tuwheata.com,http://www.tuwheata.com,,google_maps,"Klipperen, 3038 Drammen, Norge",+47 91 88 37 51,serpapi_google_maps
"Kennel Lille Glede, -oppdrett av Pomeranian",Norge,Innlandet,,,,google_maps,"Einerbærveien 10, 1615 Fredrikstad, Norge",+47 90 66 44 97,serpapi_google_maps
Knauslia Kennel,Norge,Vestfold og Telemark,,,,google_maps,"Knauslia 23, 3261 Larvik, Norge",+47 91 69 06 40,serpapi_google_maps
kennel Icikarma,Norge,Vestfold og Telemark,,,,google_maps,"Hedrum Ravei 70, 3270 Larvik, Norge",+47 33 18 70 23,serpapi_google_maps
Villa Bjørnebo kennel,Norge,Vestfold og Telemark,edel@villa-web.no,http://www.villa-web.no/leo,,google_maps,"Ulaveien 155, 3280 Tjodalyng, Norge",+47 97 09 76 22,serpapi_google_maps
Kennel Pil Hundehotell,Norge,Vestfold og Telemark,irisbelinda@gmail.com,http://kennelpil.no,,google_maps,"Fjæregrenda 19, 3220 Sandefjord, Norge",+47 92 29 00 02,serpapi_google_maps
Kennel Zoothi,Norge,Vestfold og Telemark,,,,google_maps,"Berglyveien, 3260 Larvik, Norge",+47 98 24 49 14,serpapi_google_maps
Kjerrjillen kennel,Norge,Vestfold og Telemark,,https://facebook.com/Kjerrjillen,,google_maps,"Hvålaveien 123, 3294 Stavern, Norge",+47 93 28 27 10,serpapi_google_maps
Oppdrett av Pomeranian Arctic Delight,Norge,Vestfold og Telemark,arcticdelight@hotmail.com,https://www.arcticdelight.no,https://www.facebook.com/profile.php,google_maps,"Lierengveien 315, 3158 Andebu, Norge",+47 45 49 22 52,serpapi_google_maps
Kennelbesøk (Kennel Visit by Sjusjøen Husky Tours),Norge,Innlandet,ida@sjusjoenhuskytours.no,https://huskytours.no,https://www.facebook.com/sjusjoenhuskytours,google_maps,"Åsmarkvegen 1467, 2365 Åsmarka, Norge",+47 94 84 62 70,serpapi_google_maps
Hommelfjellet Kennel,Norge,Innlandet,,,,google_maps,"Høsbjørvegen 628, 2380 Brumunddal, Norge",+47 99 52 44 16,serpapi_google_maps
Ancas Grande kennel,Norge,Innlandet,,,,google_maps,"Holshågåvegen 37, 2656 Follebu, Norge",+47 94 19 10 79,serpapi_google_maps
Riise kennel og Hundepensjonat,Norge,Innlandet,,,,google_maps,"Saksumdalsvegen 1260, 2608 Lillehammer, Norge",,serpapi_google_maps
Heggbrenna's Kennel,Norge,Innlandet,,https://www.facebook.com/groups/1729689387294425,,google_maps,"Hovinvegen 88, 2410 Hernes, Norge",+47 90 64 40 73,serpapi_google_maps
Kennel Finika,Norge,Innlandet,,https://www.facebook.com/pages/Kennel-Finika/390776104291005,,google_maps,"Holengutua 77, 2340 Løten, Norge",+47 62 11 00 70,serpapi_google_maps
Hedmarksvidda Kennel Siberian Husky,Lillehammer,Innlandet,kjersti.vogt@hedmarksviddahusky.no,https://hedmarksviddahusky.no,https://facebook.com//siberianhuskytours,google_maps,,+47 47 82 82 59,serpapi_google_maps
Kennel Alpelosen,Norge,Innlandet,,,,google_maps,"Skogstjernevegen 9 B, 2322 Hamar, Norge",,serpapi_google_maps
Ingierodden kennel,Norge,Akershus,,,,google_maps,"Ingierveien 13, 1410 Kolbotn, Norge",+47 66 80 66 43,serpapi_google_maps
Kennel Stabykroken,Norge,Akershus,kenneth@stabyhuset.com,http://www.stabyhuset.com,https://facebook.com/kenneth.johannesen.9,google_maps,"Bekkenstenveien 49, 1420 Svartskog, Norge",+47 90 78 09 26,serpapi_google_maps
Kennel Bjerkhaug,Norge,Akershus,,http://www.kennelbjerkhaug.net,,google_maps,"Moveien 8, 3472 Bødalen, Norge",+47 45 61 59 87,serpapi_google_maps
Kennel Smallville,Norge,Akershus,,http://www.kennel-smallville.com,,google_maps,"Sigdalsveien 182, 3340 Åmot, Norge",,serpapi_google_maps
Kennel Comkitty,Norge,Akershus,reidun.sa@hotmail.com,http://comkitty.net,,google_maps,"Skagnesseterveien 6, 3524 Nes i Ådal, Norge",+47 95 04 23 19,serpapi_google_maps
Miwok Kennel og Malerplassen Stall,Norge,Akershus,miwok.kennel@gmail.com,https://malerplassen.com,https://www.facebook.com/profile.php,google_maps,"Nordmoveien 131, 3534 Sokna, Norge",,serpapi_google_maps
Kennel Mjøshuldra,Sandvika,Akershus,,,,google_maps,,+47 92 85 32 15,serpapi_google_maps
Bærum Kennel AS,Norge,Akershus,post@kennel.no,http://www.kennel.no,,google_maps,"Gamle Jarenvei 62, 1339 Vøyenenga, Norge",+47 41 75 15 00,serpapi_google_maps
Kennel Billebakken,Norge,Akershus,,https://m.facebook.com/KennelBillebakken,,google_maps,"Langgata 22, 2020 Skedsmokorset, Norge",,serpapi_google_maps
Kennel Myra - Australian Cobberdog,Norge,Akershus,,,,google_maps,"Sebjørnsrudveien 10, 1389 Heggedal, Norge",+47 93 06 90 53,serpapi_google_maps
Kennel Fenomenet,Norge,Innlandet,,,,google_maps,"Skoglundtråkket 4, 2818 Gjøvik, Norge",,serpapi_google_maps
Kennel Sunnyvales,Norge,Innlandet,,,,google_maps,"Åslendevegen 175, 2825 Gjøvik, Norge",,serpapi_google_maps
Kennel Mjøshuldra,Norge,Innlandet,,,,google_maps,"Alnesvegen 11, 2093 Feiring, Norge",,serpapi_google_maps
Kennel Stormflokken,Norge,Vestfold og Telemark,stormflokken@hotmail.com,http://www.stormflokken.no,,google_maps,"3714 Skien, Norge",,serpapi_google_maps
Galtstrømmens Kennel,Norge,Vestfold og Telemark,,https://galtstrommenskennel.no,,google_maps,"Tveitanvegen 50, 3729 Skien, Norge",+47 91 79 30 65,serpapi_google_maps
Skutegårdens kennel,Fåker,Vestfold og Telemark,cardigan@telia.com,http://www.cathen.se,https://www.facebook.com/pages/Skuteg%C3%A5rdens-kennel/824283280941134,google_maps,"Skute 139, 845 93 Fåker",070-678 04 54,serpapi_google_maps
Kennel kystsola,Norge,Vestfold og Telemark,,,,google_maps,"Åsengate 6, 3970 Langesund, Norge",+47 92 65 72 73,serpapi_google_maps
Amarita Kennel,Norge,Vestfold og Telemark,,,,google_maps,"Svanvikvegen 342, 3739 Skien, Norge",,serpapi_google_maps
Pom Nebula Kennel,Norge,Vestfold og Telemark,,https://www.facebook.com/PomnebulaPoms,,google_maps,"Andebuveien 711, 3158 Andebu, Norge",,serpapi_google_maps
Mallalasse kennel,Norge,Vestfold og Telemark,,,,google_maps,"Haukedalsveien 124, 3967 Stathelle, Norge",+47 35 97 93 01,serpapi_google_maps
Kennel Reitane,Norge,Møre og Romsdal,,https://www.facebook.com/profile.php,,google_maps,"Sjukenesstranda 45, 6037 Veibust, Norge",+47 48 05 35 54,serpapi_google_maps
Kennel Kvasneset,Norge,Møre og Romsdal,anja@kvasneset.com,https://www.kvasneset.com,,google_maps,"Runnane 10, 6037 Eidsnes, Norge",+47 90 01 86 19,serpapi_google_maps
Kennel Moldefjord,Norge,Møre og Romsdal,,,,google_maps,"Tore Lillebostads veg 13, 6457 Bolsøya, Norge",,serpapi_google_maps
Rozaros Kennel,Norge,Møre og Romsdal,,http://www.rozaros.com/Tidligere-Valpe-Kull,,google_maps,"Buvikvegen 12, 6523 Frei, Norge",+47 98 89 94 37,serpapi_google_maps
Kennel Falkiaro,Norge,Møre og Romsdal,kristin.falkiaro@gmail.com,http://www.falkiaro.net/Kontaktsida,,google_maps,"Buvikvegen 12, 6523 Frei, Norge",+47 41 28 59 47,serpapi_google_maps
Kennel Ragnarok Polar,Harpefossvegen,Sogn og Fjordane,,,,google_maps,"Norge, Nordfjordeid, Harpefossvegen, 邮政编码: 6773",,serpapi_google_maps
Kennel Nordfjord,Nordfjord,Sogn og Fjordane,kennelnordfjord@gmail.com,https://kennel-nordfjord.dk,,google_maps,,,serpapi_google_maps
Kennel Hawuna,Norge,Sogn og Fjordane,hawuna@hawuna.com,http://www.hawuna.com,http://facebook.com/sarahsaetveit,google_maps,"Nesvegen 8, 6957 Hyllestad, Norge",+47 94 31 41 15,serpapi_google_maps
Kennel GreyAlpha,Norge,Sogn og Fjordane,,https://greyalpha.no,,google_maps,"Landsvik 20, 5917 Rossland, Norge",+47 40 30 94 24,serpapi_google_maps
Kennel Solveggen,Norge,Sogn og Fjordane,post@kennelsolveggen.no,http://www.kennelsolveggen.no,,google_maps,"Storehaugen 7, 5304 Hetlevik, Norge",+47 91 92 39 94,serpapi_google_maps
Voss Kennel,Norge,Sogn og Fjordane,,,,google_maps,"Vinjavegen 31, 5713 Vossestrand, Norge",+47 40 32 99 40,serpapi_google_maps
Kennel Alnopa,Norge,Sogn og Fjordane,,http://www.kennelalnopa.weebly.com,,google_maps,"Sundsdalen 311, 6819 Førde, Norge",+47 99 12 81 83,serpapi_google_maps
Kennel Aivema,Norge,Sogn og Fjordane,,,,google_maps,"Kalandsneset 26, 5953 Fonnes, Norge",,serpapi_google_maps
Kennel Nærleiken,Norge,Sogn og Fjordane,,http://naerleiken.no,,google_maps,"Hamnavegen 10, 6940 Eikefjord, Norge",,serpapi_google_maps
Arctic Sunstaff Kennel. Oppdretter av Staffordshire bull terriere,Norge,Sogn og Fjordane,,http://arcticsunstaff.com,,google_maps,"Hardangerfjordvegen 708, 5610 Øystese, Norge",+47 46 94 81 99,serpapi_google_maps
Kennel Svebø,Norge,Sogn og Fjordane,,http://www.kennel-sveboe.com,,google_maps,"Nadlane 27, 5708 Voss, Norge",+47 45 00 31 21,serpapi_google_maps
Kennel Fak's,Norge,Sogn og Fjordane,,,,google_maps,"Grimseiddalen 70, 5239 Rådal, Norge",+47 90 78 91 21,serpapi_google_maps
Kennel Sortsnute,Norge,Rogaland,,,,google_maps,"Røldalvegen 11, 5521 Haugesund, Norge",+47 90 78 13 26,serpapi_google_maps
Kennel Sølvbart,Norge,Rogaland,,,,google_maps,"Spannavegen 57, 5532 Haugesund, Norge",+47 91 67 17 31,serpapi_google_maps
Aasetoppen kennel,Norge,Rogaland,,http://www.facebook.com/Heika15,,google_maps,"Håvikvegen 196, 5574 Skjold, Norge",+47 92 20 26 31,serpapi_google_maps
Kennel Hunterhawk,Norge,Rogaland,fophei@online.no,http://www.kennelhunterhawk.dk,,google_maps,"Sjoarvegen 20, 4272 Sandve, Norge",+47 90 94 80 46,serpapi_google_maps
Kennel Bergtatt Slipp hunden løs,Norge,Vestfold og Telemark,,,,google_maps,"Elvedalsveien 506, 3158 Andebu, Norge",+47 98 65 49 02,serpapi_google_maps
Kennel Øyesølv,Norge,Vestfold og Telemark,,,,google_maps,"Seljeveien 19, 3151 Tolvsrød, Norge",,serpapi_google_maps
Kennel Wheatamien,Norge,Vestfold og Telemark,,,,google_maps,"Knausveien 55, 3121 Nøtterøy, Norge",+47 90 94 30 57,serpapi_google_maps
Kennel Warm Whispering,Norge,Vestfold og Telemark,,https://www.facebook.com/profile.php,,google_maps,"Liaveien 1, 3158 Andebu, Norge",+47 90 80 98 52,serpapi_google_maps
Kennel Ratoppen,Norge,Vestfold og Telemark,,https://www.ratoppen.net,,google_maps,"Lystadsvingen 25, 3209 Sandefjord, Norge",+47 95 97 54 10,serpapi_google_maps
Kelilis Kennel og Hundepensjonat,Norge,Viken,,,,google_maps,"Langøyveien 15, 1640 Råde, Norge",+47 40 46 12 40,serpapi_google_maps
Kennel Kruttbolla,Norge,Viken,,,,google_maps,"1894 Rakkestad, Norge",,serpapi_google_maps
Østfold kennel og Hundesenter AS,Norge,Viken,josteingrav@gmail.com,https://ostfoldkennel.no,https://www.facebook.com/ostfoldkenneloghundesenter,google_maps,"Riggesemveien 157, 1827 Hobøl, Norge",+47 90 16 61 00,serpapi_google_maps
Kennel Soft Rush,Norge,Viken,,,,google_maps,"Sørpåveien 50, 1591 Sperrebotn, Norge",+47 92 28 53 43,serpapi_google_maps
Kennel CasaBolstad,Norge,Viken,,http://www.casabolstad.com,,google_maps,"Osveien 161, 1894 Rakkestad, Norge",,serpapi_google_maps
Triomar kennel,Norge,Viken,triomarkennel@gmail.com,https://triomarkennel.com,,google_maps,"Nedre Langgate 105, 1743 Klavestadhaugen, Norge",+47 95 06 03 34,serpapi_google_maps
The Originals Kennel,Norge,Viken,,,,google_maps,"Stegenveien 257, 1821 Spydeberg, Norge",+47 97 96 38 80,serpapi_google_maps
Kennel Tyriberget,Norge,Viken,,http://tyriberget.beagle.no,,google_maps,"Kjellåsveien 45, 1815 Askim, Norge",+47 90 69 06 05,serpapi_google_maps
Kennel Larhjelm,Norge,Viken,lars@larhjelm.net,http://www.larhjelm.net/Husetshunder/BISavLarhjelm,,google_maps,"Odderudveien 20, 3089 Holmestrand, Norge",+47 41 66 04 85,serpapi_google_maps
Kennel Petit Norvegien,Norge,Viken,,http://bergerdespyreneesafacerase.com,,google_maps,"1684, Vesterøyveien 94, 3219 Nygård, Norge",+47 95 06 68 03,serpapi_google_maps
Paiute kennel,Norge,Viken,,,,google_maps,"Slevik Platå 125, 1622 Gressvik, Norge",,serpapi_google_maps
Kennel Staff Division,Norge,Agder,,,,google_maps,"Vindholmheia 40, 4842 Arendal, Norge",,serpapi_google_maps
Flakkefossen Kennel og Hundepensjonat,Norge,Agder,,http://flakkefossen.no,,google_maps,"Dyvik 88, 4790 Lillesand, Norge",+47 41 48 78 89,serpapi_google_maps
Örbackas Kennel,Mellerud,Agder,orbackaskennel@gmail.com,https://www.orbackaskennel.com,https://www.facebook.com/profile.php,google_maps,"ÖRBACKA 1, 464 92 Mellerud",073-751 96 78,serpapi_google_maps
Kennel Enano,Norge,Nordland,,,,google_maps,"Rønvikveien 68 B, 8009 Bodø, Norge",+47 75 58 14 00,serpapi_google_maps
Høgtind kennel og hundehotell,Norge,Nordland,,http://hogtind-hundehotell.no,https://www.facebook.com/H%C3%B8gtind-Kennel-og-Hundehotell-As-738472403188129,google_maps,"Nedre Beiarveien 473, 8110 Moldjord, Norge",+47 90 71 24 84,serpapi_google_maps
