namn,stad,lan,email,hemsida,facebook,kalla
Ebafarmen Avel & Foder,Sölvesborg,Skåne län,ebafarmenfoder@gmail.com,http://www.ebafarmen.se,https://www.facebook.com/ebafarmen,google_maps
Kennel Graceline's,Uppsala,Uppsala län,kennel_graceline@yahoo.se,http://gracelines.se/kontakt.html,,google_maps
Kennel Axbor och Juniper,Uppsala,Uppsala län,,,,google_maps
Uppsala Hundvänners Lokala Kennelklubb,Uppsala,Uppsala län,uppsalahundvanner@gmail.com,http://www.uppsalahundvanner.se,https://www.facebook.com/uppsalahundvanner,google_maps
Kennel Teasmade,Uppsala,Uppsala län,info@teasmade.se,http://www.teasmade.se/contact,,google_maps
Kennel Druvgården,Linköping,Östergötlands län,,,,google_maps
"Candy Dogs, kennel och hunddagis",Linköping,Östergötlands län,,https://naviswmap.org/details/candy-dogs-kennel-och-hunddagis-ChIJi08,,google_maps
Anchilique's Kennel,Linköping,Östergötlands län,,,,google_maps
Kennel Dewmist,Västerås,Västmanlands län,henric@dewmist.com,http://www.dewmist.com,,google_maps
Sofalex kennel,Västerås,Västmanlands län,sofalex@hotmail.com,http://www.sofalex.se,,google_maps
Kennel Floristas,Västerås,Västmanlands län,,,,google_maps
kennel DenDu,Örebro,Örebro län,,,,google_maps
Bissvargens Kennel,Örebro,Örebro län,,,,google_maps
Kennel Waterbliss,Örebro,Örebro län,kerstin.lehto@telia.com,http://www.waterbliss.se/cdb80d976a5745b0abc2cf2d49576c1f.html,,google_maps
"Hardstyles Hundtjänst Kennel, Kurser & Hunddagis / pensionat",Kumla,Örebro län,hardstyleshundtjanst@hotmail.com,http://www.hardstyles.se,,google_maps
Skogsuddens Kennel,Helsingborg,Skåne län,git.andersson2@telia.com,https://www.skogsuddenskennel.se,https://www.facebook.com/skogsuddenskennel.se,google_maps
Kennel fyra små tassar,Viken,Skåne län,,,,google_maps
Kennel Stars 'n Bubbles,Vallåkra,Skåne län,louise@starsnbubbles.se,https://www.starsnbubbles.se,https://facebook.com/profile.php,google_maps
Ziridas Kennel,Helsingborg,Skåne län,ida@vi2hundcenter.se,http://zirida.se/kontakta,,google_maps
Wilson Parks kennel,Helsingborg,Skåne län,,,,google_maps
Kennel Stars of Viken,Jonstorp,Skåne län,info@starsofviken.se,https://www.starsofviken.se,,google_maps
Aeneas Kennel,Helsingborg,Skåne län,,https://www.aeneaskennel.se/kontakt,,google_maps
Kennel Chiegas,Helsingborg,Skåne län,kennel@chiegas.se,http://chiegas.se/kontakt.html,,google_maps
Smedbys Kennel,Norrköping,Östergötlands län,,http://smedby.nu,,google_maps
Kennel Sontocs,Norrköping,Östergötlands län,,http://kennelsontocs.se,,google_maps
Kennel Sea Fire,Norrköping,Östergötlands län,,,,google_maps
Mi-Jos Kennel,Söderköping,Östergötlands län,,http://www.mi-jos.se,,google_maps
Fruängens Kennel,Norrköping,Östergötlands län,,,,google_maps
Kennel Emoticon,Jönköping,Jönköpings län,jessica@emoticon.se,http://www.emoticon.se,https://www.facebook.com/jessica.bolander,google_maps
Kennel Ricebo's,Huskvarna,Jönköpings län,,http://www.ricebo.weebly.com,//facebook.com/cecilia.sorhuus.1,google_maps
KENNEL PiASTIGEN,Jönköping,Jönköpings län,,,,google_maps
Kennel Rapide Ours,Tenhult,Jönköpings län,kennel.rapideours@gmail.com,https://sites.google.com/view/kennel-rapide-ours,,google_maps
Birch Kennel,Huskvarna,Jönköpings län,,,,google_maps
BIG hEART´S KENNEL,Jönköping,Jönköpings län,,,,google_maps
Tullebyns Kennel,Aneby,Jönköpings län,info@connectedcms.se,http://tullebyns.se,,google_maps
UmeÄlvDalens Kennel,Umeå,Västerbottens län,,,,google_maps
Oskars kennel och linsgucka,Umeå,Västerbottens län,,,,google_maps
Kennel Bella Cosa,Umeå,Västerbottens län,lena@kennelbellacosa.com,http://www.kennelbellacosa.com/kontakt.html,,google_maps
Drottningvikens kennel,Nordmaling,Västerbottens län,lejon-elfving@hotmail.com,http://www.drottningvikens-kennel.se,https://www.facebook.com/search/top,google_maps
Kennel Paratime's,Lövånger,Västerbottens län,,,,google_maps
Kwai-San kennel,Lögdeå,Västerbottens län,info@kwaisan.se,https://www.kwaisan.se,https://www.facebook.com/profile.php,google_maps
Vattenbrynets kennel,Holmsund,Västerbottens län,ba_ce_ma@hotmail.com,http://www.vattenbrynets.se/kontakt.htm,,google_maps
Qwirhaukens Kennel,Åsele,Västerbottens län,,,,google_maps
Lowriders Kennel,Ersmark,Västerbottens län,maria@lowriders.se,http://www.lowriders.se,,google_maps
Tjotte's kennel,Ersmark,Västerbottens län,,http://www.tjotte.se,,google_maps
Kennel Mistykooi,Lund,Skåne län,,http://www.mistykooi.se/430707859,,google_maps
Kennel Rivenfield,Anderslöv,Skåne län,hej@rivenfield.se,https://rivenfield.se,https://www.facebook.com/Rivenfield,google_maps
Kennel By Frost,Lund,Skåne län,helle@byfrost.se,http://www.byfrost.se,,google_maps
Ryaåsens Kennel Cockerpoo & Australian labradoodle,Borås,Västra Götalands län,info@ryaasens.se,http://ryaasens.se,https://www.facebook.com/ryaasenshundar,google_maps
Lavindalens Kennel,Sundsvall,Västernorrlands län,,,,google_maps
Zallayas kennel,Kovland,Västernorrlands län,tove@zallayas.se,http://zallayas.se,,google_maps
Kennel Rustic,Sundsbruk,Västernorrlands län,,https://swedmapi.org/details/kennel-rustic-ChIJA3H,,google_maps
Kennel Tale,Njurunda,Västernorrlands län,,,,google_maps
Alkett's Kennel,Sundsbruk,Västernorrlands län,,http://www.alketts.se,,google_maps
Västernorrlands Kennelklubb,Sundsbruk,Västernorrlands län,sekreterare@vnkk.se,http://www.skk.se/vnkk,https://www.facebook.com/VasternorrlandsKennelklubb,google_maps
Thidas kennel,Sundsvall,Västernorrlands län,lotta@thidas.se,http://www.thidas.se/kontakt.html,,google_maps
kennel Yam-Yam's,Sundsvall,Västernorrlands län,kennel@yamyams.se,http://yamyams.se/Kenneln.html,,google_maps
Kennel Starzingers Aurora,Gävle,Gävleborgs län,,https://swemaps.org/details/kennel-starzingers-aurora-ChIJO-0,,google_maps
High Five's Kennel,Gävle,Gävleborgs län,,https://www.highfives.se,,google_maps
Gästriklands Kennelklubb,Gävle,Gävleborgs län,sekreterare@gastriklandskk.se,https://www.skk.se/gakk,,google_maps
Trajens kennel,Gävle,Gävleborgs län,,https://swemaps.org/details/trajens-kennel-ChIJgVT,,google_maps
Kennel Specialdream's,Gävle,Gävleborgs län,,,,google_maps
Kennel Silversign,Eskilstuna,Södermanlands län,,http://www.silversign.se,,google_maps
Ruskus kennel,Eskilstuna,Södermanlands län,phernilla@ruskus.se,http://ruskus.se/Ruskus%20kennel/Kontakt.html,,google_maps
Gråsiskas Kennel,Torshälla,Södermanlands län,,https://swemaps.org/details/grsiskas-kennel-ChIJt7o,,google_maps
Kennel Broddways,Eskilstuna,Södermanlands län,josefine@broddways.se,https://www.kennelbroddway.se/contact-us.php,,google_maps
Kennel Eternity,Katrineholm Nv,Södermanlands län,kennel.eternity@gmail.com,https://www.eternity.se,,google_maps
Södertälje Lokala Kennelklubb,Södertälje,Stockholms län,styrelsen@sodertaljekk.se,http://sodertaljekk.se,,google_maps
Jaktgranats kennel,Södertälje,Stockholms län,,,,google_maps
"Irishcanis kennel, fd Greirish",Södertälje,Stockholms län,,,,google_maps
Nordic Canine’s Kennel,Järna,Stockholms län,,http://nordiccanine.se,https://www.facebook.com/NordicCanineKennel,google_maps
Kennel The Lionforce´s,Södertälje,Stockholms län,pernilla.ahlsvard@gmail.com,http://www.thelionforces.se/kontakt-25175099,https://www.facebook.com/people/Kennel-The-Lionforces/100054244821642,google_maps
Kennel Glimmaheden,Karlstad,Värmlands län,,https://naviswbusiness.org/details/kennel-glimmaheden-ChIJ5fd,,google_maps
Rumpnissens kennel Instruktör Tränare & Coach,Kil,Värmlands län,info@rumpnissenskennel.com,http://rumpnissenskennel.com,https://www.facebook.com/rumpnissenskennel,google_maps
Kennel,Karlstad,Värmlands län,mailtoinger@kennelwind.se,http://kennelhiwind.se/kontakt.html,,google_maps
Dreamchic Kennel,Karlstad,Värmlands län,maria@dreamchicskennel.se,http://www.dreamchicskennel.se/empty_7.html,,google_maps
Bernerhagens kennel,Säffle,Värmlands län,trollsvans@hotmail.com,http://bernerhagen.se,,google_maps
Lappizaros kennel,Tolita,Värmlands län,,,,google_maps
Guldlyckans kennel,Täby,Stockholms län,,,,google_maps
Kennel Zetastar,Riala,Stockholms län,suzi.sundberg@gmail.com,http://www.kennelzetastar.com,https://www.facebook.com/kennelzetastar,google_maps
Altersundets Kennel,Luleå,Norrbottens län,annhelenviden@gmail.com,http://www.altersundets.se,https://www.facebook.com/altersundets,google_maps
Lillimars kennel,Luleå,Norrbottens län,,http://www.lillimars.se/frameset.html,,google_maps
Kennel Azlandos,Luleå,Norrbottens län,,,,google_maps
Kennel Lagoms,Luleå,Norrbottens län,lagoms@norfolk.se,http://www.norfolk.se/Kontakt.htm,,google_maps
Groth's Hundtrim & Kennel,Töre,Norrbottens län,,,,google_maps
Kennel Blåtiran,Luleå,Norrbottens län,,https://www.instagram.com/kennelblatiran,,google_maps
ÅDRANS KENNEL - Papillon,Huddinge,Stockholms län,,,,google_maps
Kennel Glamshine,Skogås,Stockholms län,,,,google_maps
Sveduddens Kennel,Bergshamra,Stockholms län,%20sveduddens@telia.com,http://www.sveduddens.se/Kontakt.htm,,google_maps
Kennel Gårdskäls,Järfälla,Stockholms län,,https://www.gardskals.com/kontakt,,google_maps
Kennel Robic,Järfälla,Stockholms län,,,,google_maps
The Kennel AB,Solna,Stockholms län,info@thekennel.se,http://www.thekennel.se,http://www.facebook.com/thekennel,google_maps
Antefa's hundpensionat/boarding kennel,Haninge,Stockholms län,annica@antefas.com,http://www.hundpensionat.one,,google_maps
Svenska Kennelklubben,Sollentuna,Stockholms län,medlem@skk.se,https://www.skk.se,,google_maps
My Funny Friend Bichon Havanais Kennel,Söderbärke,Stockholms län,,https://www.myfunnyfriend.se,https://facebook.com/335091396644374,google_maps
White Diamond Dreams kennel,Mölndal,Västra Götalands län,whitediamonddream@gmail.com,https://www.whitediamonddreams.se,https://www.facebook.com/WhiteDiamondDreams,google_maps
Örbackas Kennel,Mellerud,Västra Götalands län,orbackaskennel@gmail.com,https://www.orbackaskennel.com,https://www.facebook.com/profile.php,google_maps
Långvalslidens Kennel,Uddevalla,Västra Götalands län,,http://www.teambreeders.se,,google_maps
Kennel Rapports,Nödinge,Västra Götalands län,rapports@telia.com,https://rapports.net,http://www.facebook.com/Monica-Henriksson-Hundkurser-i-N%C3%B6dinge-304375523025813,google_maps
Pusselgårdens kennel,Alingsås,Västra Götalands län,pusselgardenskennel@gmail.com,http://pusselgardens.one,,google_maps
Kennel Perchwater,Trollhättan,Västra Götalands län,,,,google_maps
Troubletones Kennel,Uddevalla,Västra Götalands län,,,,google_maps
Kennel Drömfångaren,Skövde,Västra Götalands län,,http://www.kenneldromfangaren.se,https://www.facebook.com/kenneldromfangaren,google_maps
Kelly's Kennel,Norge,Västra Götalands län,kellys@live.no,http://kellyskennel.no,https://www.facebook.com/KellysKennel,google_maps
Håfveleds kennel,Kungälv,Västra Götalands län,viviann.hellberg@gmail.com,http://hafveleds.se/mellanpudel.html,,google_maps
Kennel Ensemble,Kungälv,Västra Götalands län,anki@bracco.se,http://bracco.se/contact.html,,google_maps
Kennel Angsmo's,Kristianstad,Skåne län,,https://www.angsmo.se,,google_maps
Kennel Honeytaste,Östra Sönnarslöv,Skåne län,,http://honeytaste.se,,google_maps
Kennel Sub Terram,Smedstorp,Skåne län,ulrika@subterram.com,http://www.subterram.com,,google_maps
Somollis kennel,Trelleborg V,Skåne län,,,,google_maps
Hässlehoffs kennel,Hässleholm,Skåne län,hasslehoffskennel@hotmail.com,http://www.hasslehoffs.com,,google_maps
Svartpepparns kennel,Hässleholm,Skåne län,,,,google_maps
Kennel Tollskoj,Halmstad,Hallands län,,https://swemaps.org/details/kennel-tollskoj-ChIJUUp,,google_maps
Falkline's Rottweiler Kennel,Getinge,Hallands län,alexandra@falklines.se,http://falklines.se,,google_maps
Stardrift`s kennel,Slättåkra,Hallands län,,https://www.kennelstardrift.se,,google_maps
Kennel Goldflames AB,Halmstad,Hallands län,,,,google_maps
"Ljungstorps -Kennel, kurser, friskvård",Varberg,Hallands län,carro.bohman@hotmail.com,https://www.ljungstorps.se,http://www.facebook.com/ljungstorps,google_maps
Kennel Riddarprinsessan's,Varberg,Hallands län,,,,google_maps
Kennel Newcroft's,Varberg,Hallands län,,http://kennelnewcrofts.wordpress.com,,google_maps
Millijors Kennel,Varberg,Hallands län,,,,google_maps
Create Dreams Kennel,Kungsbacka,Hallands län,,http://www.createdreams.se,,google_maps
Kennel Grimmhills,Kungsbacka,Hallands län,grimmhillsrm@outlook.com,http://grimmhills.se,,google_maps
skumparpskennel,Bunkeflostrand,Skåne län,info@skumparps.se,https://www.skumparps.se,,google_maps
Falu Hundsällskap - Faluns Lokala Kennelklubb,Falun,Dalarnas län,,https://swemaps.org/details/falu-hundsllskap-faluns-lokala-kennelklubb-ChIJmzP,,google_maps
FUXENS KENNEL,Borlänge,Dalarnas län,info@fuxen.se,http://www.fuxen.se,,google_maps
Meadow Lane's Kennel,Borlänge,Dalarnas län,,https://swemaps.org/details/meadow-lanes-kennel-ChIJ9Se,,google_maps
Matematikens kennel,Borlänge,Dalarnas län,,,,google_maps
Kennel Chanco,Åäng,Kronobergs län,info@kennelchanco.se,http://www.kennelchanco.se,https://www.facebook.com/profile.php,google_maps
Callunavias Kennel,Lenhovda,Kronobergs län,,http://www.teambreeders.se,,google_maps
Ekespångs Kennel,Hamneda,Kronobergs län,susanne@ekespangskennel.se,http://www.ekespangskennel.se,,google_maps
Andhämtningens Kennel,Åseda,Kronobergs län,golden@andhamtningen.se,http://www.andhamtningen.se,https://www.facebook.com/Andh%C3%A4mtningens-kennel-482953225217275,google_maps
Kennel Rollingwave,Östersund,Jämtlands län,kennelrollingwave@gmail.com,https://www.rollingwave.se/kontakt,,google_maps
Skutegårdens kennel,Fåker,Jämtlands län,cardigan@telia.com,http://www.cathen.se,https://www.facebook.com/pages/Skuteg%C3%A5rdens-kennel/824283280941134,google_maps
Lillfjällets kennel,Östersund,Jämtlands län,,,,google_maps
Jämtland/Härjedalens Kennelklubb,Östersund,Jämtlands län,marlene.berner@outlook.com,https://www.skk.se/sv/JHKK,https://www.facebook.com/jhkennelklubb,google_maps
itaharjun kennel,Sveg,Jämtlands län,,,,google_maps
Nordkalottens Kennel,Kåge,Västerbottens län,,http://www.nordkalottens.com/se,,google_maps
Capandus Kennel,Ödsmål,Västernorrlands län,capandus kennel%20%3cvalpar@capandus.se%3e,https://www.capandus.se/index.htm,https://www.facebook.com/capandus,google_maps
Flatham´s Kennel,Piteå,Norrbottens län,flathams@telia.com,http://www.flathams.com/kontakt.htm,,google_maps
Kennel Odd Polly,Piteå,Norrbottens län,,,,google_maps
Kennel Bennstaff,Öjebyn,Norrbottens län,,,,google_maps
Sjulgårdens kennel,Roknäs,Norrbottens län,,,,google_maps
silverstjärnans kennel,Roknäs,Norrbottens län,,http://silverstjarnan.se,,google_maps
Loumils Kennel,Roknäs,Norrbottens län,susanne@torpa.net,http://loumils.se/om-oss,,google_maps
Tjärdalen's Kennel,Sikfors,Norrbottens län,,,,google_maps
Lillstigen's kennel,Kalix,Norrbottens län,info@lillstigen.se,http://www.lillstigen.se,https://www.facebook.com/lillstigens,google_maps
Kennel Blåtiran,Piteå,Norrbottens län,,https://www.instagram.com/kennelblatiran,,google_maps
Norrtälje Lokala Kennelklubb,Rimbo,Stockholms län,,https://nlkk.se/om,,google_maps
GuldGrodanskennel,Norrtälje,Stockholms län,,,,google_maps
Espab AB :: Krullets Kennel,Norrtälje,Stockholms län,info@krullets.se,http://www.krullets.se,https://facebook.com/krullets.kennel,google_maps
Designerline kennel,Väddö,Stockholms län,kenneldesignerline@gmail.com,http://designerline.blogspot.com,,google_maps
Bergalids Kennel,Furusund,Stockholms län,info@bergalidskennel.se,https://www.bergalidskennel.se,https://www.facebook.com/bergalidskennel,google_maps
Skråmstas kennel,Sigtuna,Stockholms län,,,,google_maps
Kennel Jenzan,Vallentuna,Stockholms län,,,,google_maps
Kennel,Vallentuna,Stockholms län,,http://www.diamondswolfeyes.com/Kontaktsida,,google_maps
Evallens Kennel,Almunge,Stockholms län,ewa@martensby.se,http://www.martensby.se,https://www.facebook.com/ewa.myrbrink,google_maps
Kennel Updates,Upplands Väsby,Stockholms län,,https://naviswmap.org/details/kennel-updates-ChIJn2I,,google_maps
Björnbrisens Kennel,Upplands Väsby,Stockholms län,,https://bjornbrisens.wordpress.com,,google_maps
ArbaQ´s Kennel,Upplands Väsby,Stockholms län,marie.backstrom@ri.se,http://www.arbaq.se/kontakt.htm,,google_maps
hunduppfödare,Solna,Stockholms län,,,,google_maps
Kennel Carhartt,Åkersberga,Stockholms län,,https://www.facebook.com/kennelcarhartt,,google_maps
Kennel Itanema,Åkersberga,Stockholms län,therese@itanema.se,https://www.itanema.se,,google_maps
Mälarvindens Kennel,Åkersberga,Stockholms län,,http://malarvindens.se,,google_maps
Kennel AngelRiesen's,Åkersberga,Stockholms län,,http://www.angelryd.se/kontakt.html,,google_maps
Lillhamras Kennel,Enköping,Uppsala län,,,,google_maps
Chamorels Kennel,Enköping,Uppsala län,,,,google_maps
Saivalainens kennel,Enköping,Uppsala län,,https://saivalainens.se,,google_maps
Kennel Yrar,Enköping,Uppsala län,hundar@yrar.se,http://www.yrar.se,https://www.facebook.com/agnes.t.yrar,google_maps
Jägarfamiljens Kennel,Nyköping,Södermanlands län,jagarfamiljenskennel@gmail.com,http://jagarfamiljens.se,http://www.facebook.com/J%C3%A4garfamiljens-Kennel-287720738049430,google_maps
FREIJAHUSETS KENNEL,Nyköping,Södermanlands län,,,,google_maps
Kennel Three Pines,Nyköping,Södermanlands län,,http://www.kennelthreepines.com/15/8/kontakt,,google_maps
Kennel Fornix,Katrineholm,Södermanlands län,,,,google_maps
My’s Stuteri och Kennel AB,Björkvik,Södermanlands län,,http://www.mysstuteriochkennel.se,,google_maps
Gullvivebacken's kennel,Enhörna,Södermanlands län,sara.palonen77@gmail.com,https://kennelsida.wixsite.com/gullvivebackens,,google_maps
Kennel Kemppi´s,Strängnäs,Södermanlands län,asa.kemppi@gmail.com,http://www.kemppis.se/empty_7.html,,google_maps
Strängnäs Lokala Kennelklubb,Strängnäs,Södermanlands län,info@slkk.se,http://www.slkk.se,https://www.facebook.com/StrangnasLokalaKennelklubb,google_maps
Kennel Happy Queens,Motala,Östergötlands län,,http://www.kennelhappyqueens.com,,google_maps
Rosettasweets Kennel,Motala,Östergötlands län,,,,google_maps
Kennel Stenseiten,Motala,Östergötlands län,lapphund@stenseiten.se,http://www.stenseiten.se,,google_maps
Bernervillans Kennel,Finspång,Östergötlands län,,http://www.bernervillan.se,,google_maps
Husses Kennel,Finspång,Östergötlands län,,http://husses.se,,google_maps
Kennel World's Wildest,Mjölby,Östergötlands län,info@worldswildest.se,http://www.worldswildest.se,,google_maps
Kennel Poppi's,Värnamo,Jönköpings län,,http://www.kennelpoppis.se/Kontakt,,google_maps
Mölleskog kennel,Fryele,Jönköpings län,molleskogs@hotmail.com,http://www.molleskogskennel.se,,google_maps
Chapong´s Kennel,Värnamo,Jönköpings län,,,,google_maps
Kennel Nobis,Värnamo,Jönköpings län,,https://naviswbusiness.org/details/kennel-nobis-ChIJAQA,,google_maps
Kennel Breaking The Rules,Värnamo,Jönköpings län,,https://kennelbreakingtherules.com,,google_maps
Kennel Superioue's,Flisby,Jönköpings län,info@superioues.se,http://www.superioues.se,,google_maps
Lundholmens Kennel,Skogstorp,Jönköpings län,,,,google_maps
Hundpensionat Alex Kennel,Skåne-Tranås,Jönköpings län,,http://alexkennel.se,,google_maps
Björkebäcks kennel och hundpensionat,Tranås,Jönköpings län,,https://www.yourvismawebsite.com/bjorkebackens-kennel-hundpensionat/hundpensionat,,google_maps
"Astrid och lammen, Kennel Awayoflife",Tranås,Jönköpings län,,,,google_maps
Eskilsgårds Kennel,Hamneda,Kronobergs län,,,,google_maps
Småland-Ölands Kennelklubb,Lenhovda,Kronobergs län,info@smokk.se,http://www.smokk.se,https://www.facebook.com/smalandolands.kennelklubb,google_maps
Rågläntans Kennel,Alvesta,Kronobergs län,,http://raglantans.se,,google_maps
Blekinge Kennelklubb,Karlskrona,Blekinge län,,https://www.skk.se/bkk,,google_maps
Kennel Glädjeruset,Fridlevstad,Blekinge län,ebbasmatte77@gmail.com,https://www.kennelgladjeruset.se/kurser-workshops/kurs,http://www.facebook.com/ebbasmatte,google_maps
Kråkslottets Kennel,Rödeby,Blekinge län,,,,google_maps
Kennel Space,Rockneby,Blekinge län,,,,google_maps
Sköneviks Kennel,Ronneby,Blekinge län,,,,google_maps
Brixbäcks Kennel,Oskarshamn,Kalmar län,,https://www.brixback.se,https://facebook.com/profile.php,google_maps
Havslätts Kennel,Oskarshamn,Kalmar län,,,,google_maps
Västerviks Kennelklubb,Västervik,Kalmar län,,,,google_maps
Cavvastar’s kennel och hundtrim,Visby,Gotlands län,,https://www.facebook.com/profile.php,,google_maps
Fröken Saber: hundtrim och kennel,Visby,Gotlands län,frokensaraberg@gmail.com,https://www.alertandbrave.se,,google_maps
Shiragårdens Kennel,Kristinehamn Municipality,Värmlands län,,,,google_maps
Maloyals Kennel,Kristinehamn,Värmlands län,,,,google_maps
Kennel Lloyd-Willner,Kristinehamn,Värmlands län,,,,google_maps
Chosen Angels kennel,Kristinehamn,Värmlands län,,https://www.facebook.com/groups/45285723813,,google_maps
Kennel Barecho,Sandviken,Gävleborgs län,,http://www.barecho.com,,google_maps
hotsweets kennel,Söderhamn,Gävleborgs län,,,,google_maps
Kennel TufflaZ,Sandarne,Gävleborgs län,info@tufflaz.se,http://www.tufflaz.se,https://www.facebook.com/tufflaz,google_maps
Tokbäckens Kennel,Bollnäs,Gävleborgs län,,,,google_maps
Kennel Momabo's,Bollnäs,Gävleborgs län,iapudel@gmail.com,http://www.momabos.se,,google_maps
Jezzamynens kennel,Bollnäs,Gävleborgs län,,http://www.jezzamynens.se/kontakta,,google_maps
Flugdammens Eros Landseer Kennel,Bollnäs,Gävleborgs län,inga.malm@flugdammen.se,http://flugdammen.se/flugdammens%20Kennel.html,,google_maps
Hudiksvalls Kennelklubb,Hudiksvall,Gävleborgs län,info@hudiksvallskennelklubb.se,http://www.hudiksvallskennelklubb.se,,google_maps
Melody Club's kennel,Avesta,Dalarnas län,,,,google_maps
Kennel master of puppies,Avesta,Dalarnas län,,,,google_maps
Bländvita Kennel,Fjugesta,Jönköpings län,ida.otterholm@gmail.com,http://xn--blndvita-1za.se,https://facebook.com/138727210104503,google_maps
Kennel Snesslinge,Östhammar,Jönköpings län,kennelsnesslinge@gmail.com,http://kennelsnesslinge.se,https://www.facebook.com/kennelsnesslinge,google_maps
Kennel Gerfelli´s,Grillby,Dalarnas län,,,,google_maps
Järlemossens Kennel,Nora,Örebro län,,,,google_maps
Linlands Kennel,Bälinge,Örebro län,,,,google_maps
"Ideborgens Kennel, Hundvård & Hundpensionat",Köping,Västmanlands län,,,,google_maps
Kennel Puckings,Köping,Västmanlands län,,http://puckings.com,,google_maps
Köpings kennelklubb KAK,Kolsva,Västmanlands län,info@kopingskennelklubbkak.se,http://www.kopingskennelklubbkak.se,,google_maps
Kennel Merytyme,Sala,Västmanlands län,,,,google_maps
Kennel Blåtassen,Sala,Västmanlands län,,,,google_maps
Fagersta Kennelklubb,Fagersta,Västmanlands län,fagerstakk@hotmail.com,http://fagerstakk.se,,google_maps
kennel kätran,Kramfors,Västernorrlands län,,,,google_maps
kennel waytogo,Sollefteå,Västernorrlands län,,http://www.kennelwaytogo.se/sv-SE/kennel-wtg/kontakt-3125083,,google_maps
Kennel Fly High,Näsåker,Västernorrlands län,,,,google_maps
Försvarets hundtjänstenhet Avelsstation,Sollefteå,Västernorrlands län,,,,google_maps
Norrskenets Kennel,Själevad,Västerbottens län,,http://www.norrskenets.se/utstallning.html,,google_maps
Röjvallens Kennel,Lycksele,Västerbottens län,,,,google_maps
Hem /Norrskenets kennel,Junsele,Västerbottens län,,http://www.norrskenets.se,,google_maps
Kennel Arctic Arssarnerit,Skogså,Norrbottens län,,,,google_maps
Kennel Blåtiran,Boden,Norrbottens län,,https://www.instagram.com/kennelblatiran,,google_maps
Topforce kennel,Boden,Norrbottens län,,,,google_maps
Kennel Galactic Defender,Kiruna,Norrbottens län,galacticdefender@hotmail.com,http://www.galacticdefender.se/kenneln.html,,google_maps
Kennel Vet Point,Kiruna,Norrbottens län,,https://swedmapi.org/details/kennel-vet-point-ChIJKct,,google_maps
Kennel Request,Malmberget,Norrbottens län,,http://kennelrequest.se/updat_2019.htm,,google_maps
