namn,stad,lan,email,hemsida,facebook,kalla,raw_address,phone,raw_source
Hundra Hundar hunddagis vipängen,Uppsala,Uppsala län,hundra.hundar@live.se,http://www.hundrahundar.nu,,google_maps,"Vipängsvägen, 756 60 Uppsala",070-890 72 39,serpapi_google_maps
Carinas hunddagis,Uppsala,Uppsala län,,,,google_maps,"Möllersvärdsgatan 12, 756 40 Uppsala",072-005 10 77,serpapi_google_maps
Vaksala hunddagis,Uppsala,Uppsala län,vaksalahunddagis@hotmail.com,http://www.vaksalahunddagis.com,http://www.facebook.com/vaksalahunddagis,google_maps,"Jälla 61, 754 73 Uppsala",070-444 84 88,serpapi_google_maps
Norrhund AB,Uppsala,Uppsala län,norrhund@gmail.com,http://www.norrhund.se,https://www.facebook.com/NorrHund-AB-298490190178915,google_maps,"Vedergärde 25, 755 94 Uppsala",073-586 19 99,serpapi_google_maps
Hundhjälpen i Uppland AB,Storvreta,Uppsala län,info@hundhjalpen.nu,https://hundhjalpen.nu,https://www.facebook.com/hundhjalpen.nu,google_maps,"Fullerövägen 730, 743 45 Storvreta",018-12 00 75,serpapi_google_maps
Hundvakt Kattvakt och Ärendetjänst,Uppsala,Uppsala län,,https://www.rover.com/sit/abhijm86720,,google_maps,"Kantorsgatan 36, 754 24 Uppsala",,serpapi_google_maps
Harmoniska Hundar,Uppsala,Uppsala län,,,,google_maps,"Svartbäcksgatan 65, 753 33 Uppsala",,serpapi_google_maps
Parkhyddans Hund- & Kattpensionat KB,Järlåsa,Uppsala län,mail: info@parkhyddan.com,https://www.parkhyddan.com,,google_maps,"LINGONBACKA 3, 744 97 Järlåsa",018-39 11 78,serpapi_google_maps
Hundpensionat Laggagrottan,Knivsta,Uppsala län,kontakt@hundpensionat-laggagrottan.se,https://www.hundpensionat-laggagrottan.se,,google_maps,"Lagga 217, 741 93 Knivsta",070-252 49 55,serpapi_google_maps
Miljagårdens Hundhotell,Knivsta,Uppsala län,kontoret@miljagarden.se,http://www.xn--miljagrden-65a.se,https://www.facebook.com/miljagardenshundhotell,google_maps,"Bålsta 18, 741 95 Knivsta",,serpapi_google_maps
Hunderbart Dagis,Björklinge,Uppsala län,svenskahundsportsakademin@gmail.com,http://svenskahundsportsakademin.se/hunderbart-dagis,https://www.facebook.com/Svenska-HundsportsAkademin-106366234054339,google_maps,"Axlunda 5, 743 71 Björklinge",018-490 88 30,serpapi_google_maps
Heddas Hundservice,Månkarbo,Uppsala län,hedvigjarpemo@live.se,https://heddashundservice.se,https://www.facebook.com/heddashundservice,google_maps,"GETINGBO 110, 815 95 Månkarbo",070-878 22 58,serpapi_google_maps
Hundträning,Uppsala,Uppsala län,webshop@foderboden.se,https://www.foderboden.se/category/hundtraning,https://www.facebook.com/Foderboden,google_maps,"Kungsängsgatan 41J, 753 22 Uppsala",+40 701 072 384,serpapi_google_maps
Doggies Hundpensionat/Hunddagis,Örebro,Örebro län,,https://www.facebook.com/profile.php,,google_maps,"Rostagatan 36, 703 41 Örebro",072-222 70 56,serpapi_google_maps
Hundforum,Örebro,Örebro län,sussi@hundforum.nu,http://hundforum.nu,https://www.facebook.com/Hundforum-i-%C3%96rebro-116578931729365,google_maps,"Kungsgatan 60, 702 24 Örebro",019-18 91 80,serpapi_google_maps
JA’s Hundgöra - Örebro,Örebro,Örebro län,info@jashundgora.se,https://www.jashundgora.se,,google_maps,"Vattenverksgatan 1, 702 27 Örebro",070-741 28 86,serpapi_google_maps
Hunddagis Trippande Tassar,Örebro,Örebro län,info@trippandetassar.se,http://www.trippandetassar.se,https://www.facebook.com/trippandetassar,google_maps,"Köping-hultgatan 4, 703 63 Örebro",,serpapi_google_maps
Dos Barbas Hundar,Örebro,Örebro län,anders@dosbarbas.se,http://www.dosbarbas.se,https://www.facebook.com/dosbarbashundvard,google_maps,"Fällersta 325, 705 94 Örebro",070-990 68 10,serpapi_google_maps
Örebro Hundträning,Kumla,Örebro län,ulrika@orebrohundtraning.com,https://orebrohundtraning.com,https://www.facebook.com/profile.php,google_maps,692 93 Kumla,076-289 80 17,serpapi_google_maps
JR Hundcenter,Örebro,Örebro län,,,,google_maps,,,serpapi_google_maps
SV Hundtassen,Örebro,Örebro län,,,,google_maps,"Skvadronvägen 11, 702 27 Örebro",070-881 01 99,serpapi_google_maps
Flockens hundcenter,Vintrosa,Örebro län,info@flockens.se,https://flockens.se,https://www.facebook.com/flockens,google_maps,"HÄLLBERGSTORP 223, 719 95 Vintrosa",070-617 75 11,serpapi_google_maps
Tasspatrullen Örebro,Örebro,Örebro län,,,,google_maps,"Skvadronvägen 11, 702 27 Örebro",076-021 09 16,serpapi_google_maps
Hundlyckan Hunddagis & Hundpensionat,Kumla,Örebro län,hundlyckan@hotmail.com,https://www.hundlyckan.com,http://www.facebook.com/hundlyckankumla,google_maps,"Karlsgården 132, 692 93 Kumla",,serpapi_google_maps
Skyberga Hundpensionat och Hunddagis,Örebro,Örebro län,,https://www.facebook.com/skyberga.se,,google_maps,"Rostagatan 36, 703 41 Örebro",072-222 70 56,serpapi_google_maps
Källhagens Gård & Hundpensionat,Lindesberg,Örebro län,info@kallhagens.se,https://kallhagens.se,https://facebook.com/kallhagens,google_maps,"Aspensäng Källhagen 195, 711 93 Lindesberg",072-222 89 83,serpapi_google_maps
Hundladan,Örebro,Örebro län,info@hundladan.com,http://hundladan.com,,google_maps,"GRÄVE 210, 705 93 Örebro",070-344 42 95,serpapi_google_maps
Lisas hundhjälp Hundpensionat,Ervalla,Örebro län,lisa@lisashundhjalp.se,https://lisashundhjalp.se,,google_maps,"Gustavsbergsvägen 4, 718 94 Ervalla",,serpapi_google_maps
Kvinnersta HundAkademi,Örebro,Örebro län,,,,google_maps,"KVINNERSTA 521, 705 91 Örebro",070-782 08 46,serpapi_google_maps
Hyddans Hunddagis i Ur & Skur,Örebro,Örebro län,hyddanshunddagis@hotmail.com,http://hyddanshunddagis.se,https://www.facebook.com/HyddansHunddagis,google_maps,"Gryt 335, 705 94 Örebro",070-731 56 89,serpapi_google_maps
Hunddagis Bergslagen Dogs Academy,Karlskoga,Örebro län,,https://sv-se.facebook.com/hundarnashus,,google_maps,"Maskinvägen 3, 691 37 Karlskoga",073-046 20 61,serpapi_google_maps
"Hardstyles Hundtjänst Kennel, Kurser & Hunddagis / pensionat",Kumla,Örebro län,hardstyleshundtjanst@hotmail.com,http://www.hardstyles.se,,google_maps,"Säbylund Kålgården 108, 692 91 Kumla",073-627 71 39,serpapi_google_maps
Örebro Hundcenter AB,Fjugesta,Örebro län,,,,google_maps,"Hidingebro 1118, 716 92 Fjugesta",076-009 39 77,serpapi_google_maps
kennel DenDu,Örebro,Örebro län,,,,google_maps,"Porla gränd, 702 28 Örebro",070-768 02 86,serpapi_google_maps
Bissvargens Kennel,Örebro,Örebro län,,,,google_maps,"Lärkvägen 4, 703 48 Örebro",073-042 97 21,serpapi_google_maps
Linköpings Hunddagis,Linköping,Östergötlands län,info@linkopingshunddagis.se,http://www.linkopingshunddagis.se,,google_maps,"ÅBY MELLANGÅRD, 582 75 Linköping",013-39 60 60,serpapi_google_maps
Zesmars hunddagis,Linköping,Östergötlands län,,http://zesmars.se,,google_maps,"Gottorpsgatan 11, 582 73 Linköping",070-437 71 68,serpapi_google_maps
Hackefors Hunddagis,Linköping,Östergötlands län,info@hackeforshunddagis.se,http://www.hackeforshunddagis.se,,google_maps,"Låskolvsgatan 2, 592 19 Linköping",070-361 66 99,serpapi_google_maps
Lees hundpassning,Linköping,Östergötlands län,,http://www.leeshundpassning.se,,google_maps,"Rydsvägen 114 A, 584 30 Linköping",076-276 36 30,serpapi_google_maps
Torvinge Hunddagis,Linköping,Östergötlands län,,,,google_maps,"Köpetorpsgatan 10, 582 78 Linköping",076-421 25 46,serpapi_google_maps
Spångkärrs Hunddagis,Linköping,Östergötlands län,,https://www.instagram.com/spangkarrshunddagis,,google_maps,"Spångkärr 1, 585 97 Linköping",070-948 50 02,serpapi_google_maps
"Melanie Byström - hunddagis, hundpsykolog & hundkurser",Linköping,Östergötlands län,info@melaniebystrom.se,http://melaniebystrom.se,,google_maps,"Ektunavägen 59, 589 33 Linköping",070-210 45 57,serpapi_google_maps
Hunderbara Hundcenter,Ljungsbro,Östergötlands län,,,,google_maps,"Finnängsvägen 18, 590 72 Ljungsbro",,serpapi_google_maps
Mauritzborg hundpensionat och hundvård,Linköping,Östergötlands län,,https://www.facebook.com/profile.php,,google_maps,"MAURITZBORG, 585 99 Linköping",013-39 51 44,serpapi_google_maps
Hundvardag i Linköping AB,Linköping,Östergötlands län,sales@nicsell.com,http://www.hundvardaglkpg.se,,google_maps,"Nya Tanneforsvägen 70, 582 42 Linköping",,serpapi_google_maps
"Candy Dogs, kennel och hunddagis",Linköping,Östergötlands län,,https://naviswmap.org/details/candy-dogs-kennel-och-hunddagis-ChIJi08,,google_maps,"Vårdsberg, 585 92 Linköping",,serpapi_google_maps
Elins Hundmys,Linköping,Östergötlands län,info@elinshundmys.se,http://elinshundmys.se,,google_maps,"Tröskaregatan 12, 583 34 Linköping",,serpapi_google_maps
Anchilique's Kennel,Linköping,Östergötlands län,,,,google_maps,"Ärtvägen 5, 582 75 Linköping",013-39 60 51,serpapi_google_maps
Hundriket,Helsingborg,Skåne län,,https://facebook.com/hundriket,,google_maps,"Dragaregatan 5, 254 42 Helsingborg",073-430 40 55,serpapi_google_maps
Pilshults Gård Hunddagis & Hundpensionat,Helsingborg,Skåne län,info@hunddagishelsingborg.se,http://www.hunddagishelsingborg.se,https://www.facebook.com/Palsjogardhunddagisochhundpensionat,google_maps,"Pilshultsvägen 4, 254 50 Helsingborg",073-310 16 76,serpapi_google_maps
Gåsebäcks hunddagis,Helsingborg,Skåne län,,http://www.gasebackshunddagis.se,,google_maps,"Kvarnstensgatan 6, 252 27 Helsingborg",076-311 09 23,serpapi_google_maps
SIA Hunddagis,Helsingborg,Skåne län,kontaktcenter@helsingborg.se,https://vardochomsorg.helsingborg.se/funktionsnedsattning/daglig-verksamhet/sia-hunddagis,,google_maps,"Planteringsvägen 139, 252 32 Helsingborg",042-10 23 66,serpapi_google_maps
Helsingborgs Hundhall,Helsingborg,Skåne län,info@helsingborgshundhall.se,https://helsingborgshundhall.se,,google_maps,"Garnisonsgatan 10, 254 66 Helsingborg",070-243 89 18,serpapi_google_maps
Långeberga hundpensionat,Helsingborg,Skåne län,langebergapensionat@outlook.com,http://www.langebergapensionat.se,,google_maps,"Gamla Gustavslundsvägen 29, 256 69 Helsingborg",,serpapi_google_maps
Mjuka Tassar,Helsingborg,Skåne län,kontakt@mjukatassar.nu,https://www.mjukatassar.nu,https://www.facebook.com/profile.php,google_maps,"Fraktgatan 1B, 254 64 Helsingborg",079-302 02 39,serpapi_google_maps
Skogsuddens Kennel,Helsingborg,Skåne län,git.andersson2@telia.com,https://www.skogsuddenskennel.se,https://www.facebook.com/skogsuddenskennel.se,google_maps,"Pålsjögatan 65, 254 40 Helsingborg",070-329 45 94,serpapi_google_maps
Annelunds Gård,Allerum,Skåne län,info@annelundsgard.se,https://www.annelundsgard.se,https://web.facebook.com/search/top,google_maps,"Annelundsvägen 6, 254 76 Allerum",,serpapi_google_maps
Kennel fyra små tassar,Viken,Skåne län,,,,google_maps,"www.google.com/local/place/rap/edit/location05B, Döshultsvägen 5https:, 260 40 Viken",073-984 18 92,serpapi_google_maps
Hundgrottan,Stockholm,Stockholms län,hundgrottan@hundgrottan.com,http://www.hundgrottan.se,https://facebook.com/hundgrottan,google_maps,"Döbelnsgatan 93, 113 52 Stockholm",08-437 471 37,serpapi_google_maps
Dog Planet AB,Stockholm,Stockholms län,info@dogplanet.se,http://www.dogplanet.se,,google_maps,"Valhallavägen 192, 115 27 Stockholm",08-660 80 20,serpapi_google_maps
Tassar Av Stål Hunddagis,Stockholm,Stockholms län,tassaravstal@gmail.com,http://www.tassaravstal.se,https://www.facebook.com/tassaravstal,google_maps,"Ringvägen 77, 118 60 Stockholm",073-782 77 38,serpapi_google_maps
Sagans hunddagis,Stockholm,Stockholms län,saganshunddagis@hotmail.com,http://www.saganshunddagis.com,https://www.facebook.com/saganshunddagis64,google_maps,"Ernst Ahlgrens väg 7, 112 55 Stockholm",073-669 21 64,serpapi_google_maps
MyDogCare Kungsholmen,Stockholm,Stockholms län,,https://mydogcare.com/kungsholmen,https://www.facebook.com/MyDogCareSverige,google_maps,"Garvargatan 22, 112 21 Stockholm",073-313 95 70,serpapi_google_maps
Stockholms Hundforum Hunddagis Kungsholmen - Fridhemsplan,Stockholm,Stockholms län,info@stockholmshundforum.se,http://stockholmshundforum.se,https://www.facebook.com/stockholmshundforum,google_maps,"Celsiusgatan 6, 112 30 Stockholm",08-651 30 68,serpapi_google_maps
Kära Tassar - Dagis & Café,Hägersten,Stockholms län,vovvedagis@hotmail.com,http://karatassar.se,,google_maps,"Stavgränd 6, 129 48 Hägersten",070-367 93 14,serpapi_google_maps
Changdobels - Gärdet Hunddagis,Stockholm,Stockholms län,gardet@changdobels.se,https://changdobels.se/hunddagis/gardet-hunddagis,https://www.facebook.com/gardethunddagis,google_maps,"Sandhamnsgatan 75, 115 28 Stockholm",08-512 561 00,serpapi_google_maps
MyDogCare Vasastan,Stockholm,Stockholms län,,http://mydogcare.com/vasastan,https://www.facebook.com/MyDogCareSverige,google_maps,"Luntmakargatan 90, 113 51 Stockholm",,serpapi_google_maps
MyDogCare Östermalm,Stockholm,Stockholms län,,https://mydogcare.com/ostermalm,https://www.facebook.com/MyDogCareSverige,google_maps,"Jungfrugatan 58, 115 31 Stockholm",073-818 62 22,serpapi_google_maps
MyDogCare Södermalm,Stockholm,Stockholms län,,https://mydogcare.com/sodermalm,https://www.facebook.com/MyDogCareSverige,google_maps,"Maria Prästgårdsgata 31, 118 52 Stockholm",070-301 60 55,serpapi_google_maps
Årsta Hundcenter AB,Hägersten,Stockholms län,info@arstahundcenter.se,http://arstahundcenter.se,https://www.facebook.com/people/%C3%85rsta-Hundcenter/100034170044892,google_maps,"Vretensborgsvägen 9, 1tr, 126 30 Hägersten",070-080 99 70,serpapi_google_maps
Dogga AB,Stockholm,Stockholms län,malin@dogga.se,http://www.dogga.se,,google_maps,"Östgötagatan 89, 116 64 Stockholm",073-411 71 15,serpapi_google_maps
Gärdets Hunddagis,Stockholm,Stockholms län,,https://gardetshunddagis.se,https://www.facebook.com/gardetshunddagis2,google_maps,"Sandelsgatan 3, 115 34 Stockholm",070-438 91 79,serpapi_google_maps
"Changdobels - Östermalm hunddagis, Stureparken",Stockholm,Stockholms län,stureparken@changdobels.se,https://changdobels.se/hunddagis/ostermalm-hunddagis,https://facebook.com/changdobels.stureparken,google_maps,"Sturegatan 31, 114 36 Stockholm",08-512 561 00,serpapi_google_maps
Dog Tajm AB,Bandhagen,Stockholms län,,http://www.dogtajm.se,,google_maps,"Stallarholmsvägen 10, 124 59 Bandhagen",076-017 03 81,serpapi_google_maps
Dogstore Sweden AB,Stockholm,Stockholms län,dogstoresweden@gmail.com,https://www.dogstore.se,http://www.facebook.com/wix,google_maps,"Ringvägen 157, 116 31 Stockholm",08-644 42 00,serpapi_google_maps
VIP Dogs AB,Stockholm,Stockholms län,vipdogshunddagis@gmail.com,http://www.vipdogshunddagis.se,https://www.facebook.com/people/VIPDogs-Hunddagis/61571781658951/#,google_maps,"Siargatan 19, 118 27 Stockholm",,serpapi_google_maps
MyDogCare Torsplan,Stockholm,Stockholms län,,https://mydogcare.com/torsplan,https://www.facebook.com/MyDogCareSverige,google_maps,"Torsgatan 76, 113 37 Stockholm",073-083 18 31,serpapi_google_maps
Exklusivt Hunddagis Gärdet,Stockholm,Stockholms län,bellsbusinesscorp@gmail.com,https://exklusivthunddagisgardet.se,,google_maps,"Armfeltsgatan 9, 115 34 Stockholm",072-874 37 60,serpapi_google_maps
Ekfalk Animal Center | Hundhotell Stockholm-Arlanda,Märsta,Stockholms län,bokning@ekfalkanimalcenter.se,https://www.ekfalkanimalcenter.se,https://www.facebook.com/ekfalkanimalcenter,google_maps,"ALTUNA 111, 195 93 Märsta",070-883 14 57,serpapi_google_maps
Lyckliga Tassar,Täby,Stockholms län,lyckligatassar@hotmail.com,http://www.lyckligatassar.se,http://www.facebook.com/pages/Lyckliga-Tassar-Hunddagis-Hundpensionat/240790486004124,google_maps,"Tumstocksvägen 9A, 187 66 Täby",073-542 98 00,serpapi_google_maps
Skoby Hundhotell,Märsta,Stockholms län,kontoret@skobyhundhotell.se,https://www.skobyhundhotell.se,https://www.facebook.com/skobyhundhotell,google_maps,"Skepptuna Skoby 438, 195 93 Märsta",073-621 20 83,serpapi_google_maps
Nospromenaden Hundcenter,Årsta,Stockholms län,,https://www.nospromenaden.com,,google_maps,"Hjälmarsvägen 28, 120 53 Årsta",073-056 71 49,serpapi_google_maps
Alice & Friends,Stockholm,Stockholms län,,https://aliceandfriends.se,,google_maps,"Lidnersgatan 5, 112 53 Stockholm",070-466 09 14,serpapi_google_maps
Emerita Hunddagis Lidingö,Lidingö,Stockholms län,hej@emeritahunddagis.se,http://emeritahunddagis.se,https://www.facebook.com/wix,google_maps,"Jupitervägen 32, 186 97 Lidingö",070-644 14 22,serpapi_google_maps
Changdobels - Täby Hundcenter,Täby,Stockholms län,taby@changdobels.se,https://changdobels.se/hundpensionat,https://www.facebook.com/Changdobels.Hundcenter,google_maps,"Prästgårdsvägen 55, 187 75 Täby",08-512 561 00,serpapi_google_maps
Högdalens Hundcenter,Bandhagen,Stockholms län,info@hogdalenshundcenter.com,http://hogdalenshundcenter.com,https://www.facebook.com/hogdalenshundcenter,google_maps,"Skebokvarnsvägen 151, 124 52 Bandhagen",073-045 86 70,serpapi_google_maps
Hunddagiset Skogsdungen,Kungens Kurva,Stockholms län,info@hunddagisetskogsdungen.se,https://hunddagisetskogsdungen.se,https://www.facebook.com/Skogsdungenshunddagis,google_maps,"Jägerhorns väg 1, 141 75 Kungens Kurva",076-839 25 26,serpapi_google_maps
Emerita Hunddagis Gubbängen,Farsta,Stockholms län,hej@emeritahunddagis.se,https://www.emeritahunddagis.se,https://www.facebook.com/wix,google_maps,"Kryddgränd 6, 123 58 Farsta",076-044 14 23,serpapi_google_maps
Changdobels - Danderyd Hundiversum,Danderyd,Stockholms län,hundiversum@changdobels.se,https://changdobels.se/hunddagis/hundiversum-hunddagis,https://www.facebook.com/Changdobelshundiversum,google_maps,"Rinkebyvägen 15, 182 36 Danderyd",08-512 561 00,serpapi_google_maps
Lillefots Hundcenter AB,Stockholm,Stockholms län,info@lillefots.com,http://www.lillefots.com,https://www.facebook.com/LillefotsHundcenter,google_maps,"Vävar Johans gata 9, 120 69 Stockholm",08-643 88 14,serpapi_google_maps
Grimstalyan Hundcenter,Vällingby,Stockholms län,info@grimstalyan.se,http://www.grimstalyan.se,https://www.facebook.com/Grimstalyan-184989294977535,google_maps,"Gulddragargränd 46, 162 58 Vällingby",072-219 88 78,serpapi_google_maps
Solna Hundhuset AB,Farsta,Stockholms län,,,,google_maps,"Stadsbudsvägen 6, 123 54 Farsta",,serpapi_google_maps
Stockholmshundarna i Ur & Skur,Sollentuna,Stockholms län,urochskur@stockholmshundarna.se,http://stockholmshundarna.se,https://www.facebook.com/pages/Stockholmshundarna/133003983430663,google_maps,"Smedstorps gård 2, 192 48 Sollentuna",073-974 68 11,serpapi_google_maps
Helénes Hundhotell,Tystberga,Stockholms län,,http://heleneshundhotell.se,,google_maps,"Tuve Övergård, 611 99 Tystberga",070-826 11 25,serpapi_google_maps
Göteborgs Hunddagis Backaplan,Göteborg,Västra Götalands län,alingsas@goteborgshunddagis.se,https://www.goteborgshunddagis.se,https://www.facebook.com/GoteborgsHunddagis,google_maps,"Ångpannegatan 2, 417 05 Göteborg",073-529 29 35,serpapi_google_maps
Hund i Centrum Hildebrandsgatan,Göteborg,Västra Götalands län,backaplan@hundicentrum.se,https://www.hundicentrum.se,http://sv-se.facebook.com/hundicentrum,google_maps,"Hildebrandsgatan 3, 417 05 Göteborg",072-310 74 58,serpapi_google_maps
Göteborgs Hunddagis-Högsbo,Västra Frölunda,Västra Götalands län,alingsas@goteborgshunddagis.se,https://www.goteborgshunddagis.se,https://www.facebook.com/GoteborgsHunddagis,google_maps,"F O Petersons g 7, 421 31 Västra Frölunda",070-441 57 02,serpapi_google_maps
Göteborgs Hunddagis-Dog Royal på Hisingen,Göteborg,Västra Götalands län,alingsas@goteborgshunddagis.se,https://goteborgshunddagis.se,https://www.facebook.com/GoteborgsHunddagis,google_maps,"Åskvädersgatan 1, 418 34 Göteborg",076-320 30 88,serpapi_google_maps
Hundens Hem Hunddagis i Göteborg,Göteborg,Västra Götalands län,hhmasthugget@gmail.com,http://www.hundenshemhunddagis.hundpoolen.se,,google_maps,"Kompassgatan 12, 413 16 Göteborg",079-341 79 01,serpapi_google_maps
Hundstjärnan Hunddagis,Göteborg,Västra Götalands län,,http://www.hundstjarnan.se,,google_maps,"Smidesgatan 5, 417 07 Göteborg",031-23 34 41,serpapi_google_maps
Vinthundspalatset AB,Göteborg,Västra Götalands län,voff@vinthundspalatset.se,https://vinthundspalatset.se,https://www.facebook.com/people/Vinthundspalatset/61564472541991,google_maps,"Wingårdsgatan 7, 416 57 Göteborg",070-690 92 11,serpapi_google_maps
Kålltorps Hundställe AB,Göteborg,Västra Götalands län,,http://kalltorpshundstalle.se,,google_maps,"Wingårdsgatan 3D, 416 54 Göteborg",076-007 49 66,serpapi_google_maps
Göteborgs Hunddagis-Sisjön,Askim,Västra Götalands län,alingsas@goteborgshunddagis.se,http://www.goteborgshunddagis.se,https://www.facebook.com/GoteborgsHunddagis,google_maps,"Södra Långebergsgatan 20, 436 32 Askim",073-530 60 39,serpapi_google_maps
Hund i centrum Tagenevägen,Hisings Kärra,Västra Götalands län,backaplan@hundicentrum.se,https://www.hundicentrum.se,http://sv-se.facebook.com/hundicentrum,google_maps,"Tagenevägen 21, 425 37 Hisings Kärra",072-324 74 58,serpapi_google_maps
Hundparadiset Göteborg,Göteborg,Västra Götalands län,hundparadiset@outlook.com,http://hundparadisetgoteborg.se,https://www.facebook.com/p/Hundparadiset-G%C3%B6teborg-61552108594483,google_maps,"Gamla Boråsvägen 2, 412 76 Göteborg",073-344 20 91,serpapi_google_maps
Göteborgs Hunddagis Mölndal,Mölndal,Västra Götalands län,alingsas@goteborgshunddagis.se,https://www.goteborgshunddagis.se,https://www.facebook.com/GoteborgsHunddagis,google_maps,"Alfagatan 4B, 431 49 Mölndal",073-511 55 07,serpapi_google_maps
Fyrfota Äventyr Hunddagis,Göteborg,Västra Götalands län,info@fyrfotaaventyr.se,http://fyrfotaaventyr.se,https://facebook.com/fyrfotaaventyr,google_maps,"Byalagsgatan 14, 418 74 Göteborg",076-317 32 92,serpapi_google_maps
Delsjöns hundcenter,Göteborg,Västra Götalands län,info@delsjonshundcenter.se,http://delsjonshundcenter.se,https://www.facebook.com/search/top,google_maps,"Hammarbergs Backe 10, 416 55 Göteborg",070-730 88 33,serpapi_google_maps
HundXtra,Göteborg,Västra Götalands län,,http://www.hundxtra.se,,google_maps,"Stampereds Gård 1, 418 78 Göteborg",073-534 47 14,serpapi_google_maps
Hundligan Hunddagis,Västra Frölunda,Västra Götalands län,hundliganhunddagis@outlook.com,http://hundliganhunddagis.com,https://www.facebook.com/Hundligan-hunddagis-645208035528013,google_maps,"Smyckegatan 47, 426 50 Västra Frölunda",070-620 04 13,serpapi_google_maps
Bräcke hunddagis TriBus,Göteborg,Västra Götalands län,tribus@brackediakoni.se,http://www.brackediakoni.se/hunddagiset-tribus,https://www.facebook.com/brackehunddagistribus,google_maps,"Martha Sennegårds Väg 12, 418 77 Göteborg",031-50 25 92,serpapi_google_maps
Partille Hunddagis,Partille,Västra Götalands län,,http://www.partillehunddagis.se,,google_maps,"Transformatorvägen 3, 433 38 Partille",070-765 99 66,serpapi_google_maps
