namn,stad,lan,email,hemsida,facebook,kalla,raw_address,phone,raw_source
Det Gode Hundeliv,Danmark,Hovedstaden,christina@detgodehundeliv.dk,http://www.detgodehundeliv.dk,https://www.facebook.com/DetGodeHundeliv,google_maps,"Birkerød Parkvej 28, 3460 Birkerød, Danmark",+45 31 43 39 15,serpapi_google_maps
Hundeluftning.dk,Birkerød,Hovedstaden,,,,google_maps,,+45 22 21 02 04,serpapi_google_maps
Skovhunden,Danmark,Hovedstaden,,,,google_maps,"Avderødvej, 2980 Kokkedal, Danmark",,serpapi_google_maps
Hundepsykolog Mads Jørgensen,Danmark,Hovedstaden,,http://www.hundepsykolog.dk,,google_maps,"Roskildevej 205, 3330 Gørløse, Danmark",+45 48 27 85 24,serpapi_google_maps
Mejsals hundpension,Danmark,Midtjylland,mail@mejdalhundepension.dk,http://www.mejdalhundepension.dk,https://www.facebook.com/MejdalHundepension,google_maps,"Tingagervej 4, 7500 Holstebro, Danmark",+45 29 65 64 65,serpapi_google_maps
Weedfald Dogs v/ Vivi Weedfald,Danmark,Midtjylland,vivi@weedfald-dogs.dk,http://www.weedfald-dogs.dk,,google_maps,"Viborgvej 137, 7500 Holstebro, Danmark",+45 35 10 12 05,serpapi_google_maps
Lemvig Hundepension,Danmark,Midtjylland,,https://lemvighundepension.dk,https://www.facebook.com/lemvighundepension,google_maps,"Fabjergkirkevej 43, 7620 Lemvig, Danmark",+45 21 44 45 46,serpapi_google_maps
"HundeHotel / Hundesalon ""Det Frie Liv""",Danmark,Midtjylland,pia@hundehotel-detfrieliv.dk,http://www.hundehotel-detfrieliv.dk,https://www.facebook.com/profile.php,google_maps,"Broholmvej 1, 7600 Struer, Danmark",+45 51 36 41 36,serpapi_google_maps
Østjysk Hundecenter,Danmark,Midtjylland,,http://www.ostjyskhundecenter.dk,,google_maps,"Bjarupgårdvej 14A, 8600 Silkeborg, Danmark",+45 60 62 24 35,serpapi_google_maps
Dogsrus ApS,Danmark,Midtjylland,info@dogsrus.dk,http://dogsrus.dk,https://facebook.com/10226679313741292,google_maps,"Sepstrupvej 13, 8653 Them, Danmark",+45 22 23 96 85,serpapi_google_maps
Nordskovhus Hundepension,Danmark,Midtjylland,hunde@nordskovhus.dk,http://www.nordskovhus.dk,https://www.facebook.com/Nordskovhus-Hundepension-500216580032173,google_maps,"klintrupvej 8, 8641 Sorring, Danmark",+45 23 45 04 77,serpapi_google_maps
Løwe & Hund,Danmark,Midtjylland,christine@loeweoghund.dk,http://www.loeweoghund.dk,https://www.facebook.com/loeweoghund,google_maps,"Lillehøjvej 30, 8600 Silkeborg, Danmark",+45 22 73 68 51,serpapi_google_maps
Rooms for Dogs,Danmark,Midtjylland,roomsfordogs@outlook.com,http://rooms-for-dogs.webnode.com,https://www.facebook.com/roomsfordogs,google_maps,"Givevej 44, 7361 Ejstrupholm, Danmark",+45 44 11 83 31,serpapi_google_maps
Hundepension Raphael /Det Lille Hundehotel,Danmark,Midtjylland,mariannevous4@gmail.com,https://www.det-lille-hundehotel.dk,,google_maps,"Galsthovej 12, 7200 Grindsted, Danmark",,serpapi_google_maps
Vallumsøens Hundepension v/Helle Holm Madsen,Danmark,Midtjylland,helle@jollygold.dk,http://www.vallumsoens-hundepension.dk,https://www.facebook.com/Vallums%C3%B8en-Hundepension-165589650587451,google_maps,"Attrupvej 7, 8550 Ryomgård, Danmark",+45 86 39 46 23,serpapi_google_maps
Hedens Hundehotel v/Susanne Clemens,Danmark,Midtjylland,,,,google_maps,"Kvasbrovej 5, 8586 Ørum, Danmark",+45 50 58 44 93,serpapi_google_maps
Samsø Hundesjov,Danmark,Midtjylland,vuf@samsohundesjov.dk,https://www.samsohundesjov.dk,https://www.facebook.com/profile.php,google_maps,"Nørreskiftevej 60, 8305 Samsø, Danmark",,serpapi_google_maps
Den Lille Hundepension v/Helle Haue Mølnitz,Danmark,Nordjylland,info@denlillehundepension.dk,http://denlillehundepension.dk,https://www.facebook.com/Den-Lille-Hundepension-397510713599149,google_maps,"Ashøjvej 15, 7760 Hurup Thy, Danmark",+45 61 63 03 99,serpapi_google_maps
Tanja og Martin Hundepension v/Martin Kusk Larsen,Danmark,Nordjylland,kennel@richriesen.dk,http://www.richriesen.dk,,google_maps,"Skinnerup Mark 2, 7700 Thisted, Danmark",+45 97 91 23 83,serpapi_google_maps
"Alt for Hunden - Hundeklipning, Hundesalon, Hundetrimming, Negleklip og Hundefrisering i Thisted.",Danmark,Nordjylland,,http://www.sand-ridekunst.dk/indexhunde.htm,,google_maps,"Mølgaardsvej 55, 7700 Thisted, Danmark",+45 30 88 60 40,serpapi_google_maps
Wulff & Vuf Hundecenter,Danmark,Nordjylland,%20wulffogvuf@gmail.com,http://wulffogvuf.dk,https://www.facebook.com/profile.php,google_maps,"Norsvej 21, 7700 Thisted, Danmark",+45 40 21 46 90,serpapi_google_maps
Hawhunde v/Yvonne Kümmel,Danmark,Nordjylland,,,,google_maps,"Kløvborgsti 9, 7700 Thisted, Danmark",+45 51 25 30 32,serpapi_google_maps
Den Lille Hundepension,Danmark,Nordjylland,info@denlillehundepension.dk,https://www.denlillehundepension.dk,https://www.facebook.com/Den-Lille-Hundepension-397510713599149,google_maps,"Ashøjvej 15, 7760 Hurup Thy, Danmark",,serpapi_google_maps
