namn,stad,lan,email,hemsida,facebook,kalla,raw_address,phone,raw_source
VennenSin Hundelufting & Hundepass | Oslo og Bærum,Norge,Vestfold og Telemark,,https://www.hundeluftingoslo.no,https://www.facebook.com/oslohundepass,google_maps,"Mustads vei 12, 0283 Oslo, Norge",+47 46 53 42 28,serpapi_google_maps
The DogFather Skien,Norge,Vestfold og Telemark,,https://thedogfather.no,,google_maps,"Nedre Hjellegate 18, 3724 Skien, Norge",+47 97 41 54 14,serpapi_google_maps
Paw Paradise - Hundehotell & Kattehotell,Norge,Vestfold og Telemark,contact@mysite.com,http://www.pawparadise.no,,google_maps,"Rambydalsvegen 505, 2040 Kløfta, Norge",+47 92 96 83 56,serpapi_google_maps
Dog care - take care of dog in its home,Norge,Vestfold og Telemark,,https://www.facebook.com/Hundepass-pass-av-hund-i-hjemmet-alternativ-til-kennelpensjonat-164015657004854,,google_maps,"1950 Rømskog, Norge",+47 90 72 61 40,serpapi_google_maps
Ellefsen Hundehotell AS,Norge,Vestfold og Telemark,martine@ellefsenhundehotell.no,https://ellefsenhundehotell.no,https://www.facebook.com/profile.php,google_maps,"Dr. Høsts vei 40, 1346 Gjettum, Norge",+47 41 36 15 79,serpapi_google_maps
Hvitsten Hundepass,Norge,Vestfold og Telemark,,https://www.hvitstenhundepass.no,,google_maps,"Hærneskroken 27, 1545 Hvitsten, Norge",+47 92 02 76 20,serpapi_google_maps
Ida's Hundepasser,Norge,Vestfold og Telemark,,,,google_maps,"Gamle Fjæreveg 8, 3731 Skien, Norge",,serpapi_google_maps
Skien Hundeskole,Norge,Vestfold og Telemark,,https://skienhundeskole.no,,google_maps,"Valebø 285, 3721 Skien, Norge",,serpapi_google_maps
GoodDog,Norge,Vestfold og Telemark,,http://www.gooddog.no,https://www.facebook.com/gooddogbestfriends,google_maps,"Kirkeveien, 0268 Oslo, Norge",+47 48 10 73 03,serpapi_google_maps
Hundeparken på Klyve,Norge,Vestfold og Telemark,,https://www.facebook.com/KlyveHundepark,,google_maps,"Kongerødvegen 5, 3738 Skien, Norge",,serpapi_google_maps
Sletta hundeklubb,Norge,Vestfold og Telemark,,https://slettahundeklubb.com,,google_maps,"59°07'19. 9°40'06., 7th Ave 9, Norway, Norge",,serpapi_google_maps
Dogman and friends,Norge,Vestfold og Telemark,,https://dogman.no/store-detail/dogman-and-friends-porsgrunn,https://www.facebook.com/dogmanporsgrunn,google_maps,"Vestregata 21, 3919 Porsgrunn, Norge",+47 67 06 74 18,serpapi_google_maps
Telemark Dachshundklubb,Norge,Vestfold og Telemark,kennel@ratoppen.net,https://www.telemarkdachshundklubb.com/oppdrettere,https://www.facebook.com/pages/Kennel-Amaritas/244904605566825,google_maps,"Svanvikvegen 342, 3739 Skien, Norge",+47 35 59 31 23,serpapi_google_maps
Kennel Pil Hundehotell,Norge,Vestfold og Telemark,irisbelinda@gmail.com,http://kennelpil.no,,google_maps,"Fjæregrenda 19, 3220 Sandefjord, Norge",+47 92 29 00 02,serpapi_google_maps
Dog Wash Grenland,Norge,Vestfold og Telemark,,http://www.dogwash.no,https://www.facebook.com/dogwash.porsgrunn.no,google_maps,"Kulltangvegen 21, 3933 Porsgrunn, Norge",+47 93 65 49 49,serpapi_google_maps
Drøbak Dog Hotel AS,Norge,Vestfold og Telemark,post@drobakhundehotell.no,http://www.drobakhundehotell.no,https://www.facebook.com/pages/Dr%C3%B8bak-Hundehotell/176556182366747,google_maps,"Batteriveien 1, 1443 Drøbak, Norge",+47 46 81 12 60,serpapi_google_maps
Thorsheim Hundesenter,Norge,Vestfold og Telemark,post@thorsheimkennel.no,http://www.thorsheimhundehotell.no,https://www.facebook.com/thorsheimhundehotell,google_maps,"Haugangrenda 22, 3158 Andebu, Norge",+47 33 44 10 27,serpapi_google_maps
Dog Camp Hundehotell / Hundepensjonat,Norge,Vestfold og Telemark,dogcamp.booking@gmail.com,http://www.dogcamp.no,https://www.facebook.com/DogCampNorge,google_maps,"Rikkes vei 30, 3123 Tønsberg, Norge",+47 45 83 83 22,serpapi_google_maps
Damtjern Hundehotell,Norge,Vestfold og Telemark,booking@damtjern.no,https://www.damtjern.no,,google_maps,"Damtjernveien 44, 3175 Ramnes, Norge",+47 33 31 33 32,serpapi_google_maps
Standal Hunde og Kattehotell,Norge,Vestfold og Telemark,,http://www.standal.no,,google_maps,"Kirkebyenga 1, 1487 Hakadal, Norge",+47 67 07 73 60,serpapi_google_maps
Engell Hundesenter,Norge,Vestfold og Telemark,post@engellhundesenter.no,http://www.engellhundesenter.no,https://www.facebook.com/engellhundesenter,google_maps,"Tinghaugveien 632, 3175 Ramnes, Norge",+47 90 11 80 80,serpapi_google_maps
Feriehunden,Norge,Vestfold og Telemark,,http://www.feriehunden.no,,google_maps,"Grorud Gård, Grorudveien 50, 3158 Andebu, Norge",+47 99 04 92 40,serpapi_google_maps
Solhaug Hundepensjonat,Norge,Møre og Romsdal,,http://www.blidhund.no,,google_maps,"Storsætervegen 70, 6260 Skodje, Norge",+47 95 78 48 75,serpapi_google_maps
Hundeservice Ålesund,Norge,Møre og Romsdal,torilshundeservice@gmail.com,https://www.hundeserviceaalesund.com,https://www.facebook.com/Torils-Hundefris%C3%B8r-Dyresenteret-Tlf-41205298-107245082959401,google_maps,"Bregnevegen 6, 6011 Ålesund, Norge",+47 41 20 52 98,serpapi_google_maps
Doghouse Ålesund,Norge,Møre og Romsdal,,,,google_maps,"Kipervikgata 20, 6003 Ålesund, Norge",,serpapi_google_maps
Ålesund Hundesenter AS,Norge,Møre og Romsdal,johanthomas@alesundhundesenter.no,https://www.alesundhundesenter.no,https://www.facebook.com/alesundhundesenter,google_maps,"Borgundvegen 494, 6015 Ålesund, Norge",+47 99 23 95 55,serpapi_google_maps
Ålesund hund park,Norge,Møre og Romsdal,,https://www.facebook.com/groups/alesundhundepark,,google_maps,"Gangstøvikvegen 1670, 6008 Ålesund, Norge",,serpapi_google_maps
Rekdal Hundepensjonat,Norge,Møre og Romsdal,post@rekdaldyr.no,http://www.rekdaldyr.no,https://www.facebook.com/rekdaldyrepensjonat,google_maps,"Nedste Rekdalsvegen 219, 6395 Rekdal, Norge",+47 45 12 90 15,serpapi_google_maps
Sunnmøre Hundeklubb,Norge,Møre og Romsdal,,http://www.smhk.org,https://www.facebook.com/SunnmoreHK,google_maps,"6019 Ålesund, Norge",+47 97 87 10 97,serpapi_google_maps
Hund & Katte Paradiset,Norge,Møre og Romsdal,,,,google_maps,"Smibakken 3, 6018 Ålesund, Norge",,serpapi_google_maps
Sponberg hundepensjonat,Norge,Møre og Romsdal,,https://sponberghundepensjonat.no,,google_maps,"Neråsvegen 88, 6390 Vestnes, Norge",+47 40 33 09 55,serpapi_google_maps
Tverberg hund- og kattepensjonat,Norge,Møre og Romsdal,nettsida@tverberghund.no,http://www.tverberghund.no,https://www.facebook.com/Tverberg-Hund-og-Kattepensjonat-415445108524594,google_maps,"Norddalsvegen 574, 6140 Syvde, Norge",+47 91 59 99 82,serpapi_google_maps
HUNDEPASSERNE Fornebu,Molde,Møre og Romsdal,post@hundepasserne.no,http://www.hundepasserne.no,https://www.facebook.com/webnode,google_maps,,+47 92 26 66 00,serpapi_google_maps
Nordbyen Hundepark,Norge,Møre og Romsdal,,,,google_maps,"Jensgurilia, 6429 Molde, Norge",,serpapi_google_maps
MöllerGårdens Hundcenter,Ängelholm,Møre og Romsdal,info@mollergardenshundcenter.se,http://www.mollergardenshundcenter.se,,google_maps,"Ausås mölleväg 39, 262 95 Ängelholm",073-800 31 36,serpapi_google_maps
Värmdös Hunddagis & Djurpensionat,Värmdö,Møre og Romsdal,kontakt@varmdohunddagis.se,http://www.varmdohunddagis.se,https://www.facebook.com/varmdohunddagis,google_maps,"Skärgårdsvägen 267, 139 33 Värmdö",073-973 89 73,serpapi_google_maps
Annie's hundhotell /hunddagis,Kristianstad,Møre og Romsdal,annieshundar@gmail.com,http://annieshundar.se,,google_maps,"Östra Blekingevägen 45, 291 50 Kristianstad",076-201 75 58,serpapi_google_maps
Tygelsjö Hundpensionat,Tygelsjö,Møre og Romsdal,info@europaresor.nu,https://xn--tygelsjhundpensionat-99b.se,,google_maps,"Glostorpsvägen 56, 218 75 Tygelsjö",040-46 94 24,serpapi_google_maps
Österlens Hundpensionat,Hammenhög,Møre og Romsdal,,https://osterlens-hundpensionat.webnode.se,,google_maps,"EKLIDEN, Salarpsvägen 27, 276 56 Hammenhög",070-201 50 65,serpapi_google_maps
Knektagårdens hundpensionat,Rolfstorp,Møre og Romsdal,knektagarden@hotmail.com,http://www.knektagarden.se,https://www.facebook.com/knektagarden,google_maps,"VALINGE SÄM 4, 430 16 Rolfstorp",072-090 88 75,serpapi_google_maps
Lodjuret Hunddagis,Malmö,Møre og Romsdal,hunddagiset@gmail.com,http://www.lodjuret.com,https://facebook.com/lodjurethunddagis,google_maps,"Inne på gården, Norra Bulltoftavägen 65C, 212 43 Malmö",070-601 24 77,serpapi_google_maps
Engen hundepensjonat,Molde,Møre og Romsdal,,,,google_maps,,,serpapi_google_maps
Kringsvoll Hundehotell,Molde,Møre og Romsdal,,,,google_maps,,+47 90 10 28 50,serpapi_google_maps
Myra Dogpark,Norge,Møre og Romsdal,,,,google_maps,"Skytterveien 6514, 6514 Kristiansund, Norge",,serpapi_google_maps
Kristiansund hundeklubb,Norge,Møre og Romsdal,,http://krhk.no,https://www.facebook.com/kristiansund.hundeklubb,google_maps,"Møstveien, 6523 Frei, Norge",,serpapi_google_maps
Hundeland,Norge,Møre og Romsdal,,http://www.hundelandnordvest.com,,google_maps,"Tøvikveien, 6532 Averøy, Norge",+47 92 49 33 25,serpapi_google_maps
Hundens Feriesenter,Norge,Sogn og Fjordane,info@hundensferiesenter.no,http://www.hundensferiesenter.no,,google_maps,"Lillian Kråkenes, Øvre Skårhaug 16, 6770 Nordfjordeid, Norge",+47 95 22 26 37,serpapi_google_maps
HUNDEPASSERNE Fornebu,Nordfjord,Sogn og Fjordane,post@hundepasserne.no,http://www.hundepasserne.no,https://www.facebook.com/webnode,google_maps,,+47 92 26 66 00,serpapi_google_maps
Leikanger Hund,Norge,Sogn og Fjordane,,http://leikangerhund.com,,google_maps,"Dalsvegen 14, 6863 Leikanger, Norge",+47 48 49 44 37,serpapi_google_maps
Kvamme Dogcare,Norge,Sogn og Fjordane,kvammedogcare@gmail.com,http://www.kvammedogcare.com,,google_maps,"Skulegata 26, 5722 Dale, Norge",+47 48 22 02 78,serpapi_google_maps
Utsikten Hundepensjonat,Norge,Sogn og Fjordane,,,,google_maps,"Åbergevegen, 6856 Sogndal, Norge",+47 95 15 55 36,serpapi_google_maps
Hundegården Askøy,Norge,Sogn og Fjordane,,http://hundehotell.no,,google_maps,"Skogedalen 13, 5305 Florvåg, Norge",+47 92 29 68 01,serpapi_google_maps
Hjortland Hundesportsenter,Norge,Sogn og Fjordane,hjortland@hundesportsenter.no,http://www.hundesportsenter.no,,google_maps,"Hjortlandsvegen 230, 5135 Flaktveit, Norge",+47 95 15 88 01,serpapi_google_maps
Villa Fureskjegget Hundepensjonat,Norge,Sogn og Fjordane,,https://www.facebook.com/profile.php,,google_maps,"Fureskjeggvegen 28, 5919 Frekhaug, Norge",+47 93 06 29 96,serpapi_google_maps
Lasse og Lise's Hundehotel,Norge,Sogn og Fjordane,,http://lasselise.no,https://www.facebook.com/pages/Lossasse-Lises-Hundehotel/188325927866796,google_maps,"Erdalsvegen 121, 5226 Nesttun, Norge",+47 91 51 02 05,serpapi_google_maps
Lykkepoten Hundehotell Sølvi Underhaug Nordtveit,Norge,Sogn og Fjordane,,http://lykkepoten.no,https://www.facebook.com/lykkepoten,google_maps,"Vikevegen 245, 5574 Skjold, Norge",+47 95 90 65 99,serpapi_google_maps
Søyland hundehotell,Norge,Sogn og Fjordane,soyland.hundehotell@gmail.com,http://www.soylandhundehotell.com,https://facebook.com/S%C3%B8yland-Hundehotell-464703823962161,google_maps,"Søylandsvegen 35, 4365 Nærbø, Norge",+47 41 11 65 48,serpapi_google_maps
Cozy Hundehotell,Norge,Sogn og Fjordane,post@cozyhundehotell.no,http://www.cozyhundehotell.no,https://www.facebook.com/cozyhundehotell,google_maps,"Søredalen 194, 4308 Sandnes, Norge",+47 91 92 03 00,serpapi_google_maps
Støle Hunde- og Kattepensjonat,Norge,Rogaland,,https://www.facebook.com/share/1AfBSQSq9R,,google_maps,"Stølevegen 16, 5514 Haugesund, Norge",+47 99 71 74 91,serpapi_google_maps
Hegglund Hundepass,Haugesund,Rogaland,,https://www.facebook.com/share/1CQMVF1xdt,,google_maps,,+47 97 06 78 80,serpapi_google_maps
Hundepark,Norge,Rogaland,,,,google_maps,"5519 Haugesund, Norge",,serpapi_google_maps
Haugaland Hundeskole ANS,Norge,Rogaland,,,,google_maps,"Sundgata 36, 5527 Haugesund, Norge",+47 52 77 83 00,serpapi_google_maps
Tønsberg Hundepark,Norge,Vestfold og Telemark,,,,google_maps,"3111 Tønsberg, Norge",,serpapi_google_maps
Grøstad Hundesenter,Norge,Vestfold og Telemark,,https://www.grostadhundesenter.com,,google_maps,"Hengsrudveien 563, 3176 Våle, Norge",+47 94 85 80 52,serpapi_google_maps
Kennel Bergtatt Slipp hunden løs,Norge,Vestfold og Telemark,,,,google_maps,"Elvedalsveien 506, 3158 Andebu, Norge",+47 98 65 49 02,serpapi_google_maps
Tønsberg Hundeklubb,Norge,Vestfold og Telemark,,https://tonsberghundeklubb.no,https://www.facebook.com/tonsberghundeklubb,google_maps,"3157 Tønsberg, Norge",,serpapi_google_maps
Hege's Hundesalong,Norge,Vestfold og Telemark,post@tonsberg-dyreklinikk.no,https://www.tonsberg-dyreklinikk.no/behandling/pelsstell,,google_maps,"Semslinna 27, 3170 Sem, Norge",+47 33 33 38 24,serpapi_google_maps
Hello Doggy,Norge,Vestfold og Telemark,,http://www.hellodoggy.no,https://www.facebook.com/hellodoggyfrisor,google_maps,"Håndverkergaten 4, 3117 Tønsberg, Norge",+47 45 15 15 55,serpapi_google_maps
Hundenmin Hundeskole,Norge,Vestfold og Telemark,post@hundenmin.no,http://hundenmin.no,https://www.facebook.com/hundenminhundeskole,google_maps,"Ulvikveien 23, 3150 Tolvsrød, Norge",+47 46 54 11 07,serpapi_google_maps
Hundepensjonatet Mørk,Norge,Vestfold og Telemark,,http://www.vettin.no,,google_maps,"Åsrumveien 167, 3220 Sandefjord, Norge",+47 90 11 42 41,serpapi_google_maps
Sandefjord Hundelufting,Norge,Vestfold og Telemark,hei@sandefjordhundelufting.no,http://www.sandefjordhundelufting.no,,google_maps,"Åsane 34, 3231 Sandefjord, Norge",,serpapi_google_maps
Sandefjord Hundepark,Norge,Vestfold og Telemark,,https://sandefjordhundeklubb.no/sandefjord-hundepark,,google_maps,"3214 Sandefjord, Norge",,serpapi_google_maps
Hundepasser Celine,Norge,Viken,,https://m.facebook.com/groups/657666431001265,,google_maps,"Grågåsveien 51, 1529 Moss, Norge",+47 97 77 45 10,serpapi_google_maps
Hundpensionat Mossahus,Klippan,Viken,info@hundpensionat-mossahus.se,http://www.hundpensionat-mossahus.se,,google_maps,"Rösa 1085, 264 91 Klippan",073-541 26 91,serpapi_google_maps
"Mariedals Hundpensionat, Kattpensionat & Hästverksamhet",Kungsbacka,Viken,pelle@mariedahl.se,http://www.mariedahl.se,,google_maps,"Mariedals gårdsväg 64, 434 96 Kungsbacka",070-218 59 34,serpapi_google_maps
Kelilis Kennel og Hundepensjonat,Norge,Viken,,,,google_maps,"Langøyveien 15, 1640 Råde, Norge",+47 40 46 12 40,serpapi_google_maps
Gyllerboda Hundcenter AB,Örbyhus,Viken,info@gyllerbodahundcenter.com,http://www.gyllerbodahundcenter.com,https://www.facebook.com/profile.php,google_maps,"Gyllerboda 118, 748 95 Örbyhus",070-288 41 72,serpapi_google_maps
stjärnmossens hundpensionat,Färgelanda,Viken,,http://stjarnmossenshundpensionat.hemsida24.se,,google_maps,"HILLINGSÄTER 2, 458 91 Färgelanda",070-419 84 00,serpapi_google_maps
Lekvalls Hundpensionat,Lilla Edet,Viken,annika@lekvallshundpensionat.se,http://www.lekvallshundpensionat.se,,google_maps,"Lekvall 241, 463 92 Lilla Edet",070-336 97 52,serpapi_google_maps
Kungsbacka Hundpensionat,Kungsbacka,Viken,zakeya@live.se,http://www.kungsbackahundpensionat.se,,google_maps,"Vallda Intagsv 19, 434 92 Kungsbacka",070-955 92 03,serpapi_google_maps
Skolleras Hundpensionat,Lindome,Viken,,,,google_maps,437 93 Lindome,,serpapi_google_maps
MerryMac Hund- o. kattpensionat,Kalmar,Viken,merrymac315@gmail.com,http://www.merrymac.se,,google_maps,"Vedbylund 731, 395 90 Kalmar",0480-47 49 02,serpapi_google_maps
Kamperhaug Farm Dog Lodging and Shop,Norge,Viken,post@kamperhaug-gaard.no,http://kamperhauggaardoghundepensjonat.no,https://facebook.com/kamperhaugoghundepensjonat,google_maps,"Rokkeveien 531, 1763 Halden, Norge",+47 90 93 86 48,serpapi_google_maps
Håslövs Hundpensionat AB,Vellinge,Viken,info@hundpensionatet.nu,http://hundpensionatet.nu,https://www.facebook.com/H%C3%A5sl%C3%B6vs-Hundpensionat-205015593030,google_maps,"Döseryggen 79, 235 91 Vellinge",040-42 34 50,serpapi_google_maps
Trollskogens hund och kattpensionat,Oskarshamn,Viken,info@dovestad.com,http://www.djurpensionat.com,,google_maps,"Dövestad 1, 572 91 Oskarshamn",070-592 47 15,serpapi_google_maps
Järvsö Hundtjänst,Järvsö,Viken,tau582b@tninet.se,http://www.hundstallet.dinstudio.se,,google_maps,"Sanna norvägen 19, 827 54 Järvsö",0651-407 87,serpapi_google_maps
Lund Hundepensjonat,Norge,Viken,post@lund-hund.no,http://www.lund-hund.no,https://www.facebook.com/LundHundetjenester,google_maps,"Trøskenveien 30, 1640 Råde, Norge",+47 95 55 50 19,serpapi_google_maps
Ski Hundepensjonat,Norge,Viken,post@skihundepensjonat.no,http://www.skihundepensjonat.no,https://www.facebook.com/www.skihundepensjonat.no,google_maps,"Bergerveien 21, 1408 Kråkstad, Norge",+47 97 01 94 00,serpapi_google_maps
Gunnarsmo Hundpensionat,Nybro,Viken,,,,google_maps,"GUNNARSMO 111, 382 94 Nybro",,serpapi_google_maps
Oskarshamns Hundpensionat,Oskarshamn,Viken,,,,google_maps,"Herrgårdsvägen 20, 572 37 Oskarshamn",070-337 35 47,serpapi_google_maps
Fredrikstad Hundepensjonat,Norge,Viken,,http://www.fredrikstadhundepensjonat.no,,google_maps,"Ringstadhavna 20, 1667 Rolvsøy, Norge",+47 46 31 78 03,serpapi_google_maps
Østfold kennel og Hundesenter AS,Norge,Viken,josteingrav@gmail.com,https://ostfoldkennel.no,https://www.facebook.com/ostfoldkenneloghundesenter,google_maps,"Riggesemveien 157, 1827 Hobøl, Norge",+47 90 16 61 00,serpapi_google_maps
Hundebarnehagen i Østfold AS,Norge,Viken,,https://nb-no.facebook.com/Hundebarnehage,,google_maps,"Gamle Kongevei 1712, 1712 Grålum, Norge",+47 92 69 02 90,serpapi_google_maps
Hundepasser Oslo,Norge,Viken,,https://www.rover.com/sit/krists11103,,google_maps,"Odvar Solbergs vei 150, 0973 Oslo, Norge",,serpapi_google_maps
Hundebarnehagen i Halden,Norge,Viken,hundebarnehagen.halden@gmail.com,https://hundebarnehagen-halden1.webnode.com,,google_maps,"Viksletta 97, 1788 Halden, Norge",+47 97 68 81 33,serpapi_google_maps
Who Let The Dogs Out? - Oslo Dog Walking,Norge,Viken,,https://oslo-hundelufting.no,,google_maps,"Langmyrgrenda 40 B, 0861 Oslo, Norge",+47 47 94 84 64,serpapi_google_maps
Forsakvarns Hundpensionat,Slöinge,Viken,forsakvarnshundcenter@hotmail.com,http://forsakvarnshundcenter.com,,google_maps,"SEMBS MÖLLA 102, 311 67 Slöinge",073-505 14 87,serpapi_google_maps
Höglandets Hundpensionat,Sävsjö,Viken,,https://xn--hglandetshundpensionat-uhc.se,,google_maps,"Rogstad 1, 576 91 Sävsjö",073-526 66 59,serpapi_google_maps
Normlösa lyckevallen hundpensionat,Skänninge,Viken,,http://mixalex.com,https://www.facebook.com/profile.php,google_maps,596 93 Skänninge,,serpapi_google_maps
Bråvikens Hundpensionat HB,Norrköping,Viken,,,,google_maps,605 92 Norrköping,011-34 03 04,serpapi_google_maps
DoggsenCenter Hundpensionat / Hunddagis,Åby,Viken,info@doggsencenter.se,http://www.doggsencenter.se,,google_maps,"RÖDKÄRR, 616 91 Åby",070-376 55 16,serpapi_google_maps
Källhagens Gård & Hundpensionat,Lindesberg,Viken,info@kallhagens.se,https://kallhagens.se,https://facebook.com/kallhagens,google_maps,"Aspensäng Källhagen 195, 711 93 Lindesberg",072-222 89 83,serpapi_google_maps
Bergshamra Hunddagis,Solna,Viken,,,,google_maps,"Järvstigen 2, 170 71 Solna",076-855 90 91,serpapi_google_maps
Grändens Hunddagis & Pensionat AB,Knislinge,Viken,hunddagis@grandens.se,http://www.grandens.se,,google_maps,"Färgerigatan 8, 289 33 Knislinge",073-426 05 11,serpapi_google_maps
Norsk Shetland Sheepdog klubb,Norge,Viken,styret@nssk.no,http://www.nssk.no,https://www.facebook.com/NSSK-Norsk-Shetland-Sheepdog-Klubb-114734415276175,google_maps,"Mosseveien 108, 1580 Rygge, Norge",,serpapi_google_maps
Hundkojan,Lindesberg,Viken,info@kallhagens.se,http://www.hundkojanlinde.se,https://facebook.com/kallhagens,google_maps,"Koppgatan 14, 711 30 Lindesberg",072-147 16 34,serpapi_google_maps
Hundhaga,Höllviken,Viken,hundhaga@outlook.com,http://www.hundhaga.se,https://www.facebook.com/Hundhaga,google_maps,"Kämpingevägen 54-9, 236 51 Höllviken",072-968 22 36,serpapi_google_maps
Hund i centrum Tagenevägen,Hisings Kärra,Agder,backaplan@hundicentrum.se,https://www.hundicentrum.se,http://sv-se.facebook.com/hundicentrum,google_maps,"Tagenevägen 21, 425 37 Hisings Kärra",072-324 74 58,serpapi_google_maps
Kålltorps Hundställe AB,Göteborg,Agder,,http://kalltorpshundstalle.se,,google_maps,"Wingårdsgatan 3D, 416 54 Göteborg",076-007 49 66,serpapi_google_maps
Göteborgs Hunddagis Backaplan,Göteborg,Agder,alingsas@goteborgshunddagis.se,https://www.goteborgshunddagis.se,https://www.facebook.com/GoteborgsHunddagis,google_maps,"Ångpannegatan 2, 417 05 Göteborg",073-529 29 35,serpapi_google_maps
Mölndals hunddagis - Mölndal,Mölndal,Agder,molndalshunddagis@gmail.com,http://molndalshunddagis.se,https://www.facebook.com/p/M%C3%B6lndals-hunddagis-AB-100084048623355,google_maps,"Prästgårdsgatan, Pedagogen Park 20, 431 44 Mölndal",072-286 52 09,serpapi_google_maps
Göteborgs Hunddagis-Högsbo,Västra Frölunda,Agder,alingsas@goteborgshunddagis.se,https://www.goteborgshunddagis.se,https://www.facebook.com/GoteborgsHunddagis,google_maps,"F O Petersons g 7, 421 31 Västra Frölunda",070-441 57 02,serpapi_google_maps
Göteborgs Hunddagis Mölndal,Mölndal,Agder,alingsas@goteborgshunddagis.se,https://www.goteborgshunddagis.se,https://www.facebook.com/GoteborgsHunddagis,google_maps,"Alfagatan 4B, 431 49 Mölndal",073-511 55 07,serpapi_google_maps
Hund i Centrum Hildebrandsgatan,Göteborg,Agder,backaplan@hundicentrum.se,https://www.hundicentrum.se,http://sv-se.facebook.com/hundicentrum,google_maps,"Hildebrandsgatan 3, 417 05 Göteborg",072-310 74 58,serpapi_google_maps
Koppla Av Hundcenter AB i Mölndal,Mölndal,Agder,info@kopplaav.com,http://www.kopplaav.com,https://facebook.com/129692191440,google_maps,"Taljegårdsgatan 3, 431 53 Mölndal",070-090 71 56,serpapi_google_maps
Göteborgs Hunddagis-Dog Royal på Hisingen,Göteborg,Agder,alingsas@goteborgshunddagis.se,https://goteborgshunddagis.se,https://www.facebook.com/GoteborgsHunddagis,google_maps,"Åskvädersgatan 1, 418 34 Göteborg",076-320 30 88,serpapi_google_maps
Göteborgs Hunddagis-Sisjön,Askim,Agder,alingsas@goteborgshunddagis.se,http://www.goteborgshunddagis.se,https://www.facebook.com/GoteborgsHunddagis,google_maps,"Södra Långebergsgatan 20, 436 32 Askim",073-530 60 39,serpapi_google_maps
Hundpositivet,Mölndal,Agder,info@hundpositivet.com,http://www.hundpositivet.com,https://www.facebook.com/hundpositivet,google_maps,"Södra Holtermansgatan 2, 431 31 Mölndal",076-022 90 44,serpapi_google_maps
Kayogården Hundpensionat - Hundpensionat Kungälv,Romelanda,Agder,info@kayogarden.se,https://www.kayogarden.se,,google_maps,"Gömmet 110, 442 92 Romelanda",073-328 00 22,serpapi_google_maps
