namn,friendly_name,stad,lan,email,hemsida,facebook,kalla,skickat,datum,tid
Kennel Blæsenborg I/S,Kennel Blæsenborg,Danmark,Syddanmark,hund@kennelblaesenborg.dk,http://www.kennelblaesenborg.dk,https://www.facebook.com/KennelBlaesenborg,google_maps,,,
Kennel Wonderdachs,Kennel Wonderdachs,Danmark,Syddanmark,kennel@wonderdachs.dk,http://wonderdachs.dk/kontakt,,google_maps,,,
Kennel Elmelund,Kennel Elmelund,Danmark,Syddanmark,,,,google_maps,,,
Kennel KiThoGi - Opdræt af American Akita,Kennel KiThoGi - Opdræt af American Akita,Danmark,Syddanmark,kiki@giesmann.dk,http://www.kithogi.dk,https://facebook.com/kiki.giesmann,google_maps,,,
Kennel Abellabben,Kennel Abellabben,Danmark,Nordjylland,,,,google_maps,,,
Kennel NÃ¸rreheden,Kennel NÃ¸rreheden,Danmark,Nordjylland,,http://noerreheden.dk/kontakt/kontakt.htm,,google_maps,,,
Kennel Hatani,Kennel Hatani,Danmark,Nordjylland,,http://www.hatani.dk/kontakt.htm,,google_maps,,,
Kennel Viskuvalla,Kennel Viskuvalla,Danmark,Nordjylland,,,,google_maps,,,
kennel cabrit cavaliers,kennel cabrit cavaliers,Danmark,Nordjylland,,,,google_maps,,,
Kennel Engholm Enges Labrador,Kennel Engholm Enges Labrador,Danmark,Nordjylland,labrador@husetengholm.dk,http://www.engholmengeslabrador.dk,https://www.facebook.com/engholmengeslabrador,google_maps,,,
Kennel Koga,Kennel Koga,Danmark,Nordjylland,,,,google_maps,,,
Kennel Bechmann,Kennel Bechmann,Danmark,Midtjylland,,http://www.boston-terrier.dk,,google_maps,,,
Kennel A'tebs,Kennel A'tebs,Danmark,Midtjylland,gert@kronholm.org,https://ateb.dk,https://www.facebook.com/kennelatebs,google_maps,,,
Kennel PreciousCoton,Kennel PreciousCoton,Danmark,Midtjylland,,,,google_maps,,,
Kennel Klanen,Kennel Klanen,Danmark,Midtjylland,,http://www.kennel-klanen.dk,,google_maps,,,
Kennel Brobassen's Guardian - Broholmer opdræt,Kennel Brobassen's Guardian - Broholmer opdræt,Danmark,Midtjylland,ann@brobassensguardian.dk,https://brobassensguardian.dk,,google_maps,,,
Kennel Smed,Kennel Smed,Danmark,Midtjylland,,,,google_maps,,,
Kennel Norddjurs,Kennel Norddjurs,Danmark,Midtjylland,,,,google_maps,,,
Kennel Uglebjerg v/Joan Bach,Kennel Uglebjerg v/Joan Bach,Danmark,Midtjylland,,http://www.uglebjerg-collies.dk,,google_maps,,,
Kennel Retriever House,Kennel Retriever House,Danmark,Midtjylland,,http://www.kennelretrieverhouse.dk/kontakt,,google_maps,,,
Kennel Catrinell,Kennel Catrinell,Danmark,Midtjylland,,,,google_maps,,,
Kennel Finda v/Svend Åge Jensen,Kennel Finda v/Svend Åge Jensen,Danmark,Syddanmark,,,,google_maps,,,
KENNEL SWEETWATER's,KENNEL SWEETWATER's,Danmark,Syddanmark,,http://www.sweetwaters.dk/contact-us,,google_maps,,,
Kennel Kaczaca,Kennel Kaczaca,Danmark,Syddanmark,cairn@kaczaca.dk,http://kaczaca.dk/kontakt-2.html,,google_maps,,,
Kennel Frilund v/Conny Frilund Ebsen,Kennel Frilund v/Conny Frilund Ebsen,Danmark,Syddanmark,,,,google_maps,,,
Kennel Shih Tzu Paradis,Kennel Shih Tzu Paradis,Danmark,Syddanmark,kennel@shihtzu-paradis.dk,https://www.shihtzu-paradis.dk,https://www.facebook.com/KennelShihTzuSmallFashionPaws,google_maps,,,
Kennel Fruetoften,Kennel Fruetoften,Danmark,Syddanmark,,http://www.kennelfruetoften.dk/29975981,,google_maps,,,
Dansk Kennel Klub For Hundeejere,Dansk Klub For Hundeejere,Danmark,Syddanmark,,,,google_maps,,,
Kennel Lyshøj,Kennel Lyshøj,Danmark,Syddanmark,birgitte1998@gmail.com,https://kennellyshoej.dk/kontakt-os,,google_maps,,,
Kennel Bluetooth,Kennel Bluetooth,Danmark,Syddanmark,birthe.buch@vgg.dk,http://kennel-bluetooth.dk/kontakt.html,,google_maps,,,
Kennel Hvalpebo,Kennel Hvalpebo,Danmark,Syddanmark,,http://www.kennelhvalpebo.dk,,google_maps,,,
Kennel Sheltie 4 You,Kennel Sheltie 4 You,Danmark,Syddanmark,info@sheltie.dk,http://www.sheltie4you.dk,,google_maps,,,
Eva's Dog Salon / Kennel Phyrus v. Eva Soelberg Eis,Eva's Dog Salon / Phyrus v. Eva Soelberg Eis,Danmark,Syddanmark,,,,google_maps,,,
Kennel Madame Stub,Kennel Madame Stub,Danmark,Syddanmark,,,,google_maps,,,
Kennel Hegnet,Kennel Hegnet,Danmark,Syddanmark,kennel@hegnets.dk,http://www.hegnets.dk/kontakt-os1,https://www.facebook.com/pages/Kennel-Hegnets/168846476467670,google_maps,,,
Kennel Nordfjord,Kennel Nordfjord,Fredericia,Syddanmark,kennelnordfjord@gmail.com,https://kennel-nordfjord.dk,,google_maps,,,
Kennel Krøyers Small Dreams,Kennel Krøyers Small Dreams,Danmark,Midtjylland,,http://xn--kennelkryer-ngb.dk,,google_maps,,,
Kennel Jenos,Kennel Jenos,Danmark,Midtjylland,info@e-hjemmeside.dk,http://www.jenos.dk,,google_maps,,,
westie kennel,westie,Danmark,Midtjylland,,,,google_maps,,,
Kennel Søvang,Kennel Søvang,Danmark,Midtjylland,,https://xn--kennelsvang-mgb.dk,,google_maps,,,
Kennel Godrumgaard,Kennel Godrumgaard,Danmark,Midtjylland,,,,google_maps,,,
Kennel Snested.,Kennel Snested,Danmark,Midtjylland,,,,google_maps,,,
Kennel Hill Top,Kennel Hill Top,Danmark,Midtjylland,support@dandomain.dk,http://www.kennel-hilltop.dk,,google_maps,,,
Kennel Vindhause,Kennel Vindhause,Danmark,Midtjylland,kirsten@vindhause.dk,http://www.vindhause.dk/index.php,,google_maps,,,
Kennel Spot On,Kennel Spot On,Danmark,Midtjylland,,,,google_maps,,,
Kennel Eyebrox,Kennel Eyebrox,Danmark,Midtjylland,,,,google_maps,,,
Kennel Grejsdalen,Kennel Grejsdalen,Danmark,Midtjylland,,,,google_maps,,,
Kennel Lang,Kennel Lang,Danmark,Syddanmark,,,,google_maps,,,
Kennel Schaploni,Kennel Schaploni,Danmark,Syddanmark,kennel@schaploni.dk,http://www.schaploni.dk,https://www.facebook.com/kennelschaploni,google_maps,,,
Kennel Nøruphus,Kennel Nøruphus,Danmark,Syddanmark,,,,google_maps,,,
Kennel Bentley,Kennel Bentley,Danmark,Syddanmark,harslev@live.dk,http://kennel-bentley.dk,,google_maps,,,
Kennel Santa Fe Grande,Kennel Santa Fe Grande,Danmark,Syddanmark,,,,google_maps,,,
Kennel Jabina,Kennel Jabina,Danmark,Hovedstaden,kenneljabina@gmail.com,http://www.jabina.dk,,google_maps,,,
Kennel Vedhauge,Kennel Vedhauge,Danmark,Hovedstaden,,,,google_maps,,,
Kennel Muttington's,Kennel Muttington's,Danmark,Hovedstaden,,http://www.muttington.dk,https://www.facebook.com/Muttingtondk,google_maps,,,
Kennel Team Jomere,Kennel Team Jomere,Danmark,Hovedstaden,ribegenser@gmail.com,http://www.teamjomere.dk,,google_maps,,,
Kennel Grænsen,Kennel Grænsen,Danmark,Hovedstaden,mhn@kennelgraensen.dk,http://www.kennelgraensen.com,https://www.facebook.com/kennelgraensen,google_maps,,,
Kennel Count On Me v/Albertus Stam,Kennel Count On Me v/Albertus Stam,Danmark,Hovedstaden,,http://www.count-on-me.dk,,google_maps,,,
Kennel Hajen,Kennel Hajen,Danmark,Hovedstaden,,,,google_maps,,,
Kennel Daneskjold,Kennel Daneskjold,Danmark,Hovedstaden,malinois@daneskjold.dk,http://www.daneskjold.dk,,google_maps,,,
Kennel Bohemian Shepherd,Kennel Bohemian Shepherd,Danmark,Hovedstaden,kennel@bohemian-shepherd.dk,https://bohemian-shepherd.dk,https://www.facebook.com/bohemianshepherd,google_maps,,,
Kennel Birkedal,Kennel Birkedal,Danmark,Hovedstaden,,http://www.kennelbirkedal.dk,,google_maps,,,
Kennel Bondo ApS,Kennel Bondo,Danmark,Hovedstaden,,,,google_maps,,,
Kennel Labdannebrog,Kennel Labdannebrog,Danmark,Hovedstaden,,,,google_maps,,,
Kennel Khetashio,Kennel Khetashio,Danmark,Hovedstaden,,,,google_maps,,,
Kennel Balrog,Kennel Balrog,Danmark,Hovedstaden,,,,google_maps,,,
Kennel Meatmouth,Kennel Meatmouth,Danmark,Hovedstaden,,,,google_maps,,,
Kennel My Beautiful,Kennel My Beautiful,Danmark,Hovedstaden,,,,google_maps,,,
Kennel Geysir,Kennel Geysir,Danmark,Hovedstaden,kennel@kennel-geysir.dk,http://kennel-geysir.dk/kontakt.html,http://www.facebook.com/kennelgeysir,google_maps,,,
Kennel Lab Visholms,Kennel Lab Visholms,Danmark,Hovedstaden,,,,google_maps,,,
Kennel Sommerlyst,Kennel Sommerlyst,Danmark,Hovedstaden,,http://www.tibetan-spaniel.dk,,google_maps,,,
Kennel Donslundmølle,Kennel Donslundmølle,Danmark,Hovedstaden,,https://www.donslundmolle.com/kontakt.html,,google_maps,,,
KENNEL NOER'S,KENNEL NOER'S,Danmark,Hovedstaden,flemming@springerspaniel.dk,https://kennel-noers.dk,https://www.facebook.com/BISPEHAVEN11FREDERIKSHAVN,google_maps,,,
Kennel NEWLUCK,Kennel NEWLUCK,Danmark,Hovedstaden,wff@kennelnewluck.dk,http://www.kennelnewluck.dk,,google_maps,,,
Kennel Whizzbang,Kennel Whizzbang,Danmark,Midtjylland,,http://whizzbang.dk/kontakt.html,,google_maps,,,
Kennel Siegers,Kennel Siegers,Danmark,Midtjylland,kennel@siegers.dk,http://siegers.dk/DK/KONTAKT.aspx,,google_maps,,,
Kennel Antoli,Kennel Antoli,Danmark,Midtjylland,,http://www.kennel-antoli.dk/kontakt-os,,google_maps,,,
Kennel Witan,Kennel Witan,Danmark,Midtjylland,,http://www.witan.dk,,google_maps,,,
Kennel Rosenberg,Kennel Rosenberg,Danmark,Midtjylland,,,,google_maps,,,
Kennel Bernerglæden,Kennel Bernerglæden,Danmark,Midtjylland,,,,google_maps,,,
Kennel Røgild´s,Kennel Røgild's,Danmark,Midtjylland,anettenielsen61@gmail.com,http://stabyhoun-parson.dk,,google_maps,,,
Kennel Coton de Mille,Kennel Coton de Mille,Danmark,Midtjylland,info@coton-de-mille.dk,https://coton-de-mille.dk,,google_maps,,,
Kennel-Gjedbo opdræt af Bichon Havanais og Coton de Tulear hvalpe.,Kennel-Gjedbo opdræt af Bichon Havanais og Coton de Tulear hvalpe,Danmark,Midtjylland,kontakt@kennel-gjedbo.dk,http://www.kennel-gjedbo.dk,http://www.facebook.com/kennelgjedbo,google_maps,,,
Maltipoo4Love / Kennel Lykkebo’s,Maltipoo4Love / Lykkebo's,Danmark,Midtjylland,,https://maltipoo4love.dk,https://www.facebook.com/danishdoodle,google_maps,,,
Kennel Rothmann,Kennel Rothmann,Danmark,Midtjylland,,,,google_maps,,,
Kennel Fur and Paws,Kennel Fur and Paws,Danmark,Midtjylland,tina@chodsky-pes.dk,http://www.chodsky-pes.dk,https://www.facebook.com/FurAndPawsChodskyPes,google_maps,,,
Kennel Gen-Chi,Kennel Gen-Chi,Danmark,Midtjylland,,,,google_maps,,,
Kennel Vincents LabTrack,Kennel Vincents LabTrack,Danmark,Midtjylland,,,,google_maps,,,
Kennel støttrup,Kennel støttrup,Danmark,Midtjylland,,,,google_maps,,,
Kennel Vesterlund,Kennel Vesterlund,Danmark,Syddanmark,,,,google_maps,,,
Kennel Mohner,Kennel Mohner,Danmark,Syddanmark,mail@mohner.dk,http://www.mohner.dk/html/contact___kontakt.html,https://www.facebook.com/kennel.mohner,google_maps,,,
Kennel Seaside Gundogs,Kennel Seaside Gundogs,Danmark,Syddanmark,majbrit.jensen@gmail.com,http://www.seaside-gundogs.dk/kontakt,https://www.facebook.com/majbrit.fifty,google_maps,,,
Kennel Beechbrook,Kennel Beechbrook,Danmark,Syddanmark,,,,google_maps,,,
Kennel Gultig,Kennel Gultig,Danmark,Syddanmark,,,,google_maps,,,
Kennel Nordfjord,Kennel Nordfjord,Kolding,Syddanmark,kennelnordfjord@gmail.com,https://kennel-nordfjord.dk,,google_maps,,,
Kennel Grand de Feld,Kennel Grand de Feld,Danmark,Syddanmark,,,,google_maps,,,
Kennel Blazewood,Kennel Blazewood,Danmark,Syddanmark,lena@blazewood.dk,http://www.blazewood.dk/blazewood.htm,,google_maps,,,
Kennel Kernehuset,Kennel Kernehuset,Danmark,Syddanmark,kernehusets@kernehusets.dk,http://www.kernehusets.dk/kontakt.htm,https://www.facebook.com/Dalmatinerhvalpe-Kennel-Kernehusets-597838553633814,google_maps,,,
Dansk Kennel Klub,Dansk Klub,Danmark,Syddanmark,post@dkk.dk,http://dkk.dk,,google_maps,,,
Kennel Mochipappa,Kennel Mochipappa,Danmark,Syddanmark,,,,google_maps,,,
Kennel Blue Border,Kennel Blue Border,Danmark,Hovedstaden,,,,google_maps,,,
Kennel Godset,Kennel Godset,Danmark,Hovedstaden,,http://kennelgodset.dk/kontakt,,google_maps,,,
Kennel Curia,Kennel Curia,Danmark,Hovedstaden,,http://www.curias.dk,https://www.facebook.com/kennelcuria,google_maps,,,
Kennel Labfun,Kennel Labfun,Danmark,Hovedstaden,,,,google_maps,,,
Tokbäckens Kennel,Tokbäcken,Bollnäs,Hovedstaden,,,,google_maps,,,
Kennel Hummelgaards,Kennel Hummelgaards,Danmark,Hovedstaden,,,,google_maps,,,
Kennel Lab Dams,Kennel Lab Dams,Danmark,Hovedstaden,,,,google_maps,,,
Kennel Hetina v/ Tina Lund Hansen,Kennel Hetina v/ Tina Lund Hansen,Danmark,Hovedstaden,,http://www.hetina.dk,,google_maps,,,
Kennel Adeltand,Kennel Adeltand,Danmark,Hovedstaden,nielsenc@dbmail.dk,http://adeltand.dk/DK/Kontakt.aspx,,google_maps,,,
kennel Haus Lintz,kennel Haus Lintz,Danmark,Hovedstaden,lintzhalberg@gmail.com,http://www.hauslintz.dk/afkom1,,google_maps,,,
Kennel Grønqvist,Kennel Grønqvist,Danmark,Hovedstaden,,,,google_maps,,,
Kennel Rævsager,Kennel Rævsager,Danmark,Hovedstaden,,,,google_maps,,,
Kennel White Life,Kennel White Life,Danmark,Hovedstaden,,http://www.kennelwhitelife.dk/40087517,,google_maps,,,
Kennel Coronis,Kennel Coronis,Danmark,Hovedstaden,,,,google_maps,,,
Ryaåsens Kennel Cockerpoo & Australian labradoodle,Ryaåsens Cockerpoo & Australian labradoodle,Borås,Hovedstaden,info@ryaasens.se,http://ryaasens.se,https://www.facebook.com/ryaasenshundar,google_maps,skickat,2026-03-26,10:31
Kennel Drevets - opdræt af ruhårede gravhunde,Kennel Drevets - opdræt af ruhårede gravhunde,Danmark,Hovedstaden,peter@kenneldrevets.dk,https://www.kenneldrevets.dk,https://facebook.com/KennelDrevets,google_maps,,,
Kennel Take A Stand,Kennel Take A Stand,Danmark,Hovedstaden,,http://www.takeastand.dk/kontakt,,google_maps,,,
KENNEL HILDERYTH,KENNEL HILDERYTH,Danmark,Hovedstaden,,,,google_maps,,,
Kennel Cantabella,Kennel Cantabella,Danmark,Hovedstaden,,,,google_maps,,,
Kennel Flørnæss - Shelties,Kennel Flørnæss - Shelties,Danmark,Midtjylland,kennel_floernaess@hotmail.com,http://www.floernaess.dk,https://www.facebook.com/floernaess.shelties,google_maps,,,
Kennel RedCorner,Kennel RedCorner,Danmark,Midtjylland,,http://www.redcorner.dk,https://www.facebook.com/KennelRedCorner,google_maps,,,
Kennel Ringfeldt,Kennel Ringfeldt,Danmark,Midtjylland,,http://www.ringfeldt.dk/kontakt.htm,,google_maps,,,
Kennel Thestrup,Kennel Thestrup,Danmark,Midtjylland,,https://www.thestrups.dk/velkommen/kontakt,https://www.facebook.com/jette.thestrup,google_maps,,,
Kennel Funder,Kennel Funder,Danmark,Midtjylland,,,,google_maps,,,
Kennel Woodstar,Kennel Woodstar,Danmark,Midtjylland,woodstar@mail.dk,https://woodstar.dk,,google_maps,,,
Kennel Arnakkekilden,Kennel Arnakkekilden,Danmark,Midtjylland,,,,google_maps,,,
Kennel Golden Fighter,Kennel Golden Fighter,Danmark,Midtjylland,goldenfighter@newmail.dk,http://www.goldenfighter.dk,,google_maps,,,
Mosehøjs Kennel Med opdræt af Drentsche Patrijshond,Mosehøjs Med opdræt af Drentsche Patrijshond,Danmark,Midtjylland,,,,google_maps,,,
