namn,stad,lan,email,hemsida,facebook,kalla
Kennel White Life,Danmark,Hovedstaden,,http://www.kennelwhitelife.dk/40087517,,google_maps
Kennel Coronis,Danmark,Hovedstaden,,,,google_maps
Ryaåsens Kennel Cockerpoo & Australian labradoodle,Borås,Hovedstaden,info@ryaasens.se,http://ryaasens.se,https://www.facebook.com/ryaasenshundar,google_maps
Kennel Drevets - opdræt af ruhårede gravhunde,Danmark,Hovedstaden,peter@kenneldrevets.dk,https://www.kenneldrevets.dk,https://facebook.com/KennelDrevets,google_maps
Kennel Take A Stand,Danmark,Hovedstaden,,http://www.takeastand.dk/kontakt,,google_maps
KENNEL HILDERYTH,Danmark,Hovedstaden,,,,google_maps
Kennel Cantabella,Danmark,Hovedstaden,,,,google_maps
Kennel Flørnæss - Shelties,Danmark,Midtjylland,kennel_floernaess@hotmail.com,http://www.floernaess.dk,https://www.facebook.com/floernaess.shelties,google_maps
Kennel RedCorner,Danmark,Midtjylland,,http://www.redcorner.dk,https://www.facebook.com/KennelRedCorner,google_maps
Kennel Ringfeldt,Danmark,Midtjylland,,http://www.ringfeldt.dk/kontakt.htm,,google_maps
Kennel Thestrup,Danmark,Midtjylland,,https://www.thestrups.dk/velkommen/kontakt,https://www.facebook.com/jette.thestrup,google_maps
Kennel Funder,Danmark,Midtjylland,,,,google_maps
Kennel Woodstar,Danmark,Midtjylland,woodstar@mail.dk,https://woodstar.dk,,google_maps
Kennel Arnakkekilden,Danmark,Midtjylland,,,,google_maps
Kennel Golden Fighter,Danmark,Midtjylland,goldenfighter@newmail.dk,http://www.goldenfighter.dk,,google_maps
Mosehøjs Kennel Med opdræt af Drentsche Patrijshond,Danmark,Midtjylland,,,,google_maps
