namn,friendly_name,stad,lan,email,hemsida,facebook,kalla,skickat,datum,tid
Gaso’s Kennel,Gaso's,Malmö,Skåne län,,https://www.instagram.com/gasos_kennel,,google_maps,skickat,,
Stjärnans black and Tan Kennel,Stjärnans black and Tan,Malmö,Skåne län,,,,google_maps,,,
kennel Sublime,kennel Sublime,Malmö,Skåne län,,http://www.kerryblueterrier.se,,google_maps,,,
Sydskånska Kennelklubben,Sydskånska Kennelklubben,Arlöv,Skåne län,,,,google_maps,,,
Rissies Kennel,Rissies,Genarp,Skåne län,,https://www.rissieskennel.se,,google_maps,,,
Landgold kennel,Landgold,Svedala,Skåne län,,,,google_maps,skickat,2026-03-26,17:08
Kennel Golden Mystery,Kennel Golden Mystery,Oxie,Skåne län,kennelgoldenmystery@gmail.com,http://goldenmystery.com/hem.htm,,google_maps,skickat,2026-03-26,09:39
Orkanens Kennel,Orkanens,Malmö,Skåne län,,http://www.orkanens.se/en/contact-us,,google_maps,,,
Bubblans Kennel,Bubblans,Malmö,Skåne län,a.umenmark@gmail.com,http://bubblanskennel.se/contact.html,,google_maps,skickat,2026-03-26,09:42
Ebafarmen Avel & Foder,Ebafarmen,Sölvesborg,Skåne län,ebafarmenfoder@gmail.com,http://www.ebafarmen.se,https://www.facebook.com/ebafarmen,google_maps,skickat,2026-03-26,09:42
Kennel Graceline's,Kennel Graceline's,Uppsala,Uppsala län,kennel_graceline@yahoo.se,http://gracelines.se/kontakt.html,,google_maps,skickat,2026-03-26,09:47
Kennel Axbor och Juniper,Kennel Axbor och Juniper,Uppsala,Uppsala län,,,,google_maps,skickat,,
Uppsala Hundvänners Lokala Kennelklubb,Uppsala Hundvänners Lokala Kennelklubb,Uppsala,Uppsala län,uppsalahundvanner@gmail.com,http://www.uppsalahundvanner.se,https://www.facebook.com/uppsalahundvanner,google_maps,,,
Kennel Teasmade,Kennel Teasmade,Uppsala,Uppsala län,info@teasmade.se,http://www.teasmade.se/contact,,google_maps,skickat,2026-03-26,09:47
Kennel Druvgården,Kennel Druvgården,Linköping,Östergötlands län,,,,google_maps,skickat,2026-03-26,17:10
"Candy Dogs, kennel och hunddagis","Candy Dogs, kennel och",Linköping,Östergötlands län,,https://naviswmap.org/details/candy-dogs-kennel-och-hunddagis-ChIJi08,,google_maps,skickat,2026-03-26,17:10
Anchilique's Kennel,Anchilique's,Linköping,Östergötlands län,,,,google_maps,skickat,2026-03-26,17:11
Kennel Dewmist,Kennel Dewmist,Västerås,Västmanlands län,henric@dewmist.com,http://www.dewmist.com,,google_maps,skickat,2026-03-26,09:51
Sofalex kennel,Sofalex,Västerås,Västmanlands län,sofalex@hotmail.com,http://www.sofalex.se,,google_maps,skickat,2026-03-26,09:54
Kennel Floristas,Kennel Floristas,Västerås,Västmanlands län,,,,google_maps,skickat,2026-03-26,17:11
kennel DenDu,kennel DenDu,Örebro,Örebro län,,,,google_maps,,,
Bissvargens Kennel,Bissvargens,Örebro,Örebro län,,,,google_maps,skickat,2026-03-26,17:18
Kennel Waterbliss,Kennel Waterbliss,Örebro,Örebro län,kerstin.lehto@telia.com,http://www.waterbliss.se/cdb80d976a5745b0abc2cf2d49576c1f.html,,google_maps,skickat,2026-03-26,09:55
"Hardstyles Hundtjänst Kennel, Kurser & Hunddagis / pensionat","Hardstyles Hundtjänst Kennel, Kurser & Hunddagis / pensionat",Kumla,Örebro län,hardstyleshundtjanst@hotmail.com,http://www.hardstyles.se,,google_maps,skickat,2026-03-26,09:59
Skogsuddens Kennel,Skogsudden,Helsingborg,Skåne län,git.andersson2@telia.com,https://www.skogsuddenskennel.se,https://www.facebook.com/skogsuddenskennel.se,google_maps,skickat,2026-03-26,09:59
Kennel fyra små tassar,Kennel fyra små tassar,Viken,Skåne län,,,,google_maps,,,
Kennel Stars 'n Bubbles,Kennel Stars 'n Bubbles,Vallåkra,Skåne län,louise@starsnbubbles.se,https://www.starsnbubbles.se,https://facebook.com/profile.php,google_maps,skickat,2026-03-26,10:04
Ziridas Kennel,Ziridas,Helsingborg,Skåne län,ida@vi2hundcenter.se,http://zirida.se/kontakta,,google_maps,skickat,2026-03-26,10:04
Wilson Parks kennel,Wilson Parks,Helsingborg,Skåne län,,,,google_maps,,,
Kennel Stars of Viken,Kennel Stars of Viken,Jonstorp,Skåne län,info@starsofviken.se,https://www.starsofviken.se,,google_maps,skickat,2026-03-26,10:07
Aeneas Kennel,Aeneas,Helsingborg,Skåne län,,https://www.aeneaskennel.se/kontakt,,google_maps,,,
Kennel Chiegas,Kennel Chiegas,Helsingborg,Skåne län,kennel@chiegas.se,http://chiegas.se/kontakt.html,,google_maps,skickat,2026-03-26,10:07
Smedbys Kennel,Smedbys,Norrköping,Östergötlands län,,http://smedby.nu,,google_maps,skickat,2026-03-26,17:18
Kennel Sontocs,Kennel Sontocs,Norrköping,Östergötlands län,,http://kennelsontocs.se,,google_maps,skickat,2026-03-26,17:25
Kennel Sea Fire,Kennel Sea Fire,Norrköping,Östergötlands län,,,,google_maps,skickat,2026-03-26,17:25
Mi-Jos Kennel,Mi-Jos,Söderköping,Östergötlands län,,http://www.mi-jos.se,,google_maps,skickat,2026-03-26,17:32
Fruängens Kennel,Fruängen,Norrköping,Östergötlands län,,,,google_maps,,,
Kennel Emoticon,Kennel Emoticon,Jönköping,Jönköpings län,jessica@emoticon.se,http://www.emoticon.se,https://www.facebook.com/jessica.bolander,google_maps,skickat,2026-03-26,10:11
Kennel Ricebo's,Kennel Ricebo's,Huskvarna,Jönköpings län,,http://www.ricebo.weebly.com,//facebook.com/cecilia.sorhuus.1,google_maps,skickat,,
KENNEL PiASTIGEN,KENNEL PiASTIGEN,Jönköping,Jönköpings län,,,,google_maps,skickat,2026-03-26,17:39
Kennel Rapide Ours,Kennel Rapide Ours,Tenhult,Jönköpings län,kennel.rapideours@gmail.com,https://sites.google.com/view/kennel-rapide-ours,,google_maps,skickat,2026-03-26,10:11
Birch Kennel,Birch,Huskvarna,Jönköpings län,,,,google_maps,skickat,2026-03-26,17:39
BIG hEART´S KENNEL,BIG hEART'S,Jönköping,Jönköpings län,,,,google_maps,,,
Tullebyns Kennel,Tullebyns,Aneby,Jönköpings län,info@connectedcms.se,http://tullebyns.se,,google_maps,skickat,2026-03-26,10:15
UmeÄlvDalens Kennel,UmeÄlvDalen,Umeå,Västerbottens län,,,,google_maps,skickat,2026-03-26,17:46
Oskars kennel och linsgucka,Oskars kennel och linsgucka,Umeå,Västerbottens län,,,,google_maps,,,
Kennel Bella Cosa,Kennel Bella Cosa,Umeå,Västerbottens län,lena@kennelbellacosa.com,http://www.kennelbellacosa.com/kontakt.html,,google_maps,skickat,2026-03-26,10:18
Drottningvikens kennel,Drottningvikens,Nordmaling,Västerbottens län,lejon-elfving@hotmail.com,http://www.drottningvikens-kennel.se,https://www.facebook.com/search/top,google_maps,skickat,2026-03-26,10:18
Kennel Paratime's,Kennel Paratime's,Lövånger,Västerbottens län,,,,google_maps,skickat,2026-03-26,17:46
Kwai-San kennel,Kwai-San,Lögdeå,Västerbottens län,info@kwaisan.se,https://www.kwaisan.se,https://www.facebook.com/profile.php,google_maps,skickat,2026-03-26,10:22
Vattenbrynets kennel,Vattenbrynets,Holmsund,Västerbottens län,ba_ce_ma@hotmail.com,http://www.vattenbrynets.se/kontakt.htm,,google_maps,skickat,2026-03-26,10:23
Qwirhaukens Kennel,Qwirhaukens,Åsele,Västerbottens län,,,,google_maps,skickat,2026-03-26,17:53
Lowriders Kennel,Lowriders,Ersmark,Västerbottens län,maria@lowriders.se,http://www.lowriders.se,,google_maps,skickat,2026-03-26,10:26
Tjotte's kennel,Tjotte's,Ersmark,Västerbottens län,,http://www.tjotte.se,,google_maps,skickat,2026-03-26,18:02
Kennel Mistykooi,Kennel Mistykooi,Lund,Skåne län,,http://www.mistykooi.se/430707859,,google_maps,,,
Kennel Rivenfield,Kennel Rivenfield,Anderslöv,Skåne län,hej@rivenfield.se,https://rivenfield.se,https://www.facebook.com/Rivenfield,google_maps,skickat,2026-03-26,10:27
Kennel By Frost,Kennel By Frost,Lund,Skåne län,helle@byfrost.se,http://www.byfrost.se,,google_maps,skickat,2026-03-26,10:31
Ryaåsens Kennel Cockerpoo & Australian labradoodle,Ryaåsens Cockerpoo & Australian labradoodle,Borås,Västra Götalands län,info@ryaasens.se,http://ryaasens.se,https://www.facebook.com/ryaasenshundar,google_maps,skickat,2026-03-26,10:31
Lavindalens Kennel,Lavindalen,Sundsvall,Västernorrlands län,,,,google_maps,,,
Zallayas kennel,Zallayas,Kovland,Västernorrlands län,tove@zallayas.se,http://zallayas.se,,google_maps,skickat,2026-03-26,10:35
Kennel Rustic,Kennel Rustic,Sundsbruk,Västernorrlands län,,https://swedmapi.org/details/kennel-rustic-ChIJA3H,,google_maps,skickat,2026-03-26,18:07
Kennel Tale,Kennel Tale,Njurunda,Västernorrlands län,,,,google_maps,skickat,2026-03-26,18:07
Alkett's Kennel,Alkett's,Sundsbruk,Västernorrlands län,,http://www.alketts.se,,google_maps,skickat,2026-03-26,18:14
Västernorrlands Kennelklubb,Västernorrlands Kennelklubb,Sundsbruk,Västernorrlands län,sekreterare@vnkk.se,http://www.skk.se/vnkk,https://www.facebook.com/VasternorrlandsKennelklubb,google_maps,,,
Thidas kennel,Thidas,Sundsvall,Västernorrlands län,lotta@thidas.se,http://www.thidas.se/kontakt.html,,google_maps,skickat,2026-03-26,10:35
kennel Yam-Yam's,kennel Yam-Yam's,Sundsvall,Västernorrlands län,kennel@yamyams.se,http://yamyams.se/Kenneln.html,,google_maps,skickat,2026-03-26,10:39
Kennel Starzingers Aurora,Kennel Starzingers Aurora,Gävle,Gävleborgs län,,https://swemaps.org/details/kennel-starzingers-aurora-ChIJO-0,,google_maps,,,
High Five's Kennel,High Five's,Gävle,Gävleborgs län,,https://www.highfives.se,,google_maps,,,
Gästriklands Kennelklubb,Gästriklands Kennelklubb,Gävle,Gävleborgs län,sekreterare@gastriklandskk.se,https://www.skk.se/gakk,,google_maps,,,
Trajens kennel,Trajens,Gävle,Gävleborgs län,,https://swemaps.org/details/trajens-kennel-ChIJgVT,,google_maps,skickat,2026-03-26,18:21
Kennel Specialdream's,Kennel Specialdream's,Gävle,Gävleborgs län,,,,google_maps,skickat,2026-03-26,18:21
Kennel Silversign,Kennel Silversign,Eskilstuna,Södermanlands län,,http://www.silversign.se,,google_maps,,,
Ruskus kennel,Ruskus,Eskilstuna,Södermanlands län,phernilla@ruskus.se,http://ruskus.se/Ruskus%20kennel/Kontakt.html,,google_maps,skickat,2026-03-26,10:39
Gråsiskas Kennel,Gråsiskas,Torshälla,Södermanlands län,,https://swemaps.org/details/grsiskas-kennel-ChIJt7o,,google_maps,skickat,2026-03-26,18:28
Kennel Broddways,Kennel Broddways,Eskilstuna,Södermanlands län,josefine@broddways.se,https://www.kennelbroddway.se/contact-us.php,,google_maps,skickat,2026-03-26,10:43
Kennel Eternity,Kennel Eternity,Katrineholm Nv,Södermanlands län,kennel.eternity@gmail.com,https://www.eternity.se,,google_maps,skickat,2026-03-26,10:43
Södertälje Lokala Kennelklubb,Södertälje Lokala Kennelklubb,Södertälje,Stockholms län,styrelsen@sodertaljekk.se,http://sodertaljekk.se,,google_maps,,,
Jaktgranats kennel,Jaktgranats,Södertälje,Stockholms län,,,,google_maps,skickat,2026-03-26,18:28
"Irishcanis kennel, fd Greirish","Irishcanis kennel, fd Greirish",Södertälje,Stockholms län,,,,google_maps,,,
Nordic Canine’s Kennel,Nordic Canine's,Järna,Stockholms län,,http://nordiccanine.se,https://www.facebook.com/NordicCanineKennel,google_maps,,,
Kennel The Lionforce´s,Kennel The Lionforce's,Södertälje,Stockholms län,pernilla.ahlsvard@gmail.com,http://www.thelionforces.se/kontakt-25175099,https://www.facebook.com/people/Kennel-The-Lionforces/100054244821642,google_maps,skickat,2026-03-26,10:46
Kennel Glimmaheden,Kennel Glimmaheden,Karlstad,Värmlands län,,https://naviswbusiness.org/details/kennel-glimmaheden-ChIJ5fd,,google_maps,,,
Rumpnissens kennel Instruktör Tränare & Coach,Rumpnissens Instruktör Tränare & Coach,Kil,Värmlands län,info@rumpnissenskennel.com,http://rumpnissenskennel.com,https://www.facebook.com/rumpnissenskennel,google_maps,skickat,2026-03-26,10:47
Kennel,Kennel,Karlstad,Värmlands län,mailtoinger@kennelwind.se,http://kennelhiwind.se/kontakt.html,,google_maps,skickat,2026-03-26,10:51
Dreamchic Kennel,Dreamchic,Karlstad,Värmlands län,maria@dreamchicskennel.se,http://www.dreamchicskennel.se/empty_7.html,,google_maps,skickat,2026-03-26,10:51
Bernerhagens kennel,Bernerhagen,Säffle,Värmlands län,trollsvans@hotmail.com,http://bernerhagen.se,,google_maps,skickat,2026-03-26,10:55
Lappizaros kennel,Lappizaros,Tolita,Värmlands län,,,,google_maps,,,
Guldlyckans kennel,Guldlyckan,Täby,Stockholms län,,,,google_maps,,,
Kennel Zetastar,Kennel Zetastar,Riala,Stockholms län,suzi.sundberg@gmail.com,http://www.kennelzetastar.com,https://www.facebook.com/kennelzetastar,google_maps,skickat,2026-03-26,10:55
Altersundets Kennel,Altersundets,Luleå,Norrbottens län,annhelenviden@gmail.com,http://www.altersundets.se,https://www.facebook.com/altersundets,google_maps,skickat,2026-03-26,10:59
Lillimars kennel,Lillimars,Luleå,Norrbottens län,,http://www.lillimars.se/frameset.html,,google_maps,skickat,2026-03-26,18:42
Kennel Azlandos,Kennel Azlandos,Luleå,Norrbottens län,,,,google_maps,,,
Kennel Lagoms,Kennel Lagoms,Luleå,Norrbottens län,lagoms@norfolk.se,http://www.norfolk.se/Kontakt.htm,,google_maps,skickat,2026-03-26,10:59
Groth's Hundtrim & Kennel,Groth's Hundtrim,Töre,Norrbottens län,,,,google_maps,skickat,2026-03-26,18:42
Kennel Blåtiran,Kennel Blåtiran,Luleå,Norrbottens län,,https://www.instagram.com/kennelblatiran,,google_maps,skickat,,
ÅDRANS KENNEL - Papillon,ÅDRANS - Papillon,Huddinge,Stockholms län,,,,google_maps,,,
Kennel Glamshine,Kennel Glamshine,Skogås,Stockholms län,,,,google_maps,,,
Sveduddens Kennel,Svedudden,Bergshamra,Stockholms län,%20sveduddens@telia.com,http://www.sveduddens.se/Kontakt.htm,,google_maps,skickat,2026-03-26,18:49
Kennel Gårdskäls,Kennel Gårdskäls,Järfälla,Stockholms län,,https://www.gardskals.com/kontakt,,google_maps,skickat,,
Kennel Robic,Kennel Robic,Järfälla,Stockholms län,,,,google_maps,,,
The Kennel AB,The AB,Solna,Stockholms län,info@thekennel.se,http://www.thekennel.se,http://www.facebook.com/thekennel,google_maps,skickat,2026-03-26,11:07
Antefa's hundpensionat/boarding kennel,Antefa's hundpensionat/boarding,Haninge,Stockholms län,annica@antefas.com,http://www.hundpensionat.one,,google_maps,skickat,2026-03-26,11:07
Svenska Kennelklubben,Svenska Kennelklubben,Sollentuna,Stockholms län,medlem@skk.se,https://www.skk.se,,google_maps,,,
My Funny Friend Bichon Havanais Kennel,My Funny Friend Bichon Havanais,Söderbärke,Stockholms län,,https://www.myfunnyfriend.se,https://facebook.com/335091396644374,google_maps,,,
White Diamond Dreams kennel,White Diamond Dreams,Mölndal,Västra Götalands län,whitediamonddream@gmail.com,https://www.whitediamonddreams.se,https://www.facebook.com/WhiteDiamondDreams,google_maps,skickat,2026-03-26,11:10
Örbackas Kennel,Örbackas,Mellerud,Västra Götalands län,orbackaskennel@gmail.com,https://www.orbackaskennel.com,https://www.facebook.com/profile.php,google_maps,skickat,2026-03-26,11:11
Långvalslidens Kennel,Långvalslidens,Uddevalla,Västra Götalands län,,http://www.teambreeders.se,,google_maps,,,
Kennel Rapports,Kennel Rapports,Nödinge,Västra Götalands län,rapports@telia.com,https://rapports.net,http://www.facebook.com/Monica-Henriksson-Hundkurser-i-N%C3%B6dinge-304375523025813,google_maps,skickat,2026-03-26,11:15
Pusselgårdens kennel,Pusselgården,Alingsås,Västra Götalands län,pusselgardenskennel@gmail.com,http://pusselgardens.one,,google_maps,skickat,2026-03-26,11:15
Kennel Perchwater,Kennel Perchwater,Trollhättan,Västra Götalands län,,,,google_maps,,,
Troubletones Kennel,Troubletones,Uddevalla,Västra Götalands län,,,,google_maps,skickat,,
Kennel Drömfångaren,Kennel Drömfångaren,Skövde,Västra Götalands län,,http://www.kenneldromfangaren.se,https://www.facebook.com/kenneldromfangaren,google_maps,,,
Kelly's Kennel,Kelly's,Norge,Västra Götalands län,kellys@live.no,http://kellyskennel.no,https://www.facebook.com/KellysKennel,google_maps,skickat,2026-03-26,11:19
Håfveleds kennel,Håfveleds,Kungälv,Västra Götalands län,viviann.hellberg@gmail.com,http://hafveleds.se/mellanpudel.html,,google_maps,skickat,2026-03-26,11:19
Kennel Ensemble,Kennel Ensemble,Kungälv,Västra Götalands län,anki@bracco.se,http://bracco.se/contact.html,,google_maps,skickat,2026-03-26,11:22
Kennel Angsmo's,Kennel Angsmo's,Kristianstad,Skåne län,,https://www.angsmo.se,,google_maps,skickat,,
Kennel Honeytaste,Kennel Honeytaste,Östra Sönnarslöv,Skåne län,,http://honeytaste.se,,google_maps,skickat,2026-03-26,18:56
Kennel Sub Terram,Kennel Sub Terram,Smedstorp,Skåne län,ulrika@subterram.com,http://www.subterram.com,,google_maps,skickat,2026-03-26,11:23
Somollis kennel,Somollis,Trelleborg V,Skåne län,,,,google_maps,skickat,2026-03-27,06:22
Hässlehoffs kennel,Hässlehoffs,Hässleholm,Skåne län,hasslehoffskennel@hotmail.com,http://www.hasslehoffs.com,,google_maps,skickat,2026-03-26,11:26
Svartpepparns kennel,Svartpepparns,Hässleholm,Skåne län,,,,google_maps,skickat,2026-03-27,06:22
Kennel Tollskoj,Kennel Tollskoj,Halmstad,Hallands län,,https://swemaps.org/details/kennel-tollskoj-ChIJUUp,,google_maps,,,
Falkline's Rottweiler Kennel,Falkline's Rottweiler,Getinge,Hallands län,alexandra@falklines.se,http://falklines.se,,google_maps,skickat,2026-03-26,11:26
Stardrift`s kennel,Stardrift's,Slättåkra,Hallands län,,https://www.kennelstardrift.se,,google_maps,,,
Kennel Goldflames AB,Kennel Goldflames,Halmstad,Hallands län,,,,google_maps,,,
"Ljungstorps -Kennel, kurser, friskvård","Ljungstorps -Kennel, kurser, friskvård",Varberg,Hallands län,carro.bohman@hotmail.com,https://www.ljungstorps.se,http://www.facebook.com/ljungstorps,google_maps,skickat,2026-03-26,11:31
Kennel Riddarprinsessan's,Kennel Riddarprinsessan's,Varberg,Hallands län,,,,google_maps,,,
Kennel Newcroft's,Kennel Newcroft's,Varberg,Hallands län,,http://kennelnewcrofts.wordpress.com,,google_maps,,,
Millijors Kennel,Millijors,Varberg,Hallands län,,,,google_maps,,,
Create Dreams Kennel,Create Dreams,Kungsbacka,Hallands län,,http://www.createdreams.se,,google_maps,,,
Kennel Grimmhills,Kennel Grimmhills,Kungsbacka,Hallands län,grimmhillsrm@outlook.com,http://grimmhills.se,,google_maps,skickat,2026-03-26,11:31
skumparpskennel,skumparpskennel,Bunkeflostrand,Skåne län,info@skumparps.se,https://www.skumparps.se,,google_maps,,,
Falu Hundsällskap - Faluns Lokala Kennelklubb,Falu Hundsällskap - Faluns Lokala Kennelklubb,Falun,Dalarnas län,,https://swemaps.org/details/falu-hundsllskap-faluns-lokala-kennelklubb-ChIJmzP,,google_maps,,,
FUXENS KENNEL,FUXENS,Borlänge,Dalarnas län,info@fuxen.se,http://www.fuxen.se,,google_maps,,,
Meadow Lane's Kennel,Meadow Lane's,Borlänge,Dalarnas län,,https://swemaps.org/details/meadow-lanes-kennel-ChIJ9Se,,google_maps,,,
Matematikens kennel,Matematikens,Borlänge,Dalarnas län,,,,google_maps,,,
Kennel Chanco,Kennel Chanco,Åäng,Kronobergs län,info@kennelchanco.se,http://www.kennelchanco.se,https://www.facebook.com/profile.php,google_maps,,,
Callunavias Kennel,Callunavias,Lenhovda,Kronobergs län,,http://www.teambreeders.se,,google_maps,,,
Ekespångs Kennel,Ekespångs,Hamneda,Kronobergs län,susanne@ekespangskennel.se,http://www.ekespangskennel.se,,google_maps,,,
Andhämtningens Kennel,Andhämtningens,Åseda,Kronobergs län,golden@andhamtningen.se,http://www.andhamtningen.se,https://www.facebook.com/Andh%C3%A4mtningens-kennel-482953225217275,google_maps,,,
Kennel Rollingwave,Kennel Rollingwave,Östersund,Jämtlands län,kennelrollingwave@gmail.com,https://www.rollingwave.se/kontakt,,google_maps,,,
Skutegårdens kennel,Skutegården,Fåker,Jämtlands län,cardigan@telia.com,http://www.cathen.se,https://www.facebook.com/pages/Skuteg%C3%A5rdens-kennel/824283280941134,google_maps,,,
Lillfjällets kennel,Lillfjällets,Östersund,Jämtlands län,,,,google_maps,,,
Jämtland/Härjedalens Kennelklubb,Jämtland/Härjedalens Kennelklubb,Östersund,Jämtlands län,marlene.berner@outlook.com,https://www.skk.se/sv/JHKK,https://www.facebook.com/jhkennelklubb,google_maps,,,
itaharjun kennel,itaharjun,Sveg,Jämtlands län,,,,google_maps,,,
Nordkalottens Kennel,Nordkalottens,Kåge,Västerbottens län,,http://www.nordkalottens.com/se,,google_maps,,,
Capandus Kennel,Capandus,Ödsmål,Västernorrlands län,capandus kennel%20%3cvalpar@capandus.se%3e,https://www.capandus.se/index.htm,https://www.facebook.com/capandus,google_maps,,,
Flatham´s Kennel,Flatham's,Piteå,Norrbottens län,flathams@telia.com,http://www.flathams.com/kontakt.htm,,google_maps,,,
Kennel Odd Polly,Kennel Odd Polly,Piteå,Norrbottens län,,,,google_maps,,,
Kennel Bennstaff,Kennel Bennstaff,Öjebyn,Norrbottens län,,,,google_maps,,,
Sjulgårdens kennel,Sjulgården,Roknäs,Norrbottens län,,,,google_maps,,,
silverstjärnans kennel,silverstjärnans,Roknäs,Norrbottens län,,http://silverstjarnan.se,,google_maps,,,
Loumils Kennel,Loumils,Roknäs,Norrbottens län,susanne@torpa.net,http://loumils.se/om-oss,,google_maps,,,
Tjärdalen's Kennel,Tjärdalen's,Sikfors,Norrbottens län,,,,google_maps,,,
Lillstigen's kennel,Lillstigen's,Kalix,Norrbottens län,info@lillstigen.se,http://www.lillstigen.se,https://www.facebook.com/lillstigens,google_maps,,,
Kennel Blåtiran,Kennel Blåtiran,Piteå,Norrbottens län,,https://www.instagram.com/kennelblatiran,,google_maps,skickat,,
Norrtälje Lokala Kennelklubb,Norrtälje Lokala Kennelklubb,Rimbo,Stockholms län,,https://nlkk.se/om,,google_maps,,,
GuldGrodanskennel,GuldGrodanskennel,Norrtälje,Stockholms län,,,,google_maps,,,
Espab AB :: Krullets Kennel,Espab :: Krullets,Norrtälje,Stockholms län,info@krullets.se,http://www.krullets.se,https://facebook.com/krullets.kennel,google_maps,,,
Designerline kennel,Designerline,Väddö,Stockholms län,kenneldesignerline@gmail.com,http://designerline.blogspot.com,,google_maps,,,
Bergalids Kennel,Bergalids,Furusund,Stockholms län,info@bergalidskennel.se,https://www.bergalidskennel.se,https://www.facebook.com/bergalidskennel,google_maps,,,
Skråmstas kennel,Skråmstas,Sigtuna,Stockholms län,,,,google_maps,,,
Kennel Jenzan,Kennel Jenzan,Vallentuna,Stockholms län,,,,google_maps,,,
Kennel,Kennel,Vallentuna,Stockholms län,,http://www.diamondswolfeyes.com/Kontaktsida,,google_maps,skickat,2026-03-26,10:51
Evallens Kennel,Evallens,Almunge,Stockholms län,ewa@martensby.se,http://www.martensby.se,https://www.facebook.com/ewa.myrbrink,google_maps,,,
Kennel Updates,Kennel Updates,Upplands Väsby,Stockholms län,,https://naviswmap.org/details/kennel-updates-ChIJn2I,,google_maps,,,
Björnbrisens Kennel,Björnbrisens,Upplands Väsby,Stockholms län,,https://bjornbrisens.wordpress.com,,google_maps,,,
ArbaQ´s Kennel,ArbaQ's,Upplands Väsby,Stockholms län,marie.backstrom@ri.se,http://www.arbaq.se/kontakt.htm,,google_maps,,,
hunduppfödare,hunduppfödare,Solna,Stockholms län,,,,google_maps,,,
Kennel Carhartt,Kennel Carhartt,Åkersberga,Stockholms län,,https://www.facebook.com/kennelcarhartt,,google_maps,,,
Kennel Itanema,Kennel Itanema,Åkersberga,Stockholms län,therese@itanema.se,https://www.itanema.se,,google_maps,,,
Mälarvindens Kennel,Mälarvindens,Åkersberga,Stockholms län,,http://malarvindens.se,,google_maps,,,
Kennel AngelRiesen's,Kennel AngelRiesen's,Åkersberga,Stockholms län,,http://www.angelryd.se/kontakt.html,,google_maps,,,
Lillhamras Kennel,Lillhamras,Enköping,Uppsala län,,,,google_maps,,,
Chamorels Kennel,Chamorels,Enköping,Uppsala län,,,,google_maps,,,
Saivalainens kennel,Saivalainens,Enköping,Uppsala län,,https://saivalainens.se,,google_maps,,,
Kennel Yrar,Kennel Yrar,Enköping,Uppsala län,hundar@yrar.se,http://www.yrar.se,https://www.facebook.com/agnes.t.yrar,google_maps,,,
Jägarfamiljens Kennel,Jägarfamiljens,Nyköping,Södermanlands län,jagarfamiljenskennel@gmail.com,http://jagarfamiljens.se,http://www.facebook.com/J%C3%A4garfamiljens-Kennel-287720738049430,google_maps,,,
FREIJAHUSETS KENNEL,FREIJAHUSETS,Nyköping,Södermanlands län,,,,google_maps,,,
