namn,friendly_name,stad,lan,email,hemsida,facebook,kalla,skickat,datum,tid
Kringelgårdens Dyrepension - Hundepension,Kringelgårdens Dyrepension,Danmark,Midtjylland,kringelgaarden@gmail.com,http://www.xn--kringelgrden-0cb.dk,https://www.facebook.com/Kringelg%C3%A5rdens-Dyrepension-hundepension-175193189162920,google_maps,,,
Hundesvømning,Hundesvømning,Danmark,Midtjylland,,http://www.sheiksgaard.dk/hundesvoemning.aspx,,google_maps,,,
Hundecenteret,Hundecenteret,Danmark,Midtjylland,kontakt@hundecenteret.dk,http://hundecenteret.dk,https://www.facebook.com/profile.php,google_maps,,,
Wickies Hundepension,Wickies,Danmark,Syddanmark,wickie.mejdahl@gmail.com,http://www.mejdahl.dk,,google_maps,,,
Din-HundeSitter,Din-HundeSitter,Danmark,Syddanmark,lista@live.dk,http://www.din-hundesitter.dk,https://facebook.com/Din-HundeSitter,google_maps,,,
Løvmosens Hundepension,Løvmosens,Danmark,Syddanmark,hbs_forum@hotmail.com,https://www.loevmosen.dk,https://www.facebook.com/loevmosen.dk,google_maps,,,
Randsfjordens hundelogi,Randsfjordens hundelogi,Danmark,Syddanmark,kristensenpe@gmail.com,http://www.hundelogi.dk,,google_maps,,,
Lykkegårdens hunde- og kattepension,Lykkegårdens hunde- og kattepension,Danmark,Syddanmark,hundepensionen@lykkegaarden.net,http://lykkegaarden.net,,google_maps,,,
Naturedogs,Naturedogs,Danmark,Syddanmark,mail@naturedogs.dk,https://naturedogs.dk/nyheder-news,https://www.facebook.com/naturedogs,google_maps,,,
Elbjerglund's Hundepension,Elbjerglund's,Danmark,Midtjylland,info@elbjerglund.dk,http://www.elbjerglund.dk,,google_maps,,,
Happy Dog Øst,Happy Dog Øst,Danmark,Midtjylland,br@thyregod.be,http://www.thyregod.be,,google_maps,,,
Splidholm Hundepension,Splidholm,Danmark,Midtjylland,info@splidholm-hundepension.dk,http://www.splidholm-hundepension.dk,https://www.facebook.com/Splidholm-Hundepension-274344072597000,google_maps,,,
Hundefrisøren,Hundefrisøren,Danmark,Midtjylland,,,,google_maps,,,
Nalas hunde-hotel,Nalas hunde-hotel,Danmark,Midtjylland,nalas@hunde-hotel.dk,http://www.hunde-hotel.dk,,google_maps,,,
Sweetdogs Hundepension,Sweetdogs,Danmark,Midtjylland,,http://sweetdogs.dk,,google_maps,,,
Hundepension Vejle,Hundepension Vejle,Danmark,Syddanmark,bonielsen1309@gmail.com,http://www.hundepension-vejle.dk,,google_maps,,,
Lykkelig Hund,Lykkelig Hund,Danmark,Hovedstaden,kontakt@lykkelighund.dk,http://lykkelighund.dk,,google_maps,,,
Mini Hundepasning,Mini,Danmark,Hovedstaden,info@minihundepasning.dk,https://www.minihundepasning.dk,,google_maps,,,
Vig-Hundepasning v/Pia Kellmann Hansen,Vig-Hundepasning v/Pia Kellmann Hansen,Danmark,Hovedstaden,vighundepasningdk@gmail.com,http://www.vig-hundepasning.dk,,google_maps,,,
Lille Hunde Ferie,Lille Hunde Ferie,Danmark,Hovedstaden,info@lillehundeferie.dk,http://www.lillehundeferie.dk/priser,,google_maps,,,
Ulvelys hundehotel,Ulvelys hundehotel,Danmark,Hovedstaden,,,,google_maps,,,
Lille Aagaard Hunde og Kattepension,Lille Aagaard Hunde og Kattepension,Danmark,Hovedstaden,pension@ll-aagaard.dk,http://www.ll-aagaard.dk,,google_maps,,,
Pimpernels Hundetræning Og Pension,Pimpernels Hundetræning Og Pension,Danmark,Hovedstaden,info@pimpernels.dk,http://www.pimpernels.dk,,google_maps,,,
Midtsjællands Hundepension,Midtsjællands,Danmark,Hovedstaden,hundepension@mail.dk,http://www.xn--midtsjllandshundepension-bdc.dk,https://www.facebook.com/midtsjaellandshundepension,google_maps,,,
Nordsjællands Hundepension,Nordsjællands,Danmark,Hovedstaden,nordhund@mail.dk,https://www.nordsjaellandshundepension.dk,,google_maps,,,
Skovlygård dog & cat pension,Skovlygård dog & cat pension,Danmark,Hovedstaden,,http://www.skovlygaard-dyrehotel.dk,,google_maps,,,
TOPDOG v / Lisa Hansen,TOPDOG v / Lisa Hansen,Danmark,Hovedstaden,,,,google_maps,,,
Stevns Hundehotel,Stevns Hundehotel,Danmark,Hovedstaden,,https://www.krak.dk/krak/66475099/firma,,google_maps,,,
Hjortemosegaards Hundesvøm og Pension - Hundesvømmehal,Hjortemosegaards Hundesvøm og Pension - Hundesvømmehal,Danmark,Hovedstaden,hjortemosegaard@outlook.dk,http://www.hjortemosegaards.dk,https://www.facebook.com/Hjortemosegaards-hundesv%C3%B8m-Pension-1554672541443469,google_maps,,,
Raarisegaard Hundepension,Raarisegaard,Danmark,Hovedstaden,,http://www.raarisegaard.dk,,google_maps,,,
Stevns Klint Hundepension,Stevns Klint,Danmark,Hovedstaden,,,,google_maps,,,
Vestegnens Hundesalon,Vestegnens Hundesalon,Danmark,Hovedstaden,,http://www.vestegnenshundesalon.dk,,google_maps,,,
Hundepensionen DerKan v/Dorte Andersen,Hundepensionen DerKan v/Dorte Andersen,Danmark,Hovedstaden,,https://hundepensionen-derkan.dk,https://www.facebook.com/hundepensionenderkan,google_maps,,,
Slangerup Hundepension,Slangerup,Danmark,Hovedstaden,post@slangerup-hundepension.dk,http://www.slangerup-hundepension.dk,,google_maps,,,
Hundehyggehuset,Hundehyggehuset,Danmark,Hovedstaden,,https://hundehyggehuset.dk,,google_maps,,,
Professionel hundelufter,Professionel hundelufter,Danmark,Hovedstaden,,,,google_maps,,,
Your Dog Baby,Your Dog Baby,Danmark,Hovedstaden,,,,google_maps,,,
heydog,heydog,Frederiksberg,Hovedstaden,heydog.dk@gmail.com,http://www.heydog.dk,,google_maps,,,
Hundeservice v/Christel T Hansen,Hundeservice v/Christel T Hansen,Danmark,Hovedstaden,,,,google_maps,,,
Dog and cat pension Tureby,Dog and cat pension Tureby,Danmark,Hovedstaden,info@hundeogkatteimperiet.dk,https://hundepension-tureby.dk,https://www.facebook.com/hundeogkatteimperiet,google_maps,,,
Terslev hundepension,Terslev,Danmark,Hovedstaden,terslev.hundepension@gmail.com,https://terslev-hundepension.dk,https://www.facebook.com/Terslev-Hunde-Kattepension-108844989204014,google_maps,,,
De små hundes hotel,De små hundes hotel,Danmark,Hovedstaden,,,,google_maps,,,
Viborg Hundehotel,Viborg Hundehotel,Danmark,Midtjylland,,http://www.viborghundehotel.dk,,google_maps,,,
Hundehotel,Hundehotel,Danmark,Midtjylland,,,,google_maps,,,
Den Lille hundepension Viborg,Den Lille Viborg,Danmark,Midtjylland,,,,google_maps,,,
Kjellerup Hundepension,Kjellerup,Danmark,Midtjylland,kjelleruphundpension@mail.dk,http://www.kjelleruphundepension.dk,,google_maps,,,
Kolding Hundecenter,Kolding Hundecenter,Danmark,Syddanmark,koldinghundecenter@gmail.com,http://www.koldinghundecenter.dk,https://www.facebook.com/profile.php,google_maps,,,
CF-Hundehotel,CF-Hundehotel,Danmark,Syddanmark,info@cfhundehotel.dk,https://www.cfhundehotel.dk/kontakt.aspx,,google_maps,,,
Doxx Hundecenter,Doxx Hundecenter,Danmark,Syddanmark,info@doxx.dk,http://www.doxx.dk,,google_maps,,,
Rodselle Hunderesort I/S,Rodselle Hunderesort,Danmark,Syddanmark,rodselle.hundepension@gmail.com,http://rodselle.dk,https://facebook.com/RodselleHunderesort,google_maps,,,
Ærtebjerg Hundepension v/Ditte Stevne Kristensen,Ærtebjerg v/Ditte Stevne Kristensen,Danmark,Syddanmark,aertebjerghundepension@gmail.com,http://www.aertebjerghundepension.dk,https://www.facebook.com/Aertebjerghundepension,google_maps,,,
Sydfyns Hundepension,Sydfyns,Danmark,Syddanmark,,http://www.sydfynshundepension.dk,,google_maps,,,
Langelands Hundepension,Langelands,Danmark,Syddanmark,nina.elian@gmail.com,http://www.langelandshundepension.dk,,google_maps,,,
Mindful Dog,Mindful Dog,Danmark,Syddanmark,,,,google_maps,,,
Troldeskovs Hundesalon,Troldeskovs Hundesalon,Danmark,Syddanmark,,,,google_maps,,,
Farum Hundehus,Farum Hundehus,Danmark,Hovedstaden,info@farumhundehus.dk,https://www.farumhundehus.dk,https://www.facebook.com/farumhundehus,google_maps,,,
hund,hund,Danmark,Hovedstaden,,,,google_maps,,,
Du og Din HUND,Du og Din HUND,Danmark,Hovedstaden,aino@duogdinhund.dk,http://duogdinhund.dk,https://www.facebook.com/DuogdinHund,google_maps,,,
Susan's Hundesalon,Susan's Hundesalon,Danmark,Hovedstaden,,http://www.susanshundesalon.dk,,google_maps,,,
FriSørensens Hundesalon,FriSørensens Hundesalon,Danmark,Hovedstaden,kontakt@frisoerensenshundesalon.dk,https://www.frisoerensenshundesalon.dk,https://www.facebook.com/p/FriS%C3%B8rensens-Hundesalon-61555383862170,google_maps,,,
Roskilde Hundepension,Roskilde,Danmark,Hovedstaden,info@hundeparadis.dk,https://www.hundeparadis.dk,https://www.facebook.com/roskildehundepension,google_maps,,,
Storebælt Hundehotel og hundepension,Storebælt Hundehotel og,Danmark,Hovedstaden,info@storebaelthundehotel.dk,http://www.storebaelthundehotel.dk,https://www.facebook.com/Storeb%C3%A6lt-Hundehotel-550892548256818,google_maps,,,
Vallensbæk strand Hundeskov,Vallensbæk strand Hundeskov,Danmark,Hovedstaden,,,,google_maps,,,
ASSERHOLM HUNDE- og KATTEPENSION,ASSERHOLM HUNDE- og KATTEPENSION,Danmark,Hovedstaden,pension@asserholm.dk,http://www.asserholm.dk,,google_maps,,,
Divadog,Divadog,Vallensbæk,Hovedstaden,,https://divadog.mono.net/8806/VELKOMMEN,,google_maps,,,
Det Gode Hundeliv,Det Gode Hundeliv,Danmark,Hovedstaden,christina@detgodehundeliv.dk,http://www.detgodehundeliv.dk,https://www.facebook.com/DetGodeHundeliv,google_maps,,,
Hundeluftning.dk,Hundeluftning.dk,Birkerød,Hovedstaden,,,,google_maps,,,
Skovhunden,Skovhunden,Danmark,Hovedstaden,,,,google_maps,,,
Hundepsykolog Mads Jørgensen,Hundepsykolog Mads Jørgensen,Danmark,Hovedstaden,,http://www.hundepsykolog.dk,,google_maps,,,
Mejsals hundpension,Mejsals,Danmark,Midtjylland,mail@mejdalhundepension.dk,http://www.mejdalhundepension.dk,https://www.facebook.com/MejdalHundepension,google_maps,,,
Weedfald Dogs v/ Vivi Weedfald,Weedfald Dogs v/ Vivi Weedfald,Danmark,Midtjylland,vivi@weedfald-dogs.dk,http://www.weedfald-dogs.dk,,google_maps,,,
Lemvig Hundepension,Lemvig,Danmark,Midtjylland,,https://lemvighundepension.dk,https://www.facebook.com/lemvighundepension,google_maps,,,
"HundeHotel / Hundesalon ""Det Frie Liv""","HundeHotel / Hundesalon ""Det Frie Liv",Danmark,Midtjylland,pia@hundehotel-detfrieliv.dk,http://www.hundehotel-detfrieliv.dk,https://www.facebook.com/profile.php,google_maps,,,
Østjysk Hundecenter,Østjysk Hundecenter,Danmark,Midtjylland,,http://www.ostjyskhundecenter.dk,,google_maps,,,
Dogsrus ApS,Dogsrus,Danmark,Midtjylland,info@dogsrus.dk,http://dogsrus.dk,https://facebook.com/10226679313741292,google_maps,,,
Nordskovhus Hundepension,Nordskovhus,Danmark,Midtjylland,hunde@nordskovhus.dk,http://www.nordskovhus.dk,https://www.facebook.com/Nordskovhus-Hundepension-500216580032173,google_maps,,,
Løwe & Hund,Løwe & Hund,Danmark,Midtjylland,christine@loeweoghund.dk,http://www.loeweoghund.dk,https://www.facebook.com/loeweoghund,google_maps,,,
Rooms for Dogs,Rooms for Dogs,Danmark,Midtjylland,roomsfordogs@outlook.com,http://rooms-for-dogs.webnode.com,https://www.facebook.com/roomsfordogs,google_maps,,,
Hundepension Raphael /Det Lille Hundehotel,Hundepension Raphael /Det Lille Hundehotel,Danmark,Midtjylland,mariannevous4@gmail.com,https://www.det-lille-hundehotel.dk,,google_maps,,,
Vallumsøens Hundepension v/Helle Holm Madsen,Vallumsøens v/Helle Holm Madsen,Danmark,Midtjylland,helle@jollygold.dk,http://www.vallumsoens-hundepension.dk,https://www.facebook.com/Vallums%C3%B8en-Hundepension-165589650587451,google_maps,,,
Hedens Hundehotel v/Susanne Clemens,Hedens Hundehotel v/Susanne Clemens,Danmark,Midtjylland,,,,google_maps,,,
Samsø Hundesjov,Samsø Hundesjov,Danmark,Midtjylland,vuf@samsohundesjov.dk,https://www.samsohundesjov.dk,https://www.facebook.com/profile.php,google_maps,,,
Den Lille Hundepension v/Helle Haue Mølnitz,Den Lille v/Helle Haue Mølnitz,Danmark,Nordjylland,info@denlillehundepension.dk,http://denlillehundepension.dk,https://www.facebook.com/Den-Lille-Hundepension-397510713599149,google_maps,,,
Tanja og Martin Hundepension v/Martin Kusk Larsen,Tanja og Martin v/Martin Kusk Larsen,Danmark,Nordjylland,kennel@richriesen.dk,http://www.richriesen.dk,,google_maps,,,
"Alt for Hunden - Hundeklipning, Hundesalon, Hundetrimming, Negleklip og Hundefrisering i Thisted.","Alt for Hunden - Hundeklipning, Hundesalon, Hundetrimming, Negleklip og Hundefrisering i Thisted",Danmark,Nordjylland,,http://www.sand-ridekunst.dk/indexhunde.htm,,google_maps,,,
Wulff & Vuf Hundecenter,Wulff & Vuf Hundecenter,Danmark,Nordjylland,%20wulffogvuf@gmail.com,http://wulffogvuf.dk,https://www.facebook.com/profile.php,google_maps,,,
Hawhunde v/Yvonne Kümmel,Hawhunde v/Yvonne Kümmel,Danmark,Nordjylland,,,,google_maps,,,
Den Lille Hundepension,Den Lille,Danmark,Nordjylland,info@denlillehundepension.dk,https://www.denlillehundepension.dk,https://www.facebook.com/Den-Lille-Hundepension-397510713599149,google_maps,,,
Grønhøjs Hunde og Kattepension,Grønhøjs Hunde og Kattepension,Danmark,Nordjylland,,,,google_maps,,,
Hundehotellet,Hundehotellet,Danmark,Nordjylland,hunde-hotellet@outlook.dk,http://www.hunde-hotellet.dk/blomster-og-bier-,https://www.facebook.com/Hunde-hotellet-2243878279214586,google_maps,,,
Hundefristedet,Hundefristedet,Danmark,Nordjylland,hundefristedet@gmail.com,https://www.hundefristedet.dk,https://www.facebook.com/pension.hund,google_maps,,,
Havens Hundepension,Havens,Danmark,Nordjylland,,,,google_maps,,,
Lilleriscenter Dog & Cat,Lilleriscenter Dog & Cat,Danmark,Nordjylland,info@lilleriscenter.dk,https://lilleriscenter.dk,https://www.facebook.com/Lilleriscenter,google_maps,,,
Lykkedalens Hundepension,Lykkedalen,Danmark,Nordjylland,,,,google_maps,,,
Odden-Mygdal Hundepension,Odden-Mygdal,Danmark,Nordjylland,,,,google_maps,,,
KENNEL CARADOG,KENNEL CARADOG,Danmark,Nordjylland,,,,google_maps,,,
Mariannes Hundepension,Mariannes,Danmark,Nordjylland,mail@mariannes-hundepension.dk,http://www.mariannes-hundepension.dk,,google_maps,,,
Hund & Liv,Hund & Liv,Danmark,Nordjylland,adm@hundogliv.dk,http://www.hundogliv.dk,https://www.facebook.com/Hundogliv,google_maps,,,
Hjørring Hundesalon,Hjørring Hundesalon,Danmark,Nordjylland,,http://www.hjorringhundesalon.dk,,google_maps,,,
