namn,friendly_name,stad,lan,email,hemsida,facebook,kalla,skickat,datum,tid
Feriehunden,Feriehunden,Norge,Vestfold og Telemark,,http://www.feriehunden.no,,google_maps,,,
Solhaug Hundepensjonat,Solhaug,Norge,Møre og Romsdal,,http://www.blidhund.no,,google_maps,,,
Hundeservice Ålesund,Hundeservice Ålesund,Norge,Møre og Romsdal,torilshundeservice@gmail.com,https://www.hundeserviceaalesund.com,https://www.facebook.com/Torils-Hundefris%C3%B8r-Dyresenteret-Tlf-41205298-107245082959401,google_maps,,,
Doghouse Ålesund,Doghouse Ålesund,Norge,Møre og Romsdal,,,,google_maps,,,
Ålesund Hundesenter AS,Ålesund Hundesenter,Norge,Møre og Romsdal,johanthomas@alesundhundesenter.no,https://www.alesundhundesenter.no,https://www.facebook.com/alesundhundesenter,google_maps,,,
Ålesund hund park,Ålesund hund park,Norge,Møre og Romsdal,,https://www.facebook.com/groups/alesundhundepark,,google_maps,,,
Rekdal Hundepensjonat,Rekdal,Norge,Møre og Romsdal,post@rekdaldyr.no,http://www.rekdaldyr.no,https://www.facebook.com/rekdaldyrepensjonat,google_maps,,,
Sunnmøre Hundeklubb,Sunnmøre Hundeklubb,Norge,Møre og Romsdal,,http://www.smhk.org,https://www.facebook.com/SunnmoreHK,google_maps,,,
Hund & Katte Paradiset,Hund & Katte Paradiset,Norge,Møre og Romsdal,,,,google_maps,,,
Sponberg hundepensjonat,Sponberg,Norge,Møre og Romsdal,,https://sponberghundepensjonat.no,,google_maps,,,
Tverberg hund- og kattepensjonat,Tverberg hund- og kattepensjonat,Norge,Møre og Romsdal,nettsida@tverberghund.no,http://www.tverberghund.no,https://www.facebook.com/Tverberg-Hund-og-Kattepensjonat-415445108524594,google_maps,,,
HUNDEPASSERNE Fornebu,HUNDEPASSERNE Fornebu,Molde,Møre og Romsdal,post@hundepasserne.no,http://www.hundepasserne.no,https://www.facebook.com/webnode,google_maps,,,
Nordbyen Hundepark,Nordbyen Hundepark,Norge,Møre og Romsdal,,,,google_maps,,,
Engen hundepensjonat,Engen,Molde,Møre og Romsdal,,,,google_maps,,,
Kringsvoll Hundehotell,Kringsvoll,Molde,Møre og Romsdal,,,,google_maps,,,
Myra Dogpark,Myra Dogpark,Norge,Møre og Romsdal,,,,google_maps,,,
Kristiansund hundeklubb,Kristiansund hundeklubb,Norge,Møre og Romsdal,,http://krhk.no,https://www.facebook.com/kristiansund.hundeklubb,google_maps,,,
Hundeland,Hundeland,Norge,Møre og Romsdal,,http://www.hundelandnordvest.com,,google_maps,,,
Hundens Feriesenter,Hundens Feriesenter,Norge,Sogn og Fjordane,info@hundensferiesenter.no,http://www.hundensferiesenter.no,,google_maps,,,
HUNDEPASSERNE Fornebu,HUNDEPASSERNE Fornebu,Nordfjord,Sogn og Fjordane,post@hundepasserne.no,http://www.hundepasserne.no,https://www.facebook.com/webnode,google_maps,,,
Leikanger Hund,Leikanger Hund,Norge,Sogn og Fjordane,,http://leikangerhund.com,,google_maps,,,
Kvamme Dogcare,Kvamme Dogcare,Norge,Sogn og Fjordane,kvammedogcare@gmail.com,http://www.kvammedogcare.com,,google_maps,,,
Utsikten Hundepensjonat,Utsikten,Norge,Sogn og Fjordane,,,,google_maps,,,
Hundegården Askøy,Hundegården Askøy,Norge,Sogn og Fjordane,,http://hundehotell.no,,google_maps,,,
Hjortland Hundesportsenter,Hjortland Hundesportsenter,Norge,Sogn og Fjordane,hjortland@hundesportsenter.no,http://www.hundesportsenter.no,,google_maps,,,
Villa Fureskjegget Hundepensjonat,Villa Fureskjegget,Norge,Sogn og Fjordane,,https://www.facebook.com/profile.php,,google_maps,,,
Lasse og Lise's Hundehotel,Lasse og Lise's Hundehotel,Norge,Sogn og Fjordane,,http://lasselise.no,https://www.facebook.com/pages/Lossasse-Lises-Hundehotel/188325927866796,google_maps,,,
Lykkepoten Hundehotell Sølvi Underhaug Nordtveit,Lykkepoten Sølvi Underhaug Nordtveit,Norge,Sogn og Fjordane,,http://lykkepoten.no,https://www.facebook.com/lykkepoten,google_maps,,,
Søyland hundehotell,Søyland,Norge,Sogn og Fjordane,soyland.hundehotell@gmail.com,http://www.soylandhundehotell.com,https://facebook.com/S%C3%B8yland-Hundehotell-464703823962161,google_maps,,,
Cozy Hundehotell,Cozy,Norge,Sogn og Fjordane,post@cozyhundehotell.no,http://www.cozyhundehotell.no,https://www.facebook.com/cozyhundehotell,google_maps,,,
Støle Hunde- og Kattepensjonat,Støle Hunde- og Kattepensjonat,Norge,Rogaland,,https://www.facebook.com/share/1AfBSQSq9R,,google_maps,,,
Hegglund Hundepass,Hegglund,Haugesund,Rogaland,,https://www.facebook.com/share/1CQMVF1xdt,,google_maps,,,
Hundepark,Hundepark,Norge,Rogaland,,,,google_maps,,,
Haugaland Hundeskole ANS,Haugaland Hundeskole ANS,Norge,Rogaland,,,,google_maps,,,
Tønsberg Hundepark,Tønsberg Hundepark,Norge,Vestfold og Telemark,,,,google_maps,,,
Grøstad Hundesenter,Grøstad Hundesenter,Norge,Vestfold og Telemark,,https://www.grostadhundesenter.com,,google_maps,,,
Kennel Bergtatt Slipp hunden løs,Kennel Bergtatt Slipp hunden løs,Norge,Vestfold og Telemark,,,,google_maps,,,
Tønsberg Hundeklubb,Tønsberg Hundeklubb,Norge,Vestfold og Telemark,,https://tonsberghundeklubb.no,https://www.facebook.com/tonsberghundeklubb,google_maps,,,
Hege's Hundesalong,Hege's Hundesalong,Norge,Vestfold og Telemark,post@tonsberg-dyreklinikk.no,https://www.tonsberg-dyreklinikk.no/behandling/pelsstell,,google_maps,,,
Hello Doggy,Hello Doggy,Norge,Vestfold og Telemark,,http://www.hellodoggy.no,https://www.facebook.com/hellodoggyfrisor,google_maps,,,
Hundenmin Hundeskole,Hundenmin Hundeskole,Norge,Vestfold og Telemark,post@hundenmin.no,http://hundenmin.no,https://www.facebook.com/hundenminhundeskole,google_maps,,,
Hundepensjonatet Mørk,Hundepensjonatet Mørk,Norge,Vestfold og Telemark,,http://www.vettin.no,,google_maps,,,
Sandefjord Hundelufting,Sandefjord Hundelufting,Norge,Vestfold og Telemark,hei@sandefjordhundelufting.no,http://www.sandefjordhundelufting.no,,google_maps,,,
Sandefjord Hundepark,Sandefjord Hundepark,Norge,Vestfold og Telemark,,https://sandefjordhundeklubb.no/sandefjord-hundepark,,google_maps,,,
Hundepasser Celine,Hundepasser Celine,Norge,Viken,,https://m.facebook.com/groups/657666431001265,,google_maps,,,
Kelilis Kennel og Hundepensjonat,Kelilis og,Norge,Viken,,,,google_maps,,,
Kamperhaug Farm Dog Lodging and Shop,Kamperhaug Farm Dog Lodging and Shop,Norge,Viken,post@kamperhaug-gaard.no,http://kamperhauggaardoghundepensjonat.no,https://facebook.com/kamperhaugoghundepensjonat,google_maps,,,
Lund Hundepensjonat,Lund,Norge,Viken,post@lund-hund.no,http://www.lund-hund.no,https://www.facebook.com/LundHundetjenester,google_maps,,,
Ski Hundepensjonat,Ski,Norge,Viken,post@skihundepensjonat.no,http://www.skihundepensjonat.no,https://www.facebook.com/www.skihundepensjonat.no,google_maps,,,
Fredrikstad Hundepensjonat,Fredrikstad,Norge,Viken,,http://www.fredrikstadhundepensjonat.no,,google_maps,,,
Østfold kennel og Hundesenter AS,Østfold og Hundesenter,Norge,Viken,josteingrav@gmail.com,https://ostfoldkennel.no,https://www.facebook.com/ostfoldkenneloghundesenter,google_maps,,,
Hundebarnehagen i Østfold AS,Hundebarnehagen i Østfold,Norge,Viken,,https://nb-no.facebook.com/Hundebarnehage,,google_maps,,,
Hundepasser Oslo,Hundepasser Oslo,Norge,Viken,,https://www.rover.com/sit/krists11103,,google_maps,,,
Hundebarnehagen i Halden,Hundebarnehagen i Halden,Norge,Viken,hundebarnehagen.halden@gmail.com,https://hundebarnehagen-halden1.webnode.com,,google_maps,,,
Who Let The Dogs Out? - Oslo Dog Walking,Who Let The Dogs Out? - Oslo Dog Walking,Norge,Viken,,https://oslo-hundelufting.no,,google_maps,,,
Norsk Shetland Sheepdog klubb,Norsk Shetland Sheepdog klubb,Norge,Viken,styret@nssk.no,http://www.nssk.no,https://www.facebook.com/NSSK-Norsk-Shetland-Sheepdog-Klubb-114734415276175,google_maps,,,
VOFFii - Bedre hverdag for alle med hund,VOFFii - Bedre hverdag for alle med hund,Norge,Agder,hei@voffii.no,http://www.voffii.no,https://www.facebook.com/www.voffii.no,google_maps,,,
Dømmesmoen Hunde - og Aktivitetspark,Dømmesmoen Hunde - og Aktivitetspark,Norge,Agder,,,,google_maps,,,
Hundetrener Helene,Hundetrener Helene,Norge,Agder,helene@hundetrenerhelene.no,https://hundetrenerhelene.no,https://www.facebook.com/hundetrenerhelene,google_maps,,,
HUNDEPASSERNE Fornebu,HUNDEPASSERNE Fornebu,Grimstad,Agder,post@hundepasserne.no,http://www.hundepasserne.no,https://www.facebook.com/webnode,google_maps,,,
Hundetrening,Hundetrening,Norge,Agder,styret@fredrikstadbrukshundklubb.no,https://www.fredrikstadbrukshundklubb.no,https://www.facebook.com/FredrikstadOgOmegnBrukshundklubb,google_maps,,,
Sarpsborg Dog Kindergarten,Sarpsborg Dog Kindergarten,Norge,Agder,,,,google_maps,,,
Hundesenteret As,Hundesenteret,Norge,Agder,,http://hundesenteret.no,,google_maps,,,
Rana Hundesenter AS,Rana Hundesenter,Norge,Nordland,lene@ranahundesenter.no,http://www.ranahundesenter.no,http://www.facebook.com/ranahundesenter,google_maps,,,
Hundeklipperiet AS,Hundeklipperiet,Norge,Nordland,,,,google_maps,,,
HUNDEPASSERNE Fornebu,HUNDEPASSERNE Fornebu,Bodø,Nordland,post@hundepasserne.no,http://www.hundepasserne.no,https://www.facebook.com/webnode,google_maps,,,
Øverstuen hund og katt,Øverstuen hund og katt,Norge,Nordland,overstuen@hotmail.com,http://www.overstuen-hundogkatt.com,https://nb-no.facebook.com/OverstuenHundOgKatt,google_maps,,,
Bodø Hundeterapi Julie Leirvik,Bodø Hundeterapi Julie Leirvik,Norge,Nordland,,,,google_maps,,,
Blåfjell Hundesenter AS,Blåfjell Hundesenter,Norge,Nordland,blaafjellhundesenter@outlook.com,https://www.blaafjellhundesenter.no,https://www.facebook.com/blaafjellhundesenter,google_maps,,,
Black Sheep Hundesenter,Black Sheep Hundesenter,Bodø,Nordland,,,,google_maps,,,
Høgtind kennel og hundehotell,Høgtind og,Norge,Nordland,,http://hogtind-hundehotell.no,https://www.facebook.com/H%C3%B8gtind-Kennel-og-Hundehotell-As-738472403188129,google_maps,,,
Sundøy hundepensjonat,Sundøy,Norge,Nordland,,,,google_maps,,,
Potenord Hundesenter & hundekurs Narvik,Potenord Hundesenter & hundekurs Narvik,Norge,Nordland,kristine@potenord.no,http://potenord.no,,google_maps,,,
Narvik Hundesenter,Narvik Hundesenter,Norge,Nordland,kristine@potenord.no,https://www.narvikhundesenter.no,,google_maps,,,
Black Sheep Hundesenter,Black Sheep Hundesenter,Narvik,Nordland,,,,google_maps,,,
Narvik hundepark,Narvik hundepark,Norge,Nordland,,,,google_maps,,,
Granbakken dyreklinikk og Hundepensjonat,Granbakken dyreklinikk og,Norge,Østland,post@granbakken.no,http://www.granbakken.no,,google_maps,,,
Hundeglede,Hundeglede,Norge,Østland,,http://hundeglede.com,,google_maps,,,
Hundehus,Hundehus,Norge,Østland,,http://www.den4dogs.no,,google_maps,,,
Stepan A. Ermakov hundepass,Stepan A. Ermakov,Norge,Østland,,https://www.stepanermakov.com/dog-sitting,,google_maps,,,
Zen Dog Hundebarnehage & Nattpass,Zen Dog Hundebarnehage & Nattpass,Norge,Østland,,,,google_maps,,,
Gardermoen Hunde- og Kattehotell AS,Gardermoen Hunde- og Kattehotell,Norge,Østland,post@ghkas.no,http://ghkas.no,,google_maps,,,
Sofienbergparken Hundelufting,Sofienbergparken Hundelufting,Norge,Østland,,https://www.facebook.com/sofienbergparkenhundelufting,,google_maps,,,
Dalen Hundepensjonat,Dalen,Norge,Østland,dalenhundepensjonat@gmail.com,https://dalenhundepensjonat.no,,google_maps,,,
Hundedaghjemmet,Hundedaghjemmet,Norge,Østland,,http://hundedaghjemmet.no,https://facebook.com/Hundedaghjemmet-165639643456234,google_maps,,,
Hundebarnehagen AS,Hundebarnehagen,Norge,Østland,post@hundebarnehagen.no,http://hundebarnehage.com,,google_maps,,,
DogWithin,DogWithin,Norge,Østland,info@dogwithin.com,http://www.dogwithin.com,https://www.facebook.com/wix,google_maps,,,
Dogbros,Dogbros,Norge,Østland,,,,google_maps,,,
Hundebarnehagen as avd. Bærum,Hundebarnehagen avd. Bærum,Norge,Østland,post@hundebarnehagen.no,http://www.hundebarnehage.com,,google_maps,,,
HUNDEPASSERNE Fornebu,HUNDEPASSERNE Fornebu,Oslo,Østland,post@hundepasserne.no,http://www.hundepasserne.no,https://www.facebook.com/webnode,google_maps,,,
Bergen Hundebarnehage,Bergen Hundebarnehage,Norge,Hordaland,post@bergenhundebarnehage.no,https://www.bergenhundebarnehage.no,https://www.facebook.com/bergenhundebarnehage,google_maps,,,
Bergen Hundesalong,Bergen Hundesalong,Norge,Hordaland,bergenhundesalong@gmail.com,https://www.bergenhundesalong.no,https://www.facebook.com/bergenhundesalong,google_maps,,,
BERGEN DOG SCHOOL,BERGEN DOG SCHOOL,Norge,Hordaland,post@bergenhundeskole.no,http://www.bergenhundeskole.no,https://www.facebook.com/BergenHundeskole,google_maps,,,
Bergen Dog Hall,Bergen Dog Hall,Norge,Hordaland,hundehall@outlook.com,https://www.bergenhundehall.no,https://www.facebook.com/askoybrenselas,google_maps,,,
Åsane hundebarnehage,Åsane,Norge,Hordaland,,,,google_maps,,,
Hundegård På Klauvaneset,Hundegård På Klauvaneset,Norge,Hordaland,,https://www.facebook.com/share/n7r3T5LdLM88iRwV,,google_maps,,,
Bergen Hundeterapi AS,Bergen Hundeterapi,Norge,Hordaland,post@bergenhundeterapi.no,https://bergenhundeterapi.no,https://www.facebook.com/BergenHundeterapi,google_maps,,,
Fjellanger Hundesenter,Fjellanger Hundesenter,Norge,Hordaland,post@fjellanger.net,https://www.fjellanger.net,https://www.facebook.com/Fjellanger-Hundeskole-AS-332215235079,google_maps,,,
Hundeluftegård,Hundeluftegård,Norge,Hordaland,,,,google_maps,,,
Fjellbakk Hundehotell,Fjellbakk,Norge,Hordaland,,,,google_maps,,,
Erwoldergården Hundehotell Erwolder,Erwoldergården Erwolder,Norge,Hordaland,,,,google_maps,,,
Tunge Hundesenter,Tunge Hundesenter,Norge,Hordaland,tunge@hund.as,https://www.tungehundesenter.no,https://www.facebook.com/Tungehundesenter.no,google_maps,,,
Trondheim Hundehotell AS,Trondheim,Norge,Trøndelag,post@trondheimhundehotell.no,https://www.trondheimhundehotell.no,https://www.facebook.com/trondheimhundehotell,google_maps,,,
Tolvstad DogCare,Tolvstad DogCare,Norge,Trøndelag,,,,google_maps,,,
Byneset Hundepensjonat,Byneset,Norge,Trøndelag,g-oh@online.no,http://bynesethundepensjonat.com,https://www.facebook.com/bynesethundepensjonat,google_maps,,,
Nordset Hundepensjonat,Nordset,Norge,Trøndelag,gaardsdrift@outlook.com,http://www.gaardsdrift.com,https://facebook.com/profile.php,google_maps,,,
Trøndelag Hund og Kattesenter,Trøndelag Hund og Kattesenter,Norge,Trøndelag,,http://firelabber.no,,google_maps,,,
Sørstu Hundehotell,Sørstu,Norge,Trøndelag,bakk@sorstuhundehotell.no,http://www.sorstuhundehotell.no,https://www.facebook.com/profile.php,google_maps,,,
Snåsa Hundepensjonat,Snåsa,Norge,Trøndelag,,,,google_maps,,,
Hund i Norge,Hund i Norge,Norge,Trøndelag,,https://hundinorge.no,,google_maps,,,
York Hundesalong,York Hundesalong,Norge,Trøndelag,,http://yorkhundesalong.no,,google_maps,,,
Trines Hundesalong AS,Trines Hundesalong,Norge,Trøndelag,,,,google_maps,,,
Havstein Hundeluftegård,Havstein Hundeluftegård,Norge,Trøndelag,ola@wanvik.no,http://www.havsteingolf.no,,google_maps,,,
Hundehagen,Hundehagen,Trondheim,Trøndelag,annemarit@hundehagen.no,http://www.hundehagen.no,,google_maps,,,
Pan’s place hundefrisør og hundepassering,Pan's place hundefrisør og hundepassering,Norge,Rogaland,,http://pansplace.no,http://facebook.com/profile.php,google_maps,,,
Sørmarka hundeluftingsområde,Sørmarka hundeluftingsområde,Norge,Rogaland,vilde.folgesvold.lovra@stavanger.kommune.no,https://www.stavanger.kommune.no/kultur-og-fritid/tur-og-natur/hundehold-i-stavanger/#her-kan-hunden-l-pe-fritt,https://www.facebook.com/stavangerkommune,google_maps,,,
Tones hundepass,Tones,Norge,Rogaland,,https://privatkennel.no,,google_maps,,,
Zarstø Dog and Cat Hotel,Zarstø Dog and Cat Hotel,Norge,Rogaland,leif@zarsto.no,https://zarsto.no,https://www.facebook.com/zarsto,google_maps,,,
Doggy Day Care Lisa Kolnes,Doggy Day Care Lisa Kolnes,Norge,Rogaland,,,,google_maps,,,
Hundvåg,Hundvåg,Norge,Rogaland,,,,google_maps,,,
Top Dog Akademiet AS,Top Dog Akademiet,Norge,Rogaland,,http://www.topdogakademiet.no,https://www.facebook.com/topdogakademiet,google_maps,,,
Lundsneset Hundepark,Lundsneset Hundepark,Norge,Rogaland,,,,google_maps,,,
ViTo Hundepensjon,ViTo Hundepensjon,Norge,Rogaland,post@vitohundepensjon.no,http://vitohundepensjon.no,,google_maps,,,
Hundeskogen,Hundeskogen,Norge,Rogaland,,,,google_maps,,,
Doggy Day Care,Doggy Day Care,Stavanger,Rogaland,,https://www.doggydaycare.no,https://www.facebook.com/DoggyDayCareRogaland,google_maps,,,
Sola Hundesenter AS,Sola Hundesenter,Norge,Rogaland,post@solahundesenter.no,http://www.solahundesenter.com,https://www.facebook.com/SolaHundesenter,google_maps,,,
Storhaug hundepark,Storhaug hundepark,Norge,Rogaland,,,,google_maps,,,
Hammaren hundepark,Hammaren hundepark,Norge,Rogaland,,,,google_maps,,,
Tjensvoll Dog Park,Tjensvoll Dog Park,Norge,Rogaland,,,,google_maps,,,
Tastarustå Hundepark,Tastarustå Hundepark,Norge,Rogaland,,,,google_maps,,,
Siddis Hundeskole,Siddis Hundeskole,Norge,Rogaland,,https://www.siddishundeskole.com,https://www.facebook.com/Siddishundeskole,google_maps,,,
Kristianlyst Hundepark,Kristianlyst Hundepark,Norge,Rogaland,,,,google_maps,,,
Berge Hundeassistanse,Berge Hundeassistanse,Norge,Agder,berge@hundeassistanse.no,http://www.hundeassistanse.no,https://www.facebook.com/hundeassistanse,google_maps,,,
Hundepensjonat Kristiansand,Hundepensjonat Kristiansand,Norge,Agder,,,,google_maps,,,
Tiriltoppen Hundepass,Tiriltoppen,Norge,Agder,,,,google_maps,,,
Hundestylisten sør - Din Hundefrisør i sør,Hundestylisten sør - Din Hundefrisør i sør,Norge,Agder,olavjordbrekk@gmail.com,https://www.hundestylistensor.net,https://www.facebook.com/hundestylistensor,google_maps,,,
Tromsø Hundeklubb,Tromsø Hundeklubb,Norge,Troms og Finnmark,bhgleder@tromso-hundeklubb.no,http://www.tromso-hundeklubb.no,https://www.facebook.com/pages/Troms%C3%B8-Hundeklubb/360928467426571,google_maps,,,
Charlottenlund hundepark,Charlottenlund hundepark,Norge,Troms og Finnmark,,,,google_maps,,,
Wagner Hundepass,Wagner,Tromsø,Troms og Finnmark,,https://www.rover.com/members/gabi-w-dyreglad-familie-med-hus-og-hundegard-pa-land,,google_maps,,,
Oslo Hundeskole Tromsø,Oslo Hundeskole Tromsø,Norge,Troms og Finnmark,oyvind@oslo-hundeskole.no,https://oslo-hundeskole.no/745/sommerkurs-i-tromso,https://www.facebook.com/OsloHundeskole,google_maps,,,
Tromso Wilderness Center - Dog sledding,Tromso Wilderness Center - Dog sledding,Norge,Troms og Finnmark,mail@villmarkssenter.no,https://villmarkssenter.no,https://www.facebook.com/tromsovillmarkssenter,google_maps,,,
Hundevis AS,Hundevis,Norge,Troms og Finnmark,marita@hundevis.as,http://www.hundevis.as,,google_maps,,,
Kroken hundepark,Kroken hundepark,Norge,Troms og Finnmark,,,,google_maps,,,
Austmarka Hundehotell,Austmarka,Norge,Troms og Finnmark,,,,google_maps,,,
Elverum Hundepensjonat,Elverum,Norge,Troms og Finnmark,,https://www.elverum-hundepensjonat.com,,google_maps,,,
Hundefrisøren i Skoger,Hundefrisøren i Skoger,Norge,Buskerud,,http://www.skogerdyrehotell.no/spa-og-hundefrisor/vare-spatilbud,,google_maps,,,
Aiden’s Hundelykke,Aiden's Hundelykke,Norge,Innlandet,,https://www.facebook.com/groups/751999595174166,,google_maps,,,
Larvik Hundepark,Larvik Hundepark,Norge,Vestfold og Telemark,,,,google_maps,,,
Sandefjord Hundeklubb,Sandefjord Hundeklubb,Norge,Vestfold og Telemark,,http://www.sandefjordhundeklubb.no,,google_maps,,,
Larvik og omegn Hundeklubb,Larvik og omegn Hundeklubb,Norge,Vestfold og Telemark,,https://www.facebook.com/share/g/16csV4YnJ5,,google_maps,,,
AS HUND,AS HUND,Norge,Vestfold og Telemark,,,,google_maps,,,
Hund Og Hundepark Lillehammer,Hund Og Hundepark Lillehammer,Norge,Innlandet,,,,google_maps,,,
Lillehammer hundepark,Lillehammer hundepark,Norge,Innlandet,,https://www.facebook.com/groups/182993643702922,,google_maps,,,
Hamar Dog Park,Hamar Dog Park,Norge,Innlandet,postmottak@hamar.kommune.no,http://www.hamar.kommune.no,https://www.facebook.com/hamarkommune,google_maps,,,
Bakken Hundesenter,Bakken Hundesenter,Norge,Innlandet,,http://facebook.com/BakkenHundesenter,,google_maps,,,
Anita's dog and cat AS,Anita's dog and cat,Norge,Innlandet,,https://www.facebook.com/groups/anitashundogkatt,,google_maps,,,
