namn,stad,lan,email,hemsida,facebook,kalla,raw_address,phone,raw_source
Dawn's Gold | Kennel Golden Retriever,Danmark,Hovedstaden,grytange@outlook.dk,https://www.dawnsgold.dk,https://www.facebook.com/gry.tange,google_maps,"Henningsens Alle 28, 2900 Hellerup, Danmark",+45 23 32 15 52,serpapi_google_maps
The South Harbour dog kennel,Danmark,Hovedstaden,,,,google_maps,"Bådehavnsgade 48, 2450 København, Danmark",,serpapi_google_maps
Kennel Alekri,Danmark,Hovedstaden,alba@alekri.dk,http://alekri.dk,,google_maps,"Svanholm Alle 6, 4050 Skibby, Danmark",+45 20 70 30 11,serpapi_google_maps
Kennel All-Does,Danmark,Midtjylland,,http://www.all-does.dk,,google_maps,"Ølstedvej 21, 8200 Aarhus, Danmark",+45 27 12 86 23,serpapi_google_maps
Kennel Lewanika,Danmark,Midtjylland,helle@lewanika.dk,http://www.lewanika.dk,https://facebook.com/1544253235889050,google_maps,"Kastedvej 37, 8200 Aarhus, Danmark",+45 86 24 40 69,serpapi_google_maps
Kennel Rosefield Michael Rosenlund(Åbent efter aftale),Danmark,Midtjylland,rosefieldgundog@gmail.com,http://www.rosefield.dk,,google_maps,"Hovvejen 19, 8361 Hasselager, Danmark",+45 24 82 99 15,serpapi_google_maps
Kennel Kjær,Danmark,Midtjylland,,https://kennel-kjaer.dk/nyhed,,google_maps,"Skolegade, 8000 Aarhus, Danmark",+45 40 84 20 48,serpapi_google_maps
Kennel Alpha Natura,Danmark,Midtjylland,,,,google_maps,"Klokkervej 41, 8210 Aarhus, Danmark",+45 86 75 25 52,serpapi_google_maps
Barf-Østjylland/Kennel Spidsbjørnens,Danmark,Midtjylland,,,,google_maps,"Koldkærvej 2, 8530 Hjortshøj, Danmark",,serpapi_google_maps
kennel finnone,Danmark,Midtjylland,,,,google_maps,"Elkjærvej, 8230 Aarhus, Danmark",+45 21 39 44 85,serpapi_google_maps
Kennel Landkilden,Danmark,Syddanmark,kennel@landkildens.dk,http://www.landkildens.dk,https://www.facebook.com/landkilden.dk,google_maps,"Fraugde-Kærby-Vej 166, 5220 Odense, Danmark",+45 24 40 90 35,serpapi_google_maps
"Kennel Litgeisli, opdræt af islandske fårehunde.",Danmark,Syddanmark,klub@islandshunden.dk,https://www.islandshunden.dk/side.asp,https://www.facebook.com/islandskfaarehund,google_maps,"Ørbækvej 828B, st.th, 5220 Odense, Danmark",+45 20 22 27 18,serpapi_google_maps
Kennel Nellie Gold,Danmark,Syddanmark,,,,google_maps,"Munkevænget, 5230 Odense, Danmark",+45 27 54 66 88,serpapi_google_maps
Kennel Holebæk,Danmark,Syddanmark,,,,google_maps,"Odensevej 49, 5492 Vissenbjerg, Danmark",,serpapi_google_maps
Kennel Joliga,Danmark,Syddanmark,gittesjaelland@gmail.com,http://www.joliga.dk/b1.php,,google_maps,"Rådyrløkken 68, 5210 Odense, Danmark",+45 28 30 12 11,serpapi_google_maps
Kennel Snestrup,Danmark,Syddanmark,,http://www.kennelsnestrup.dk,,google_maps,"Solgårdsvej 58, 5210 Odense, Danmark",+45 66 16 54 00,serpapi_google_maps
Kennel Lapinlumon,Danmark,Syddanmark,info@lapinlumon.com,https://www.lapinlumon.com,https://www.facebook.com/pages/Kennel-Lapinlumon/470007296398303,google_maps,"Sandvad 78, 5471 Søndersø, Danmark",+45 26 25 88 04,serpapi_google_maps
Kennel Blæsenborg I/S,Danmark,Syddanmark,hund@kennelblaesenborg.dk,http://www.kennelblaesenborg.dk,https://www.facebook.com/KennelBlaesenborg,google_maps,"Grovensvej 8, 5750 Ringe, Danmark",+45 62 28 20 35,serpapi_google_maps
Kennel Wonderdachs,Danmark,Syddanmark,kennel@wonderdachs.dk,http://wonderdachs.dk/kontakt,,google_maps,"Kabbelejen 4, 5220 Odense, Danmark",+45 20 63 13 40,serpapi_google_maps
Kennel Elmelund,Danmark,Syddanmark,,,,google_maps,"Præstevejen, 5450 Otterup, Danmark",+45 63 82 00 52,serpapi_google_maps
Kennel KiThoGi - Opdræt af American Akita,Danmark,Syddanmark,kiki@giesmann.dk,http://www.kithogi.dk,https://facebook.com/kiki.giesmann,google_maps,"Vesterskovvej 5, 5792 Årslev, Danmark",,serpapi_google_maps
Kennel Abellabben,Danmark,Nordjylland,,,,google_maps,"Guldborgvej 30, 9000 Aalborg, Danmark",+45 98 18 67 76,serpapi_google_maps
Kennel NÃ¸rreheden,Danmark,Nordjylland,,http://noerreheden.dk/kontakt/kontakt.htm,,google_maps,"Danmarksgade 4, 9000 Aalborg, Danmark",+45 20 95 40 29,serpapi_google_maps
Kennel Hatani,Danmark,Nordjylland,,http://www.hatani.dk/kontakt.htm,,google_maps,"Klæstrupvej 10, 9240 Nibe, Danmark",+45 71 92 98 98,serpapi_google_maps
Kennel Viskuvalla,Danmark,Nordjylland,,,,google_maps,"Himmelhøj 21, 9210 Aalborg, Danmark",+45 60 81 65 50,serpapi_google_maps
kennel cabrit cavaliers,Danmark,Nordjylland,,,,google_maps,"Jordemodervej 7, 9240 Nibe, Danmark",+45 25 47 18 06,serpapi_google_maps
Kennel Engholm Enges Labrador,Danmark,Nordjylland,labrador@husetengholm.dk,http://www.engholmengeslabrador.dk,https://www.facebook.com/engholmengeslabrador,google_maps,"Serritslevvej 211, 9700 Brønderslev, Danmark",+45 23 23 04 30,serpapi_google_maps
Kennel Koga,Danmark,Nordjylland,,,,google_maps,"Limfjordsgade 29, 9440 Aabybro, Danmark",+45 53 63 96 84,serpapi_google_maps
Kennel Bechmann,Danmark,Midtjylland,,http://www.boston-terrier.dk,,google_maps,"Lindegårdsvej 67, 8930 Randers, Danmark",+45 86 44 01 30,serpapi_google_maps
Kennel A'tebs,Danmark,Midtjylland,gert@kronholm.org,https://ateb.dk,https://www.facebook.com/kennelatebs,google_maps,"Kallehavevej 51, 8940 Randers, Danmark",+45 86 42 11 08,serpapi_google_maps
Kennel PreciousCoton,Danmark,Midtjylland,,,,google_maps,"Amstrupgårdsvej 1, 8940 Randers, Danmark",+45 22 93 30 62,serpapi_google_maps
Kennel Klanen,Danmark,Midtjylland,,http://www.kennel-klanen.dk,,google_maps,"Kærgade 166, 8940 Randers, Danmark",+45 40 62 85 57,serpapi_google_maps
Kennel Brobassen's Guardian - Broholmer opdræt,Danmark,Midtjylland,ann@brobassensguardian.dk,https://brobassensguardian.dk,,google_maps,"Hvilhusevej 5, 8983 Randers, Danmark",+45 51 20 19 04,serpapi_google_maps
Kennel Smed,Danmark,Midtjylland,,,,google_maps,"Fiskergårdsvej 30, 8920 Randers, Danmark",+45 40 79 11 65,serpapi_google_maps
Kennel Norddjurs,Danmark,Midtjylland,,,,google_maps,"Nordkystvejen 1C, 8961 Allingåbro, Danmark",,serpapi_google_maps
Kennel Uglebjerg v/Joan Bach,Danmark,Midtjylland,,http://www.uglebjerg-collies.dk,,google_maps,"Karlsbergvej 30, 8940 Randers, Danmark",+45 86 44 72 01,serpapi_google_maps
Kennel Retriever House,Danmark,Midtjylland,,http://www.kennelretrieverhouse.dk/kontakt,,google_maps,"Sølehøjvej 1, 8370 Hadsten, Danmark",+45 22 21 48 69,serpapi_google_maps
Kennel Catrinell,Danmark,Midtjylland,,,,google_maps,"Kirkestien 3, 8830 Tjele, Danmark",,serpapi_google_maps
Kennel Finda v/Svend Åge Jensen,Danmark,Syddanmark,,,,google_maps,"Roustvej 255, 6740 Bramming, Danmark",+45 75 26 96 30,serpapi_google_maps
KENNEL SWEETWATER's,Danmark,Syddanmark,,http://www.sweetwaters.dk/contact-us,,google_maps,"Bovbjergvej 2, 6710 Esbjerg, Danmark",+45 40 42 63 04,serpapi_google_maps
Kennel Kaczaca,Danmark,Syddanmark,cairn@kaczaca.dk,http://kaczaca.dk/kontakt-2.html,,google_maps,"Umanakvej 97, 6715 Esbjerg, Danmark",+45 51 94 10 74,serpapi_google_maps
Kennel Frilund v/Conny Frilund Ebsen,Danmark,Syddanmark,,,,google_maps,"Ribevej 53, 6740 Bramming, Danmark",+45 61 26 05 93,serpapi_google_maps
Kennel Shih Tzu Paradis,Danmark,Syddanmark,kennel@shihtzu-paradis.dk,https://www.shihtzu-paradis.dk,https://www.facebook.com/KennelShihTzuSmallFashionPaws,google_maps,"Forsythiavej 19, 7000 Fredericia, Danmark",+45 30 11 83 67,serpapi_google_maps
Kennel Fruetoften,Danmark,Syddanmark,,http://www.kennelfruetoften.dk/29975981,,google_maps,"Fruetoften 104, 7000 Fredericia, Danmark",+45 25 37 00 36,serpapi_google_maps
Dansk Kennel Klub For Hundeejere,Danmark,Syddanmark,,,,google_maps,"Vestre Ringvej 101, 7000 Fredericia, Danmark",,serpapi_google_maps
Kennel Lyshøj,Danmark,Syddanmark,birgitte1998@gmail.com,https://kennellyshoej.dk/kontakt-os,,google_maps,"Egelandvej 83, 6040 Egtved, Danmark",,serpapi_google_maps
Kennel Bluetooth,Danmark,Syddanmark,birthe.buch@vgg.dk,http://kennel-bluetooth.dk/kontakt.html,,google_maps,"Iver Jarls Vej 32, 7100 Vejle, Danmark",+45 75 82 12 77,serpapi_google_maps
Kennel Hvalpebo,Danmark,Syddanmark,,http://www.kennelhvalpebo.dk,,google_maps,"Vestergade 5, 6051 Almind, Danmark",+45 30 28 21 37,serpapi_google_maps
Kennel Sheltie 4 You,Danmark,Syddanmark,info@sheltie.dk,http://www.sheltie4you.dk,,google_maps,"Påfuglevej 6, 6000 Kolding, Danmark",+45 42 76 12 28,serpapi_google_maps
Eva's Dog Salon / Kennel Phyrus v. Eva Soelberg Eis,Danmark,Syddanmark,,,,google_maps,"Hovedvejen 235, 5580 Nørre Aaby, Danmark",+45 64 42 18 48,serpapi_google_maps
Kennel Madame Stub,Danmark,Syddanmark,,,,google_maps,"Grejsdalsvej 18, 7100 Vejle, Danmark",+45 75 82 56 80,serpapi_google_maps
Kennel Hegnet,Danmark,Syddanmark,kennel@hegnets.dk,http://www.hegnets.dk/kontakt-os1,https://www.facebook.com/pages/Kennel-Hegnets/168846476467670,google_maps,"Skovlundvej, 6000 Kolding, Danmark",+45 40 13 57 13,serpapi_google_maps
Kennel Nordfjord,Fredericia,Syddanmark,kennelnordfjord@gmail.com,https://kennel-nordfjord.dk,,google_maps,,,serpapi_google_maps
Kennel Krøyers Small Dreams,Danmark,Midtjylland,,http://xn--kennelkryer-ngb.dk,,google_maps,"Gl Kirkevej, 8700 Horsens, Danmark",+45 93 10 07 97,serpapi_google_maps
Kennel Jenos,Danmark,Midtjylland,info@e-hjemmeside.dk,http://www.jenos.dk,,google_maps,"Tordenskjoldsgade 34, 8700 Horsens, Danmark",+45 26 71 09 37,serpapi_google_maps
westie kennel,Danmark,Midtjylland,,,,google_maps,"Apollovej 65, 8700 Horsens, Danmark",+45 30 13 39 85,serpapi_google_maps
Kennel Søvang,Danmark,Midtjylland,,https://xn--kennelsvang-mgb.dk,,google_maps,"Søvangs Tværvej 4, 8700 Horsens, Danmark",+45 24 67 90 60,serpapi_google_maps
Kennel Godrumgaard,Danmark,Midtjylland,,,,google_maps,"Vænget 17, 8700 Horsens, Danmark",+45 75 77 56 56,serpapi_google_maps
Kennel Snested.,Danmark,Midtjylland,,,,google_maps,"Ny Sebberupvej 45, 8723 Løsning, Danmark",,serpapi_google_maps
Kennel Hill Top,Danmark,Midtjylland,support@dandomain.dk,http://www.kennel-hilltop.dk,,google_maps,"Gribstrupvej 7, 8765 Klovborg, Danmark",,serpapi_google_maps
Kennel Vindhause,Danmark,Midtjylland,kirsten@vindhause.dk,http://www.vindhause.dk/index.php,,google_maps,"Tønballevej 23, 7130 Juelsminde, Danmark",+45 24 82 30 18,serpapi_google_maps
Kennel Spot On,Danmark,Midtjylland,,,,google_maps,"Ryvej 49, 8752 Østbirk, Danmark",,serpapi_google_maps
Kennel Eyebrox,Danmark,Midtjylland,,,,google_maps,"Sogneskellet 20, 8732 Hovedgård, Danmark",+45 75 66 14 90,serpapi_google_maps
Kennel Grejsdalen,Danmark,Midtjylland,,,,google_maps,"Rugvænget 6, 7130 Juelsminde, Danmark",,serpapi_google_maps
Kennel Lang,Danmark,Syddanmark,,,,google_maps,"Østervang 15, 7120 Vejle, Danmark",+45 75 89 58 32,serpapi_google_maps
Kennel Schaploni,Danmark,Syddanmark,kennel@schaploni.dk,http://www.schaploni.dk,https://www.facebook.com/kennelschaploni,google_maps,"Toftevangen 4, 7120 Vejle, Danmark",+45 40 55 15 52,serpapi_google_maps
Kennel Nøruphus,Danmark,Syddanmark,,,,google_maps,"Stampesvej, 7100 Vejle, Danmark",+45 27 84 88 99,serpapi_google_maps
Kennel Bentley,Danmark,Syddanmark,harslev@live.dk,http://kennel-bentley.dk,,google_maps,"Ølgårdvej 14, 6040 Egtved, Danmark",+45 26 18 39 59,serpapi_google_maps
Kennel Santa Fe Grande,Danmark,Syddanmark,,,,google_maps,"Fittingvej 57, 6622 Bække, Danmark",,serpapi_google_maps
Kennel Jabina,Danmark,Hovedstaden,kenneljabina@gmail.com,http://www.jabina.dk,,google_maps,"Ringstedvej 101, 4000 Roskilde, Danmark",+45 40 74 36 34,serpapi_google_maps
Kennel Vedhauge,Danmark,Hovedstaden,,,,google_maps,"Torkilstrupvej 21, 4060 Kirke Såby, Danmark",+45 46 49 23 03,serpapi_google_maps
Kennel Muttington's,Danmark,Hovedstaden,,http://www.muttington.dk,https://www.facebook.com/Muttingtondk,google_maps,"Grønager 14, 4000 Roskilde, Danmark",+45 41 41 34 01,serpapi_google_maps
Kennel Team Jomere,Danmark,Hovedstaden,ribegenser@gmail.com,http://www.teamjomere.dk,,google_maps,"Dyvelslystvej 1, 4060 Kirke Såby, Danmark",+45 30 20 90 11,serpapi_google_maps
Kennel Grænsen,Danmark,Hovedstaden,mhn@kennelgraensen.dk,http://www.kennelgraensen.com,https://www.facebook.com/kennelgraensen,google_maps,"Havdrupvej 13, 4622 Havdrup, Danmark",+45 81 71 66 66,serpapi_google_maps
Kennel Count On Me v/Albertus Stam,Danmark,Hovedstaden,,http://www.count-on-me.dk,,google_maps,"Kokholmvej 8, 4130 Viby Sjælland, Danmark",+45 46 19 34 09,serpapi_google_maps
Kennel Hajen,Danmark,Hovedstaden,,,,google_maps,"Kringsholmvej, 2670 Greve, Danmark",+45 40 77 99 99,serpapi_google_maps
Kennel Daneskjold,Danmark,Hovedstaden,malinois@daneskjold.dk,http://www.daneskjold.dk,,google_maps,"Roskildevej 377, 4390 Vipperød, Danmark",+45 59 11 00 78,serpapi_google_maps
Kennel Bohemian Shepherd,Danmark,Hovedstaden,kennel@bohemian-shepherd.dk,https://bohemian-shepherd.dk,https://www.facebook.com/bohemianshepherd,google_maps,"Sandbakkevej 49, 4390 Vipperød, Danmark",+45 31 42 53 65,serpapi_google_maps
Kennel Birkedal,Danmark,Hovedstaden,,http://www.kennelbirkedal.dk,,google_maps,"Åmosevej 76, 4440 Mørkøv, Danmark",+45 59 27 90 74,serpapi_google_maps
Kennel Bondo ApS,Danmark,Hovedstaden,,,,google_maps,"Grønnegade 37, 2970 Hørsholm, Danmark",+45 20 82 40 42,serpapi_google_maps
Kennel Labdannebrog,Danmark,Hovedstaden,,,,google_maps,"Bygvænget 816, 2980 Kokkedal, Danmark",+45 22 89 58 54,serpapi_google_maps
Kennel Khetashio,Danmark,Hovedstaden,,,,google_maps,"Stumpedyssevej 6A, 2970 Hørsholm, Danmark",+45 26 73 33 88,serpapi_google_maps
Kennel Balrog,Danmark,Hovedstaden,,,,google_maps,"Snehvidevej, 2730 Herlev, Danmark",+45 44 84 54 29,serpapi_google_maps
Kennel Meatmouth,Danmark,Hovedstaden,,,,google_maps,"Havremarksvej 18, 2605 Brøndby, Danmark",+45 20 25 55 13,serpapi_google_maps
Kennel My Beautiful,Danmark,Hovedstaden,,,,google_maps,"Rørbækvej, 2730 Herlev, Danmark",+45 40 41 54 47,serpapi_google_maps
Kennel Geysir,Danmark,Hovedstaden,kennel@kennel-geysir.dk,http://kennel-geysir.dk/kontakt.html,http://www.facebook.com/kennelgeysir,google_maps,"Antaresvænget, 2620 Albertslund, Danmark",+45 25 79 37 85,serpapi_google_maps
Kennel Lab Visholms,Danmark,Hovedstaden,,,,google_maps,"Juelsmindevej, 2610 Rødovre, Danmark",+45 27 21 11 89,serpapi_google_maps
Kennel Sommerlyst,Danmark,Hovedstaden,,http://www.tibetan-spaniel.dk,,google_maps,"Åvænget 28, 7323 Give, Danmark",+45 20 76 71 10,serpapi_google_maps
Kennel Donslundmølle,Danmark,Hovedstaden,,https://www.donslundmolle.com/kontakt.html,,google_maps,"Valby Langgade 80, 2500 København, Danmark",+45 21 73 00 75,serpapi_google_maps
KENNEL NOER'S,Danmark,Hovedstaden,flemming@springerspaniel.dk,https://kennel-noers.dk,https://www.facebook.com/BISPEHAVEN11FREDERIKSHAVN,google_maps,"Bispehaven 11, 9900 Frederikshavn, Danmark",+45 40 17 26 03,serpapi_google_maps
Kennel NEWLUCK,Danmark,Hovedstaden,wff@kennelnewluck.dk,http://www.kennelnewluck.dk,,google_maps,"Istebjergvej 23, 4400 Kalundborg, Danmark",+45 51 18 28 86,serpapi_google_maps
Kennel Whizzbang,Danmark,Midtjylland,,http://whizzbang.dk/kontakt.html,,google_maps,"Sejbækvej 35, 8800 Viborg, Danmark",+45 60 70 49 69,serpapi_google_maps
Kennel Siegers,Danmark,Midtjylland,kennel@siegers.dk,http://siegers.dk/DK/KONTAKT.aspx,,google_maps,"Anemonestien, 8800 Viborg, Danmark",+45 20 64 10 69,serpapi_google_maps
Kennel Antoli,Danmark,Midtjylland,,http://www.kennel-antoli.dk/kontakt-os,,google_maps,"Østergade 34, 7470 Viborg, Danmark",+45 50 50 45 10,serpapi_google_maps
Kennel Witan,Danmark,Midtjylland,,http://www.witan.dk,,google_maps,"Markvænget, 8800 Viborg, Danmark",+45 97 54 84 32,serpapi_google_maps
Kennel Rosenberg,Danmark,Midtjylland,,,,google_maps,"Sevelskovbyvej 11, 7830 Vinderup, Danmark",+45 22 32 11 95,serpapi_google_maps
Kennel Bernerglæden,Danmark,Midtjylland,,,,google_maps,"Rønnealle 38, 7470 Viborg, Danmark",+45 86 66 27 10,serpapi_google_maps
Kennel Røgild´s,Danmark,Midtjylland,anettenielsen61@gmail.com,http://stabyhoun-parson.dk,,google_maps,"Hesselskovvej 69, 8620 Kjellerup, Danmark",+45 26 73 37 60,serpapi_google_maps
Kennel Coton de Mille,Danmark,Midtjylland,info@coton-de-mille.dk,https://coton-de-mille.dk,,google_maps,"Midstrupvej 15, 8620 Kjellerup, Danmark",+45 40 24 39 09,serpapi_google_maps
Kennel-Gjedbo opdræt af Bichon Havanais og Coton de Tulear hvalpe.,Danmark,Midtjylland,kontakt@kennel-gjedbo.dk,http://www.kennel-gjedbo.dk,http://www.facebook.com/kennelgjedbo,google_maps,"Gedbovej 18 Tvis, 7500 Holstebro, Danmark",+45 21 86 37 09,serpapi_google_maps
Maltipoo4Love / Kennel Lykkebo’s,Danmark,Midtjylland,,https://maltipoo4love.dk,https://www.facebook.com/danishdoodle,google_maps,"Sundsørevej 94, 7870 Roslev, Danmark",+45 20 58 74 84,serpapi_google_maps
Kennel Rothmann,Danmark,Midtjylland,,,,google_maps,"Vallerbækvej 78, 7470 Viborg, Danmark",+45 23 46 67 76,serpapi_google_maps
Kennel Fur and Paws,Danmark,Midtjylland,tina@chodsky-pes.dk,http://www.chodsky-pes.dk,https://www.facebook.com/FurAndPawsChodskyPes,google_maps,"Sømosevej 37, 9610 Nørager, Danmark",+45 29 86 13 97,serpapi_google_maps
Kennel Gen-Chi,Danmark,Midtjylland,,,,google_maps,"Bødkersmindevej 9, 8620 Kjellerup, Danmark",+45 22 36 81 78,serpapi_google_maps
Kennel Vincents LabTrack,Danmark,Midtjylland,,,,google_maps,"Bjerring Hede 17, 8850 Bjerringbro, Danmark",+45 20 49 40 46,serpapi_google_maps
Kennel støttrup,Danmark,Midtjylland,,,,google_maps,"Århusvej 41, 8643 Silkeborg, Danmark",+45 22 15 78 36,serpapi_google_maps
Kennel Vesterlund,Danmark,Syddanmark,,,,google_maps,"Brandorffsvej, 6000 Kolding, Danmark",+45 21 29 33 79,serpapi_google_maps
Kennel Mohner,Danmark,Syddanmark,mail@mohner.dk,http://www.mohner.dk/html/contact___kontakt.html,https://www.facebook.com/kennel.mohner,google_maps,"Steppingvej 5, 6580 Vamdrup, Danmark",+45 54 90 84 04,serpapi_google_maps
Kennel Seaside Gundogs,Danmark,Syddanmark,majbrit.jensen@gmail.com,http://www.seaside-gundogs.dk/kontakt,https://www.facebook.com/majbrit.fifty,google_maps,"Binderup Strandvej 90, 6091 Bjert, Danmark",+45 31 41 74 61,serpapi_google_maps
Kennel Beechbrook,Danmark,Syddanmark,,,,google_maps,"Frydenborgvej 10, 6092 Sønder Stenderup, Danmark",+45 40 92 89 16,serpapi_google_maps
Kennel Gultig,Danmark,Syddanmark,,,,google_maps,"Østergade 51, 6580 Vamdrup, Danmark",+45 22 17 34 48,serpapi_google_maps
Kennel Nordfjord,Kolding,Syddanmark,kennelnordfjord@gmail.com,https://kennel-nordfjord.dk,,google_maps,,,serpapi_google_maps
Kennel Grand de Feld,Danmark,Syddanmark,,,,google_maps,"Seggelundvej 107, 6070 Christiansfeld, Danmark",+45 74 56 27 54,serpapi_google_maps
Kennel Blazewood,Danmark,Syddanmark,lena@blazewood.dk,http://www.blazewood.dk/blazewood.htm,,google_maps,"Elinevej, 5700 Svendborg, Danmark",+45 62 20 89 37,serpapi_google_maps
Kennel Kernehuset,Danmark,Syddanmark,kernehusets@kernehusets.dk,http://www.kernehusets.dk/kontakt.htm,https://www.facebook.com/Dalmatinerhvalpe-Kennel-Kernehusets-597838553633814,google_maps,"Bakkevej 3, 5700 Svendborg, Danmark",+45 41 43 08 43,serpapi_google_maps
Dansk Kennel Klub,Danmark,Syddanmark,post@dkk.dk,http://dkk.dk,,google_maps,"Heldagervej 24, 5700 Svendborg, Danmark",,serpapi_google_maps
Kennel Mochipappa,Danmark,Syddanmark,,,,google_maps,"Humlevænget, 5700 Svendborg, Danmark",+45 75 16 90 12,serpapi_google_maps
Kennel Blue Border,Danmark,Hovedstaden,,,,google_maps,"Attemosevej 6, 3400 Hillerød, Danmark",+45 29 46 85 20,serpapi_google_maps
Kennel Godset,Danmark,Hovedstaden,,http://kennelgodset.dk/kontakt,,google_maps,"Toftevangen 5, 3320 Skævinge, Danmark",+45 20 25 02 44,serpapi_google_maps
Kennel Curia,Danmark,Hovedstaden,,http://www.curias.dk,https://www.facebook.com/kennelcuria,google_maps,"Slangerup Ås 4, 3550 Slangerup, Danmark",+45 22 25 71 19,serpapi_google_maps
Kennel Labfun,Danmark,Hovedstaden,,,,google_maps,"Bispevangen 3, 2750 Ballerup, Danmark",,serpapi_google_maps
Tokbäckens Kennel,Bollnäs,Hovedstaden,,,,google_maps,"Rasslengatan, 821 94 Bollnäs",070-622 34 89,serpapi_google_maps
Kennel Hummelgaards,Danmark,Hovedstaden,,,,google_maps,"Hindholmvej 41, 4262 Sandved, Danmark",+45 22 17 90 34,serpapi_google_maps
Kennel Lab Dams,Danmark,Hovedstaden,,,,google_maps,"Løserupvej 44, 4300 Holbæk, Danmark",+45 61 66 59 40,serpapi_google_maps
Kennel Hetina v/ Tina Lund Hansen,Danmark,Hovedstaden,,http://www.hetina.dk,,google_maps,"Førslev Tuerum 3, 4690 Haslev, Danmark",+45 56 38 07 14,serpapi_google_maps
Kennel Adeltand,Danmark,Hovedstaden,nielsenc@dbmail.dk,http://adeltand.dk/DK/Kontakt.aspx,,google_maps,"Pilevadvej, 5800 Nyborg, Danmark",+45 61 86 68 38,serpapi_google_maps
kennel Haus Lintz,Danmark,Hovedstaden,lintzhalberg@gmail.com,http://www.hauslintz.dk/afkom1,,google_maps,"Nordre Sørække 37, 3670 Veksø, Danmark",+45 45 82 09 40,serpapi_google_maps
Kennel Grønqvist,Danmark,Hovedstaden,,,,google_maps,"Bøstrupvej 17, 5953 Tranekær, Danmark",+45 51 32 14 90,serpapi_google_maps
Kennel Rævsager,Danmark,Hovedstaden,,,,google_maps,"Tystoftehusevej 112, 4230 Skælskør, Danmark",,serpapi_google_maps
Kennel White Life,Danmark,Hovedstaden,,http://www.kennelwhitelife.dk/40087517,,google_maps,"Tulstrupvej 17, 3230 Græsted, Danmark",+45 25 88 25 40,serpapi_google_maps
Kennel Coronis,Danmark,Hovedstaden,,,,google_maps,"Kratmosevej, 2950 Vedbæk, Danmark",+45 45 89 06 49,serpapi_google_maps
Ryaåsens Kennel Cockerpoo & Australian labradoodle,Borås,Hovedstaden,info@ryaasens.se,http://ryaasens.se,https://www.facebook.com/ryaasenshundar,google_maps,"Sjögården 6, 504 75 Borås",070-438 41 71,serpapi_google_maps
